timestamp,iteration,client_id,operation,target,prerequisite_id,dependent_id,client_b_read_v1,v1_visible_on_observer,v2_visible_on_observer,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789630928.5319948,22,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:22,v2:22,True,True,True,majority,majority,True,partition,,,,1.88,True,False,
1789630928.5343423,23,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:23,v2:23,True,True,True,majority,majority,True,partition,,,,2.34,True,False,
1789630928.5364575,24,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:24,v2:24,True,True,True,majority,majority,True,partition,,,,2.11,True,False,
1789630928.5381954,25,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:25,v2:25,True,True,True,majority,majority,True,partition,,,,1.74,True,False,
1789630928.539873,26,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:26,v2:26,True,True,True,majority,majority,True,partition,,,,1.68,True,False,
1789630928.542388,27,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:27,v2:27,True,True,True,majority,majority,True,partition,,,,2.51,True,False,
1789630928.5441127,28,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:28,v2:28,True,True,True,majority,majority,True,partition,,,,1.72,True,False,
1789630928.546164,29,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:29,v2:29,True,True,True,majority,majority,True,partition,,,,2.05,True,False,
1789630928.5479205,30,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:30,v2:30,True,True,True,majority,majority,True,partition,,,,1.75,True,False,
1789630928.550566,31,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:31,v2:31,True,True,True,majority,majority,True,partition,,,,2.64,True,False,
1789630928.5524318,32,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:32,v2:32,True,True,True,majority,majority,True,partition,,,,1.86,True,False,
1789630928.5542643,33,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:33,v2:33,True,True,True,majority,majority,True,partition,,,,1.83,True,False,
1789630928.556404,34,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:34,v2:34,True,True,True,majority,majority,True,partition,,,,2.14,True,False,
1789630928.558944,35,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:35,v2:35,True,True,True,majority,majority,True,partition,,,,2.54,True,False,
1789630928.560947,36,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:36,v2:36,True,True,True,majority,majority,True,partition,,,,2.0,True,False,
1789630928.5634546,37,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:37,v2:37,True,True,True,majority,majority,True,partition,,,,2.5,True,False,
1789630928.5660644,38,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:38,v2:38,True,True,True,majority,majority,True,partition,,,,2.61,True,False,
1789630928.5686145,39,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:39,v2:39,True,True,True,majority,majority,True,partition,,,,2.55,True,False,
1789630928.5709128,40,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:40,v2:40,True,True,True,majority,majority,True,partition,,,,2.3,True,False,
1789630928.5729938,41,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:41,v2:41,True,True,True,majority,majority,True,partition,,,,2.08,True,False,
1789630928.5749824,42,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:42,v2:42,True,True,True,majority,majority,True,partition,,,,1.99,True,False,
1789630928.577396,43,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:43,v2:43,True,True,True,majority,majority,True,partition,,,,2.41,True,False,
1789630928.5793328,44,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:44,v2:44,True,True,True,majority,majority,True,partition,,,,1.93,True,False,
1789630928.5811129,45,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:45,v2:45,True,True,True,majority,majority,True,partition,,,,1.78,True,False,
1789630928.5829988,46,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:46,v2:46,True,True,True,majority,majority,True,partition,,,,1.88,True,False,
1789630928.585387,47,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:47,v2:47,True,True,True,majority,majority,True,partition,,,,2.39,True,False,
1789630928.5870252,48,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:48,v2:48,True,True,True,majority,majority,True,partition,,,,1.64,True,False,
1789630928.588947,49,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:49,v2:49,True,True,True,majority,majority,True,partition,,,,1.91,True,False,
1789630928.5912879,50,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:50,v2:50,True,True,True,majority,majority,True,partition,,,,2.34,True,False,
1789630928.5937018,51,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:51,v2:51,True,True,True,majority,majority,True,partition,,,,2.41,True,False,
1789630928.5956128,52,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:52,v2:52,True,True,True,majority,majority,True,partition,,,,1.91,True,False,
1789630928.5976434,53,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:53,v2:53,True,True,True,majority,majority,True,partition,,,,2.03,True,False,
1789630928.5996988,54,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:54,v2:54,True,True,True,majority,majority,True,partition,,,,2.05,True,False,
1789630928.6023426,55,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:55,v2:55,True,True,True,majority,majority,True,partition,,,,2.64,True,False,
1789630928.604999,56,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:56,v2:56,True,True,True,majority,majority,True,partition,,,,2.65,True,False,
1789630928.6071165,57,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:57,v2:57,True,True,True,majority,majority,True,partition,,,,2.11,True,False,
1789630928.6090868,58,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:58,v2:58,True,True,True,majority,majority,True,partition,,,,1.97,True,False,
1789630928.6112905,59,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:59,v2:59,True,True,True,majority,majority,True,partition,,,,2.2,True,False,
1789630928.6133976,60,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:60,v2:60,True,True,True,majority,majority,True,partition,,,,2.1,True,False,
1789630928.6151252,61,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:61,v2:61,True,True,True,majority,majority,True,partition,,,,1.73,True,False,
1789630928.6169155,62,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:62,v2:62,True,True,True,majority,majority,True,partition,,,,1.79,True,False,
1789630928.6193962,63,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:63,v2:63,True,True,True,majority,majority,True,partition,,,,2.48,True,False,
1789630928.6212988,64,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:64,v2:64,True,True,True,majority,majority,True,partition,,,,1.9,True,False,
1789630928.6231587,65,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:65,v2:65,True,True,True,majority,majority,True,partition,,,,1.86,True,False,
1789630928.6253273,66,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:66,v2:66,True,True,True,majority,majority,True,partition,,,,2.17,True,False,
1789630928.6276617,67,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:67,v2:67,True,True,True,majority,majority,True,partition,,,,2.33,True,False,
1789630928.629593,68,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:68,v2:68,True,True,True,majority,majority,True,partition,,,,1.93,True,False,
1789630928.631563,69,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:69,v2:69,True,True,True,majority,majority,True,partition,,,,1.97,True,False,
1789630928.6333246,70,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:70,v2:70,True,True,True,majority,majority,True,partition,,,,1.76,True,False,
1789630928.6356075,71,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:71,v2:71,True,True,True,majority,majority,True,partition,,,,2.28,True,False,
1789630928.6377661,72,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:72,v2:72,True,True,True,majority,majority,True,partition,,,,2.16,True,False,
1789630928.6396751,73,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:73,v2:73,True,True,True,majority,majority,True,partition,,,,1.91,True,False,
1789630928.6415875,74,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:74,v2:74,True,True,True,majority,majority,True,partition,,,,1.91,True,False,
1789630928.643803,75,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:75,v2:75,True,True,True,majority,majority,True,partition,,,,2.21,True,False,
1789630928.645551,76,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:76,v2:76,True,True,True,majority,majority,True,partition,,,,1.75,True,False,
1789630928.6473367,77,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:77,v2:77,True,True,True,majority,majority,True,partition,,,,1.78,True,False,
1789630928.6490283,78,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:78,v2:78,True,True,True,majority,majority,True,partition,,,,1.69,True,False,
1789630928.6513011,79,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:79,v2:79,True,True,True,majority,majority,True,partition,,,,2.27,True,False,
1789630928.6531105,80,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:80,v2:80,True,True,True,majority,majority,True,partition,,,,1.81,True,False,
1789630928.6548645,81,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:81,v2:81,True,True,True,majority,majority,True,partition,,,,1.75,True,False,
1789630928.657203,82,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:82,v2:82,True,True,True,majority,majority,True,partition,,,,2.34,True,False,
1789630928.6600132,83,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:83,v2:83,True,True,True,majority,majority,True,partition,,,,2.81,True,False,
1789630928.662333,84,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:84,v2:84,True,True,True,majority,majority,True,partition,,,,2.32,True,False,
1789630928.6647577,85,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:85,v2:85,True,True,True,majority,majority,True,partition,,,,2.42,True,False,
1789630928.666996,86,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:86,v2:86,True,True,True,majority,majority,True,partition,,,,2.24,True,False,
1789630928.6695454,87,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:87,v2:87,True,True,True,majority,majority,True,partition,,,,2.55,True,False,
1789630928.6715205,88,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:88,v2:88,True,True,True,majority,majority,True,partition,,,,1.97,True,False,
1789630928.6733606,89,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:89,v2:89,True,True,True,majority,majority,True,partition,,,,1.84,True,False,
1789630928.6752145,90,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:90,v2:90,True,True,True,majority,majority,True,partition,,,,1.85,True,False,
1789630928.6776147,91,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:91,v2:91,True,True,True,majority,majority,True,partition,,,,2.4,True,False,
1789630928.6794178,92,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:92,v2:92,True,True,True,majority,majority,True,partition,,,,1.8,True,False,
1789630928.6812463,93,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:93,v2:93,True,True,True,majority,majority,True,partition,,,,1.83,True,False,
1789630928.6834116,94,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:94,v2:94,True,True,True,majority,majority,True,partition,,,,2.16,True,False,
1789630928.685788,95,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:95,v2:95,True,True,True,majority,majority,True,partition,,,,2.37,True,False,
1789630928.6874795,96,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:96,v2:96,True,True,True,majority,majority,True,partition,,,,1.69,True,False,
1789630928.6892812,97,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:97,v2:97,True,True,True,majority,majority,True,partition,,,,1.8,True,False,
1789630928.6912615,98,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:98,v2:98,True,True,True,majority,majority,True,partition,,,,1.98,True,False,
1789630928.693402,99,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:99,v2:99,True,True,True,majority,majority,True,partition,,,,2.14,True,False,
1789630928.6954367,100,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:100,v2:100,True,True,True,majority,majority,True,partition,,,,2.03,True,False,
1789630928.6976552,101,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:101,v2:101,True,True,True,majority,majority,True,partition,,,,2.22,True,False,
1789630928.699648,102,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:102,v2:102,True,True,True,majority,majority,True,partition,,,,1.99,True,False,
1789630928.702023,103,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:103,v2:103,True,True,True,majority,majority,True,partition,,,,2.37,True,False,
1789630928.7042327,104,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:104,v2:104,True,True,True,majority,majority,True,partition,,,,2.21,True,False,
1789630928.706281,105,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:105,v2:105,True,True,True,majority,majority,True,partition,,,,2.05,True,False,
1789630928.708228,106,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:106,v2:106,True,True,True,majority,majority,True,partition,,,,1.94,True,False,
1789630928.7108238,107,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:107,v2:107,True,True,True,majority,majority,True,partition,,,,2.59,True,False,
1789630928.7128115,108,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:108,v2:108,True,True,True,majority,majority,True,partition,,,,1.99,True,False,
1789630928.714971,109,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:109,v2:109,True,True,True,majority,majority,True,partition,,,,2.16,True,False,
1789630928.7171037,110,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:110,v2:110,True,True,True,majority,majority,True,partition,,,,2.13,True,False,
1789630928.719462,111,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:111,v2:111,True,True,True,majority,majority,True,partition,,,,2.36,True,False,
1789630928.7214456,112,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:112,v2:112,True,True,True,majority,majority,True,partition,,,,1.98,True,False,
1789630928.723634,113,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:113,v2:113,True,True,True,majority,majority,True,partition,,,,2.19,True,False,
1789630928.726169,114,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:114,v2:114,True,True,True,majority,majority,True,partition,,,,2.53,True,False,
1789630928.7284696,115,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:115,v2:115,True,True,True,majority,majority,True,partition,,,,2.3,True,False,
1789630928.730411,116,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:116,v2:116,True,True,True,majority,majority,True,partition,,,,1.94,True,False,
1789630928.7325442,117,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:117,v2:117,True,True,True,majority,majority,True,partition,,,,2.13,True,False,
1789630928.7345402,118,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:118,v2:118,True,True,True,majority,majority,True,partition,,,,1.99,True,False,
1789630928.7369325,119,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:119,v2:119,True,True,True,majority,majority,True,partition,,,,2.39,True,False,
1789630928.7390592,120,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:120,v2:120,True,True,True,majority,majority,True,partition,,,,2.12,True,False,
1789630928.741077,121,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:121,v2:121,True,True,True,majority,majority,True,partition,,,,2.01,True,False,
1789630928.7432094,122,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:122,v2:122,True,True,True,majority,majority,True,partition,,,,2.13,True,False,
1789630928.7456753,123,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:123,v2:123,True,True,True,majority,majority,True,partition,,,,2.46,True,False,
1789630928.7474813,124,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:124,v2:124,True,True,True,majority,majority,True,partition,,,,1.8,True,False,
1789630928.7496274,125,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:125,v2:125,True,True,True,majority,majority,True,partition,,,,2.14,True,False,
1789630928.7515492,126,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:126,v2:126,True,True,True,majority,majority,True,partition,,,,1.92,True,False,
1789630928.7541785,127,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:127,v2:127,True,True,True,majority,majority,True,partition,,,,2.63,True,False,
1789630928.756145,128,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:128,v2:128,True,True,True,majority,majority,True,partition,,,,1.96,True,False,
1789630928.7581158,129,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:129,v2:129,True,True,True,majority,majority,True,partition,,,,1.97,True,False,
1789630928.7601964,130,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:130,v2:130,True,True,True,majority,majority,True,partition,,,,2.08,True,False,
1789630928.7624712,131,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:131,v2:131,True,True,True,majority,majority,True,partition,,,,2.27,True,False,
1789630928.7646046,132,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:132,v2:132,True,True,True,majority,majority,True,partition,,,,2.13,True,False,
1789630928.7678409,133,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:133,v2:133,True,True,True,majority,majority,True,partition,,,,3.23,True,False,
1789630928.7701514,134,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:134,v2:134,True,True,True,majority,majority,True,partition,,,,2.31,True,False,
1789630928.7728734,135,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:135,v2:135,True,True,True,majority,majority,True,partition,,,,2.72,True,False,
1789630928.775475,136,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:136,v2:136,True,True,True,majority,majority,True,partition,,,,2.6,True,False,
1789630928.7777596,137,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:137,v2:137,True,True,True,majority,majority,True,partition,,,,2.28,True,False,
1789630928.779995,138,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:138,v2:138,True,True,True,majority,majority,True,partition,,,,2.23,True,False,
1789630928.7827501,139,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:139,v2:139,True,True,True,majority,majority,True,partition,,,,2.75,True,False,
1789630928.7847877,140,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:140,v2:140,True,True,True,majority,majority,True,partition,,,,2.03,True,False,
1789630928.7867596,141,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:141,v2:141,True,True,True,majority,majority,True,partition,,,,1.97,True,False,
1789630928.7887125,142,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:142,v2:142,True,True,True,majority,majority,True,partition,,,,1.95,True,False,
1789630928.7908797,143,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:143,v2:143,True,True,True,majority,majority,True,partition,,,,2.16,True,False,
1789630928.792869,144,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:144,v2:144,True,True,True,majority,majority,True,partition,,,,1.99,True,False,
1789630928.7949324,145,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:145,v2:145,True,True,True,majority,majority,True,partition,,,,2.06,True,False,
1789630928.7970474,146,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:146,v2:146,True,True,True,majority,majority,True,partition,,,,2.11,True,False,
1789630928.7993953,147,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:147,v2:147,True,True,True,majority,majority,True,partition,,,,2.35,True,False,
1789630928.8012145,148,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:148,v2:148,True,True,True,majority,majority,True,partition,,,,1.82,True,False,
1789630928.8033319,149,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:149,v2:149,True,True,True,majority,majority,True,partition,,,,2.11,True,False,
1789630928.805359,150,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:150,v2:150,True,True,True,majority,majority,True,partition,,,,2.02,True,False,
1789630928.807592,151,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:151,v2:151,True,True,True,majority,majority,True,partition,,,,2.23,True,False,
1789630928.8097274,152,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:152,v2:152,True,True,True,majority,majority,True,partition,,,,2.13,True,False,
1789630928.8115637,153,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:153,v2:153,True,True,True,majority,majority,True,partition,,,,1.83,True,False,
1789630928.8138041,154,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:154,v2:154,True,True,True,majority,majority,True,partition,,,,2.24,True,False,
1789630928.8164213,155,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:155,v2:155,True,True,True,majority,majority,True,partition,,,,2.61,True,False,
1789630928.8185782,156,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:156,v2:156,True,True,True,majority,majority,True,partition,,,,2.15,True,False,
1789630928.820619,157,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:157,v2:157,True,True,True,majority,majority,True,partition,,,,2.04,True,False,
1789630928.822584,158,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:158,v2:158,True,True,True,majority,majority,True,partition,,,,1.96,True,False,
1789630928.8250318,159,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:159,v2:159,True,True,True,majority,majority,True,partition,,,,2.45,True,False,
1789630928.8272126,160,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:160,v2:160,True,True,True,majority,majority,True,partition,,,,2.18,True,False,
