timestamp,client_id,operation,requested_version,observed_version,read_concern,write_concern,scenario,latency_ms,success,violation
1788779290.2727067,client_A,WRITE_THEN_READ,150,150,local,1,normal,5.0,True,False
1788779290.2792442,client_A,WRITE_THEN_READ,151,151,local,1,normal,6.54,True,False
1788779290.2847013,client_A,WRITE_THEN_READ,152,152,local,1,normal,5.46,True,False
1788779290.2903333,client_A,WRITE_THEN_READ,153,153,local,1,normal,5.63,True,False
1788779290.29702,client_A,WRITE_THEN_READ,154,154,local,1,normal,6.69,True,False
1788779290.3024886,client_A,WRITE_THEN_READ,155,155,local,1,normal,5.47,True,False
1788779290.307797,client_A,WRITE_THEN_READ,156,156,local,1,normal,5.31,True,False
1788779290.3135567,client_A,WRITE_THEN_READ,157,157,local,1,normal,5.76,True,False
1788779290.3202245,client_A,WRITE_THEN_READ,158,158,local,1,normal,6.67,True,False
1788779290.3265831,client_A,WRITE_THEN_READ,159,159,local,1,normal,6.36,True,False
1788779290.3336494,client_A,WRITE_THEN_READ,160,160,local,1,normal,7.07,True,False
1788779290.3402767,client_A,WRITE_THEN_READ,161,161,local,1,normal,6.63,True,False
1788779290.3475149,client_A,WRITE_THEN_READ,162,162,local,1,normal,7.24,True,False
1788779290.3541937,client_A,WRITE_THEN_READ,163,163,local,1,normal,6.68,True,False
1788779290.3613,client_A,WRITE_THEN_READ,164,164,local,1,normal,7.11,True,False
1788779290.3676896,client_A,WRITE_THEN_READ,165,165,local,1,normal,6.39,True,False
1788779290.3742783,client_A,WRITE_THEN_READ,166,166,local,1,normal,6.59,True,False
1788779290.3812938,client_A,WRITE_THEN_READ,167,167,local,1,normal,7.02,True,False
1788779290.3883607,client_A,WRITE_THEN_READ,168,168,local,1,normal,7.07,True,False
1788779290.3947053,client_A,WRITE_THEN_READ,169,169,local,1,normal,6.34,True,False
1788779290.4005857,client_A,WRITE_THEN_READ,170,170,local,1,normal,5.88,True,False
1788779290.408598,client_A,WRITE_THEN_READ,171,171,local,1,normal,7.46,True,False
1788779290.415807,client_A,WRITE_THEN_READ,172,172,local,1,normal,7.21,True,False
1788779290.4228122,client_A,WRITE_THEN_READ,173,173,local,1,normal,7.01,True,False
1788779290.4294388,client_A,WRITE_THEN_READ,174,174,local,1,normal,6.63,True,False
1788779290.435482,client_A,WRITE_THEN_READ,175,175,local,1,normal,6.04,True,False
1788779290.441808,client_A,WRITE_THEN_READ,176,176,local,1,normal,6.33,True,False
1788779290.4473436,client_A,WRITE_THEN_READ,177,177,local,1,normal,5.54,True,False
1788779290.4531484,client_A,WRITE_THEN_READ,178,178,local,1,normal,5.8,True,False
1788779290.4595275,client_A,WRITE_THEN_READ,179,179,local,1,normal,6.38,True,False
1788779290.465714,client_A,WRITE_THEN_READ,180,180,local,1,normal,6.19,True,False
1788779290.4712381,client_A,WRITE_THEN_READ,181,181,local,1,normal,5.52,True,False
1788779290.4769762,client_A,WRITE_THEN_READ,182,182,local,1,normal,5.74,True,False
1788779290.4832058,client_A,WRITE_THEN_READ,183,183,local,1,normal,6.23,True,False
1788779290.4889789,client_A,WRITE_THEN_READ,184,184,local,1,normal,5.77,True,False
1788779290.4945683,client_A,WRITE_THEN_READ,185,185,local,1,normal,5.59,True,False
1788779290.5011554,client_A,WRITE_THEN_READ,186,186,local,1,normal,6.59,True,False
1788779290.507125,client_A,WRITE_THEN_READ,187,187,local,1,normal,5.97,True,False
1788779290.5130007,client_A,WRITE_THEN_READ,188,188,local,1,normal,5.88,True,False
1788779290.5188358,client_A,WRITE_THEN_READ,189,189,local,1,normal,5.84,True,False
1788779290.5245385,client_A,WRITE_THEN_READ,190,190,local,1,normal,5.7,True,False
1788779290.5306287,client_A,WRITE_THEN_READ,191,191,local,1,normal,6.09,True,False
1788779290.53606,client_A,WRITE_THEN_READ,192,192,local,1,normal,5.43,True,False
1788779290.5419269,client_A,WRITE_THEN_READ,193,193,local,1,normal,5.87,True,False
1788779290.5486522,client_A,WRITE_THEN_READ,194,194,local,1,normal,6.1,True,False
1788779290.554906,client_A,WRITE_THEN_READ,195,194,local,1,normal,6.25,True,True
1788779290.5608857,client_A,WRITE_THEN_READ,196,196,local,1,normal,5.98,True,False
1788779290.566845,client_A,WRITE_THEN_READ,197,197,local,1,normal,5.96,True,False
1788779290.5739677,client_A,WRITE_THEN_READ,198,198,local,1,normal,7.12,True,False
1788779290.580945,client_A,WRITE_THEN_READ,199,199,local,1,normal,6.98,True,False
1788779290.589017,client_A,WRITE_THEN_READ,200,200,local,1,normal,8.07,True,False
1788779290.5952992,client_A,WRITE_THEN_READ,201,201,local,1,normal,6.28,True,False
1788779290.6017947,client_A,WRITE_THEN_READ,202,202,local,1,normal,6.5,True,False
1788779290.6077914,client_A,WRITE_THEN_READ,203,203,local,1,normal,6.0,True,False
1788779290.6148338,client_A,WRITE_THEN_READ,204,204,local,1,normal,7.04,True,False
1788779290.6204944,client_A,WRITE_THEN_READ,205,205,local,1,normal,5.66,True,False
1788779290.626323,client_A,WRITE_THEN_READ,206,206,local,1,normal,5.83,True,False
1788779290.6324852,client_A,WRITE_THEN_READ,207,207,local,1,normal,6.16,True,False
1788779290.6379638,client_A,WRITE_THEN_READ,208,208,local,1,normal,5.48,True,False
1788779290.6436439,client_A,WRITE_THEN_READ,209,209,local,1,normal,5.68,True,False
1788779290.6499863,client_A,WRITE_THEN_READ,210,210,local,1,normal,6.34,True,False
1788779290.6562169,client_A,WRITE_THEN_READ,211,211,local,1,normal,6.23,True,False
1788779290.6616373,client_A,WRITE_THEN_READ,212,212,local,1,normal,5.42,True,False
1788779290.6671526,client_A,WRITE_THEN_READ,213,213,local,1,normal,5.52,True,False
1788779290.6728227,client_A,WRITE_THEN_READ,214,214,local,1,normal,5.67,True,False
1788779290.6781824,client_A,WRITE_THEN_READ,215,215,local,1,normal,5.36,True,False
1788779290.6842186,client_A,WRITE_THEN_READ,216,216,local,1,normal,6.04,True,False
1788779290.6896372,client_A,WRITE_THEN_READ,217,217,local,1,normal,5.42,True,False
1788779290.6958935,client_A,WRITE_THEN_READ,218,218,local,1,normal,6.26,True,False
1788779290.7014906,client_A,WRITE_THEN_READ,219,219,local,1,normal,5.6,True,False
1788779290.7070909,client_A,WRITE_THEN_READ,220,220,local,1,normal,5.6,True,False
1788779290.713049,client_A,WRITE_THEN_READ,221,221,local,1,normal,5.96,True,False
1788779290.7194698,client_A,WRITE_THEN_READ,222,222,local,1,normal,6.42,True,False
1788779290.7267497,client_A,WRITE_THEN_READ,223,223,local,1,normal,7.28,True,False
1788779290.7346687,client_A,WRITE_THEN_READ,224,224,local,1,normal,7.92,True,False
1788779290.7411149,client_A,WRITE_THEN_READ,225,225,local,1,normal,6.45,True,False
1788779290.7473664,client_A,WRITE_THEN_READ,226,226,local,1,normal,6.25,True,False
1788779290.754045,client_A,WRITE_THEN_READ,227,227,local,1,normal,6.68,True,False
1788779290.761009,client_A,WRITE_THEN_READ,228,228,local,1,normal,6.96,True,False
1788779290.7679956,client_A,WRITE_THEN_READ,229,229,local,1,normal,6.99,True,False
1788779290.7747345,client_A,WRITE_THEN_READ,230,230,local,1,normal,6.74,True,False
1788779290.7815547,client_A,WRITE_THEN_READ,231,231,local,1,normal,6.82,True,False
1788779290.7877173,client_A,WRITE_THEN_READ,232,232,local,1,normal,6.16,True,False
1788779290.7937813,client_A,WRITE_THEN_READ,233,233,local,1,normal,6.06,True,False
1788779290.799818,client_A,WRITE_THEN_READ,234,234,local,1,normal,6.04,True,False
1788779290.8061454,client_A,WRITE_THEN_READ,235,235,local,1,normal,6.33,True,False
1788779290.8122802,client_A,WRITE_THEN_READ,236,236,local,1,normal,6.13,True,False
1788779290.8194215,client_A,WRITE_THEN_READ,237,237,local,1,normal,7.14,True,False
1788779290.825411,client_A,WRITE_THEN_READ,238,238,local,1,normal,5.99,True,False
1788779290.832044,client_A,WRITE_THEN_READ,239,239,local,1,normal,6.63,True,False
1788779290.8384552,client_A,WRITE_THEN_READ,240,240,local,1,normal,6.41,True,False
1788779290.8450713,client_A,WRITE_THEN_READ,241,241,local,1,normal,6.62,True,False
1788779290.8525395,client_A,WRITE_THEN_READ,242,242,local,1,normal,7.47,True,False
1788779290.8594735,client_A,WRITE_THEN_READ,243,243,local,1,normal,6.93,True,False
1788779290.8675852,client_A,WRITE_THEN_READ,244,244,local,1,normal,8.11,True,False
1788779290.8750196,client_A,WRITE_THEN_READ,245,245,local,1,normal,7.43,True,False
1788779290.8816962,client_A,WRITE_THEN_READ,246,246,local,1,normal,6.68,True,False
1788779290.8871663,client_A,WRITE_THEN_READ,247,247,local,1,normal,5.47,True,False
1788779290.8934045,client_A,WRITE_THEN_READ,248,248,local,1,normal,6.24,True,False
1788779290.8989997,client_A,WRITE_THEN_READ,249,249,local,1,normal,5.6,True,False
1788779290.9039044,client_A,WRITE_THEN_READ,250,250,local,1,normal,4.9,True,False
1788779290.9095528,client_A,WRITE_THEN_READ,251,251,local,1,normal,5.65,True,False
1788779290.9161777,client_A,WRITE_THEN_READ,252,252,local,1,normal,6.62,True,False
1788779290.9223838,client_A,WRITE_THEN_READ,253,253,local,1,normal,6.21,True,False
1788779290.9274387,client_A,WRITE_THEN_READ,254,254,local,1,normal,5.05,True,False
1788779290.9330397,client_A,WRITE_THEN_READ,255,255,local,1,normal,5.6,True,False
1788779290.9383461,client_A,WRITE_THEN_READ,256,256,local,1,normal,5.31,True,False
1788779290.9444802,client_A,WRITE_THEN_READ,257,257,local,1,normal,6.13,True,False
1788779290.9501498,client_A,WRITE_THEN_READ,258,258,local,1,normal,5.67,True,False
1788779290.9554496,client_A,WRITE_THEN_READ,259,259,local,1,normal,5.3,True,False
1788779290.9610772,client_A,WRITE_THEN_READ,260,260,local,1,normal,5.63,True,False
1788779290.9674945,client_A,WRITE_THEN_READ,261,261,local,1,normal,6.42,True,False
1788779290.9731207,client_A,WRITE_THEN_READ,262,262,local,1,normal,5.63,True,False
1788779290.97957,client_A,WRITE_THEN_READ,263,263,local,1,normal,6.45,True,False
1788779290.9850545,client_A,WRITE_THEN_READ,264,264,local,1,normal,5.48,True,False
1788779290.9907236,client_A,WRITE_THEN_READ,265,265,local,1,normal,5.67,True,False
1788779290.996899,client_A,WRITE_THEN_READ,266,266,local,1,normal,6.18,True,False
1788779291.0018446,client_A,WRITE_THEN_READ,267,267,local,1,normal,4.95,True,False
1788779291.0072222,client_A,WRITE_THEN_READ,268,268,local,1,normal,5.38,True,False
1788779291.0122023,client_A,WRITE_THEN_READ,269,269,local,1,normal,4.98,True,False
1788779291.0183117,client_A,WRITE_THEN_READ,270,270,local,1,normal,6.11,True,False
1788779291.0244198,client_A,WRITE_THEN_READ,271,271,local,1,normal,6.11,True,False
1788779291.0302904,client_A,WRITE_THEN_READ,272,272,local,1,normal,5.87,True,False
1788779291.0350828,client_A,WRITE_THEN_READ,273,273,local,1,normal,4.79,True,False
1788779291.040629,client_A,WRITE_THEN_READ,274,274,local,1,normal,5.55,True,False
1788779291.046234,client_A,WRITE_THEN_READ,275,275,local,1,normal,5.6,True,False
1788779291.0521052,client_A,WRITE_THEN_READ,276,276,local,1,normal,5.87,True,False
1788779291.0570369,client_A,WRITE_THEN_READ,277,277,local,1,normal,4.93,True,False
1788779291.0634243,client_A,WRITE_THEN_READ,278,278,local,1,normal,6.39,True,False
1788779291.0706358,client_A,WRITE_THEN_READ,279,279,local,1,normal,7.21,True,False
1788779291.0769336,client_A,WRITE_THEN_READ,280,280,local,1,normal,6.3,True,False
1788779291.082449,client_A,WRITE_THEN_READ,281,281,local,1,normal,5.52,True,False
1788779291.0883222,client_A,WRITE_THEN_READ,282,282,local,1,normal,5.87,True,False
1788779291.0950625,client_A,WRITE_THEN_READ,283,283,local,1,normal,6.74,True,False
1788779291.1019578,client_A,WRITE_THEN_READ,284,284,local,1,normal,6.9,True,False
1788779291.107734,client_A,WRITE_THEN_READ,285,285,local,1,normal,5.78,True,False
1788779291.113335,client_A,WRITE_THEN_READ,286,286,local,1,normal,5.6,True,False
1788779291.1199088,client_A,WRITE_THEN_READ,287,287,local,1,normal,5.96,True,False
1788779291.1254265,client_A,WRITE_THEN_READ,288,288,local,1,normal,5.52,True,False
1788779291.1315358,client_A,WRITE_THEN_READ,289,289,local,1,normal,6.11,True,False
1788779291.1374075,client_A,WRITE_THEN_READ,290,290,local,1,normal,5.87,True,False
1788779291.1453722,client_A,WRITE_THEN_READ,291,291,local,1,normal,7.96,True,False
1788779291.1516304,client_A,WRITE_THEN_READ,292,292,local,1,normal,6.26,True,False
1788779291.15804,client_A,WRITE_THEN_READ,293,293,local,1,normal,6.41,True,False
1788779291.1637359,client_A,WRITE_THEN_READ,294,294,local,1,normal,5.7,True,False
1788779291.1689591,client_A,WRITE_THEN_READ,295,295,local,1,normal,5.22,True,False
1788779291.1742313,client_A,WRITE_THEN_READ,296,296,local,1,normal,5.27,True,False
1788779291.1804938,client_A,WRITE_THEN_READ,297,297,local,1,normal,6.26,True,False
1788779291.1870975,client_A,WRITE_THEN_READ,298,298,local,1,normal,6.6,True,False
1788779291.1924894,client_A,WRITE_THEN_READ,299,299,local,1,normal,5.39,True,False
1788779291.1980329,client_A,WRITE_THEN_READ,300,300,local,1,normal,5.54,True,False
1788779291.203101,client_A,WRITE_THEN_READ,301,301,local,1,normal,5.07,True,False
1788779291.2082744,client_A,WRITE_THEN_READ,302,302,local,1,normal,5.17,True,False
1788779291.213832,client_A,WRITE_THEN_READ,303,303,local,1,normal,5.56,True,False
1788779291.2193434,client_A,WRITE_THEN_READ,304,304,local,1,normal,5.51,True,False
1788779291.2256103,client_A,WRITE_THEN_READ,305,305,local,1,normal,6.27,True,False
1788779291.230863,client_A,WRITE_THEN_READ,306,306,local,1,normal,5.25,True,False
1788779291.2363806,client_A,WRITE_THEN_READ,307,307,local,1,normal,5.52,True,False
1788779291.2416885,client_A,WRITE_THEN_READ,308,308,local,1,normal,5.31,True,False
1788779291.2477305,client_A,WRITE_THEN_READ,309,309,local,1,normal,6.04,True,False
1788779291.254144,client_A,WRITE_THEN_READ,310,310,local,1,normal,6.41,True,False
1788779291.2592716,client_A,WRITE_THEN_READ,311,311,local,1,normal,5.13,True,False
1788779291.2662182,client_A,WRITE_THEN_READ,312,311,local,1,normal,6.95,True,True
1788779291.2715836,client_A,WRITE_THEN_READ,313,313,local,1,normal,5.37,True,False
1788779291.277781,client_A,WRITE_THEN_READ,314,314,local,1,normal,6.2,True,False
1788779291.2833567,client_A,WRITE_THEN_READ,315,315,local,1,normal,5.58,True,False
1788779291.2891748,client_A,WRITE_THEN_READ,316,316,local,1,normal,5.82,True,False
1788779291.2953231,client_A,WRITE_THEN_READ,317,317,local,1,normal,6.15,True,False
