timestamp,iteration,client_id,operation,target,prerequisite_id,dependent_id,client_b_read_v1,v1_visible_on_observer,v2_visible_on_observer,observer_check_order,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
1789719131.3369422,14,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:14,v2:14,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.98,True,False,
1789719131.36664,15,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:15,v2:15,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.69,True,False,
1789719131.3889751,16,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:16,v2:16,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.32,True,False,
1789719131.415236,17,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:17,v2:17,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.25,True,False,
1789719131.437935,18,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:18,v2:18,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.69,True,False,
1789719131.4608011,19,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:19,v2:19,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.86,True,False,
1789719131.49193,20,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:20,v2:20,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,31.12,True,False,
1789719131.5139132,21,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:21,v2:21,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.97,True,False,
1789719131.5400581,22,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:22,v2:22,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.13,True,False,
1789719131.563067,23,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:23,v2:23,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.0,True,False,
1789719131.585929,24,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:24,v2:24,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.85,True,False,
1789719131.6142368,25,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:25,v2:25,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,28.3,True,False,
1789719131.6368651,26,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:26,v2:26,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.61,True,False,
1789719131.66391,27,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:27,v2:27,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.03,True,False,
1789719131.687233,28,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:28,v2:28,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.31,True,False,
1789719131.7139661,29,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:29,v2:29,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.73,True,False,
1789719131.737071,30,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:30,v2:30,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.09,True,False,
1789719131.76622,31,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:31,v2:31,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.14,True,False,
1789719131.790421,32,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:32,v2:32,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.19,True,False,
1789719131.824254,33,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:33,v2:33,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,33.82,True,False,
1789719131.846133,34,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:34,v2:34,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.86,True,False,
1789719131.8702111,35,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:35,v2:35,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.07,True,False,
1789719131.901461,36,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:36,v2:36,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,31.24,True,False,
1789719131.929335,37,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:37,v2:37,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.86,True,False,
1789719131.947126,38,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:38,v2:38,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,17.77,True,False,
1789719131.97224,39,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:39,v2:39,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.07,True,False,
1789719131.994508,40,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:40,v2:40,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.26,True,False,
1789719132.015191,41,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:41,v2:41,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,20.67,True,False,
1789719132.044099,42,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:42,v2:42,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,28.9,True,False,
1789719132.073199,43,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:43,v2:43,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.09,True,False,
1789719132.0937731,44,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:44,v2:44,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,20.56,True,False,
1789719132.124542,45,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:45,v2:45,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,30.76,True,False,
1789719132.154481,46,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:46,v2:46,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.92,True,False,
1789719132.179043,47,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:47,v2:47,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.55,True,False,
1789719132.205512,48,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:48,v2:48,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.46,True,False,
1789719132.23332,49,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:49,v2:49,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.79,True,False,
1789719132.25709,50,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:50,v2:50,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.76,True,False,
1789719132.28622,51,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:51,v2:51,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.12,True,False,
1789719132.30778,52,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:52,v2:52,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.55,True,False,
1789719132.333596,53,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:53,v2:53,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.8,True,False,
1789719132.356294,54,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:54,v2:54,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.68,True,False,
1789719132.383395,55,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:55,v2:55,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.09,True,False,
1789719132.407184,56,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:56,v2:56,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.77,True,False,
1789719132.4299479,57,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:57,v2:57,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.75,True,False,
1789719132.4539142,58,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:58,v2:58,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.95,True,False,
1789719132.485039,59,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:59,v2:59,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,31.11,True,False,
1789719132.506401,60,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:60,v2:60,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.35,True,False,
1789719132.5312011,61,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:61,v2:61,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.78,True,False,
1789719132.553016,62,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:62,v2:62,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.8,True,False,
1789719132.578696,63,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:63,v2:63,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.67,True,False,
1789719132.597137,64,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:64,v2:64,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,18.43,True,False,
1789719132.619257,65,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:65,v2:65,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.11,True,False,
1789719132.642449,66,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:66,v2:66,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.18,True,False,
1789719132.665152,67,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:67,v2:67,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.69,True,False,
1789719132.682954,68,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:68,v2:68,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,17.78,True,False,
1789719132.707299,69,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:69,v2:69,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.34,True,False,
1789719132.729279,70,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:70,v2:70,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.97,True,False,
1789719132.750873,71,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:71,v2:71,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.58,True,False,
1789719132.7781491,72,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:72,v2:72,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.27,True,False,
1789719132.802969,73,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:73,v2:73,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.81,True,False,
1789719132.826159,74,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:74,v2:74,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.18,True,False,
1789719132.8508391,75,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:75,v2:75,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.67,True,False,
1789719132.866556,76,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:76,v2:76,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,15.7,True,False,
1789719132.8908281,77,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:77,v2:77,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.26,True,False,
1789719132.9132822,78,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:78,v2:78,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.44,True,False,
1789719132.938646,79,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:79,v2:79,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.35,True,False,
1789719132.964656,80,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:80,v2:80,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.0,True,False,
1789719132.989453,81,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:81,v2:81,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.78,True,False,
1789719133.0196302,82,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:82,v2:82,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,30.16,True,False,
1789719133.0434802,83,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:83,v2:83,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.83,True,False,
1789719133.071242,84,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:84,v2:84,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.75,True,False,
1789719133.099589,85,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:85,v2:85,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,28.34,True,False,
1789719133.1242409,86,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:86,v2:86,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.64,True,False,
1789719133.149322,87,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:87,v2:87,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.07,True,False,
1789719133.179265,88,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:88,v2:88,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.93,True,False,
1789719133.20138,89,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:89,v2:89,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.1,True,False,
1789719133.226756,90,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:90,v2:90,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.36,True,False,
1789719133.249148,91,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:91,v2:91,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.38,True,False,
1789719133.273279,92,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:92,v2:92,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.12,True,False,
1789719133.297021,93,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:93,v2:93,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.73,True,False,
1789719133.3256488,94,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:94,v2:94,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,28.61,True,False,
1789719133.346686,95,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:95,v2:95,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.01,True,False,
1789719133.372205,96,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:96,v2:96,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.5,True,False,
1789719133.399979,97,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:97,v2:97,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.76,True,False,
1789719133.42308,98,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:98,v2:98,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.09,True,False,
1789719133.452157,99,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:99,v2:99,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.06,True,False,
1789719133.473175,100,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:100,v2:100,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.0,True,False,
1789719133.493197,101,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:101,v2:101,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,20.01,True,False,
1789719133.5173042,102,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:102,v2:102,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.09,True,False,
1789719133.541457,103,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:103,v2:103,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.13,True,False,
1789719133.560778,104,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:104,v2:104,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,19.31,True,False,
1789719133.5819032,105,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:105,v2:105,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.12,True,False,
1789719133.606803,106,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:106,v2:106,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.89,True,False,
1789719133.630632,107,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:107,v2:107,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.82,True,False,
1789719133.6500008,108,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:108,v2:108,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,19.36,True,False,
1789719133.6768482,109,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:109,v2:109,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.84,True,False,
1789719133.707814,110,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:110,v2:110,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,30.95,True,False,
1789719133.728746,111,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:111,v2:111,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,20.92,True,False,
1789719133.75172,112,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:112,v2:112,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.96,True,False,
1789719133.7767391,113,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:113,v2:113,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.01,True,False,
1789719133.7968562,114,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:114,v2:114,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,20.11,True,False,
1789719133.8221672,115,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:115,v2:115,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,25.3,True,False,
1789719133.843668,116,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:116,v2:116,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.49,True,False,
1789719133.873065,117,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:117,v2:117,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,29.39,True,False,
1789719133.892852,118,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:118,v2:118,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,19.77,True,False,
1789719133.919859,119,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:119,v2:119,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.0,True,False,
1789719133.958524,120,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:120,v2:120,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,38.65,True,False,
1789719133.985441,121,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:121,v2:121,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.86,True,False,
1789719134.0090702,122,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:122,v2:122,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,23.62,True,False,
1789719134.036043,123,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:123,v2:123,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.96,True,False,
1789719134.062349,124,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:124,v2:124,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.3,True,False,
1789719134.089489,125,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:125,v2:125,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.12,True,False,
1789719134.1118689,126,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:126,v2:126,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,22.36,True,False,
1789719134.136194,127,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:127,v2:127,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.31,True,False,
1789719134.163012,128,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:128,v2:128,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,26.81,True,False,
1789719134.187954,129,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:129,v2:129,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.93,True,False,
1789719134.2150311,130,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:130,v2:130,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.06,True,False,
1789719134.242624,131,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:131,v2:131,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,27.58,True,False,
1789719134.263938,132,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:132,v2:132,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.29,True,False,
1789719134.299414,133,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:133,v2:133,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,35.46,True,False,
1789719134.319798,134,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:134,v2:134,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,20.37,True,False,
1789719134.343859,135,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:135,v2:135,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,24.05,True,False,
1789719134.3638332,136,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:136,v2:136,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,19.96,True,False,
1789719134.382199,137,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:137,v2:137,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,18.36,True,False,
1789719134.403973,138,client_wfr,READ_V1_WRITE_V2_READ_SECONDARY,session_secondary,v1:138,v2:138,True,True,True,dependent_then_prerequisite,majority,majority,True,normal_codexrun,21.76,True,False,
