iteration,timestamp,client_id,operation,phase,scenario,partitioned_node,requested_version,observed_version,read_concern,write_concern,causal_session,latency_ms,success,violation,error
59,1789629766.2694287,client_A,WRITE_THEN_READ,normal,partition,,59,59,local,1,False,0.78,True,False,
60,1789629766.2699523,client_A,WRITE_THEN_READ,normal,partition,,60,60,local,1,False,0.52,True,False,
61,1789629766.270792,client_A,WRITE_THEN_READ,normal,partition,,61,61,local,1,False,0.84,True,False,
62,1789629766.2718728,client_A,WRITE_THEN_READ,normal,partition,,62,62,local,1,False,1.08,True,False,
63,1789629766.272355,client_A,WRITE_THEN_READ,normal,partition,,63,62,local,1,False,0.48,True,True,
64,1789629766.2729104,client_A,WRITE_THEN_READ,normal,partition,,64,63,local,1,False,0.55,True,True,
65,1789629766.2736425,client_A,WRITE_THEN_READ,normal,partition,,65,65,local,1,False,0.73,True,False,
66,1789629766.2741475,client_A,WRITE_THEN_READ,normal,partition,,66,65,local,1,False,0.5,True,True,
67,1789629766.2745705,client_A,WRITE_THEN_READ,normal,partition,,67,66,local,1,False,0.42,True,True,
68,1789629766.2750921,client_A,WRITE_THEN_READ,normal,partition,,68,67,local,1,False,0.52,True,True,
69,1789629766.2754874,client_A,WRITE_THEN_READ,normal,partition,,69,68,local,1,False,0.39,True,True,
70,1789629766.2761714,client_A,WRITE_THEN_READ,normal,partition,,70,69,local,1,False,0.68,True,True,
71,1789629766.2767072,client_A,WRITE_THEN_READ,normal,partition,,71,70,local,1,False,0.53,True,True,
72,1789629766.2772758,client_A,WRITE_THEN_READ,normal,partition,,72,71,local,1,False,0.57,True,True,
73,1789629766.2777462,client_A,WRITE_THEN_READ,normal,partition,,73,72,local,1,False,0.47,True,True,
74,1789629766.278205,client_A,WRITE_THEN_READ,normal,partition,,74,72,local,1,False,0.46,True,True,
75,1789629766.2787156,client_A,WRITE_THEN_READ,normal,partition,,75,74,local,1,False,0.45,True,True,
76,1789629766.2791321,client_A,WRITE_THEN_READ,normal,partition,,76,75,local,1,False,0.41,True,True,
77,1789629766.2795112,client_A,WRITE_THEN_READ,normal,partition,,77,76,local,1,False,0.38,True,True,
78,1789629766.28,client_A,WRITE_THEN_READ,normal,partition,,78,77,local,1,False,0.49,True,True,
79,1789629766.280527,client_A,WRITE_THEN_READ,normal,partition,,79,78,local,1,False,0.52,True,True,
80,1789629766.2810202,client_A,WRITE_THEN_READ,normal,partition,,80,79,local,1,False,0.49,True,True,
81,1789629766.2814097,client_A,WRITE_THEN_READ,normal,partition,,81,79,local,1,False,0.39,True,True,
82,1789629766.2820046,client_A,WRITE_THEN_READ,normal,partition,,82,81,local,1,False,0.59,True,True,
83,1789629766.282431,client_A,WRITE_THEN_READ,normal,partition,,83,81,local,1,False,0.42,True,True,
84,1789629766.2828157,client_A,WRITE_THEN_READ,normal,partition,,84,81,local,1,False,0.38,True,True,
85,1789629766.2832391,client_A,WRITE_THEN_READ,normal,partition,,85,81,local,1,False,0.42,True,True,
86,1789629766.2836468,client_A,WRITE_THEN_READ,normal,partition,,86,84,local,1,False,0.41,True,True,
87,1789629766.2839844,client_A,WRITE_THEN_READ,normal,partition,,87,86,local,1,False,0.34,True,True,
88,1789629766.2843976,client_A,WRITE_THEN_READ,normal,partition,,88,88,local,1,False,0.41,True,False,
89,1789629766.2848315,client_A,WRITE_THEN_READ,normal,partition,,89,88,local,1,False,0.43,True,True,
90,1789629766.2853138,client_A,WRITE_THEN_READ,normal,partition,,90,88,local,1,False,0.48,True,True,
91,1789629766.285775,client_A,WRITE_THEN_READ,normal,partition,,91,88,local,1,False,0.46,True,True,
92,1789629766.2863755,client_A,WRITE_THEN_READ,normal,partition,,92,91,local,1,False,0.6,True,True,
93,1789629766.287012,client_A,WRITE_THEN_READ,normal,partition,,93,92,local,1,False,0.63,True,True,
94,1789629766.2875433,client_A,WRITE_THEN_READ,normal,partition,,94,93,local,1,False,0.53,True,True,
95,1789629766.2880406,client_A,WRITE_THEN_READ,normal,partition,,95,94,local,1,False,0.5,True,True,
96,1789629766.2885911,client_A,WRITE_THEN_READ,normal,partition,,96,95,local,1,False,0.55,True,True,
97,1789629766.2890859,client_A,WRITE_THEN_READ,normal,partition,,97,96,local,1,False,0.49,True,True,
98,1789629766.2895894,client_A,WRITE_THEN_READ,normal,partition,,98,97,local,1,False,0.5,True,True,
99,1789629766.2901282,client_A,WRITE_THEN_READ,normal,partition,,99,97,local,1,False,0.54,True,True,
100,1789629766.2906375,client_A,WRITE_THEN_READ,normal,partition,,100,99,local,1,False,0.51,True,True,
101,1789629766.2910876,client_A,WRITE_THEN_READ,normal,partition,,101,99,local,1,False,0.43,True,True,
102,1789629766.2916646,client_A,WRITE_THEN_READ,normal,partition,,102,101,local,1,False,0.58,True,True,
103,1789629766.2921228,client_A,WRITE_THEN_READ,normal,partition,,103,101,local,1,False,0.46,True,True,
104,1789629766.2927709,client_A,WRITE_THEN_READ,normal,partition,,104,103,local,1,False,0.65,True,True,
105,1789629766.2932944,client_A,WRITE_THEN_READ,normal,partition,,105,103,local,1,False,0.52,True,True,
106,1789629766.2939348,client_A,WRITE_THEN_READ,normal,partition,,106,106,local,1,False,0.64,True,False,
107,1789629766.2944114,client_A,WRITE_THEN_READ,normal,partition,,107,106,local,1,False,0.47,True,True,
108,1789629766.2948267,client_A,WRITE_THEN_READ,normal,partition,,108,106,local,1,False,0.41,True,True,
109,1789629766.2952914,client_A,WRITE_THEN_READ,normal,partition,,109,108,local,1,False,0.46,True,True,
110,1789629766.2957327,client_A,WRITE_THEN_READ,normal,partition,,110,108,local,1,False,0.44,True,True,
111,1789629766.2963405,client_A,WRITE_THEN_READ,normal,partition,,111,110,local,1,False,0.61,True,True,
112,1789629766.2967038,client_A,WRITE_THEN_READ,normal,partition,,112,111,local,1,False,0.36,True,True,
113,1789629766.297186,client_A,WRITE_THEN_READ,normal,partition,,113,112,local,1,False,0.48,True,True,
114,1789629766.2976441,client_A,WRITE_THEN_READ,normal,partition,,114,113,local,1,False,0.46,True,True,
115,1789629766.2982311,client_A,WRITE_THEN_READ,normal,partition,,115,114,local,1,False,0.59,True,True,
116,1789629766.2987509,client_A,WRITE_THEN_READ,normal,partition,,116,115,local,1,False,0.52,True,True,
117,1789629766.2991703,client_A,WRITE_THEN_READ,normal,partition,,117,116,local,1,False,0.42,True,True,
118,1789629766.2997506,client_A,WRITE_THEN_READ,normal,partition,,118,117,local,1,False,0.58,True,True,
119,1789629766.3002136,client_A,WRITE_THEN_READ,normal,partition,,119,118,local,1,False,0.46,True,True,
120,1789629766.3007138,client_A,WRITE_THEN_READ,normal,partition,,120,119,local,1,False,0.5,True,True,
121,1789629766.3013048,client_A,WRITE_THEN_READ,normal,partition,,121,120,local,1,False,0.59,True,True,
122,1789629766.3017344,client_A,WRITE_THEN_READ,normal,partition,,122,121,local,1,False,0.43,True,True,
123,1789629766.3023558,client_A,WRITE_THEN_READ,normal,partition,,123,123,local,1,False,0.62,True,False,
124,1789629766.3027031,client_A,WRITE_THEN_READ,normal,partition,,124,123,local,1,False,0.35,True,True,
125,1789629766.3031633,client_A,WRITE_THEN_READ,normal,partition,,125,124,local,1,False,0.46,True,True,
126,1789629766.3036473,client_A,WRITE_THEN_READ,normal,partition,,126,125,local,1,False,0.48,True,True,
127,1789629766.30413,client_A,WRITE_THEN_READ,normal,partition,,127,126,local,1,False,0.48,True,True,
128,1789629766.3046072,client_A,WRITE_THEN_READ,normal,partition,,128,127,local,1,False,0.48,True,True,
129,1789629766.3052065,client_A,WRITE_THEN_READ,normal,partition,,129,128,local,1,False,0.6,True,True,
130,1789629766.3056734,client_A,WRITE_THEN_READ,normal,partition,,130,129,local,1,False,0.46,True,True,
131,1789629766.3062427,client_A,WRITE_THEN_READ,normal,partition,,131,130,local,1,False,0.57,True,True,
132,1789629766.306755,client_A,WRITE_THEN_READ,normal,partition,,132,131,local,1,False,0.51,True,True,
133,1789629766.307164,client_A,WRITE_THEN_READ,normal,partition,,133,132,local,1,False,0.41,True,True,
134,1789629766.3076074,client_A,WRITE_THEN_READ,normal,partition,,134,133,local,1,False,0.44,True,True,
135,1789629766.308056,client_A,WRITE_THEN_READ,normal,partition,,135,134,local,1,False,0.45,True,True,
136,1789629766.3085482,client_A,WRITE_THEN_READ,normal,partition,,136,135,local,1,False,0.49,True,True,
137,1789629766.3090668,client_A,WRITE_THEN_READ,normal,partition,,137,136,local,1,False,0.52,True,True,
138,1789629766.309574,client_A,WRITE_THEN_READ,normal,partition,,138,137,local,1,False,0.51,True,True,
139,1789629766.3100336,client_A,WRITE_THEN_READ,normal,partition,,139,138,local,1,False,0.46,True,True,
140,1789629766.3105805,client_A,WRITE_THEN_READ,normal,partition,,140,139,local,1,False,0.55,True,True,
141,1789629766.311118,client_A,WRITE_THEN_READ,normal,partition,,141,140,local,1,False,0.54,True,True,
142,1789629766.3115134,client_A,WRITE_THEN_READ,normal,partition,,142,141,local,1,False,0.39,True,True,
143,1789629766.3118832,client_A,WRITE_THEN_READ,normal,partition,,143,141,local,1,False,0.37,True,True,
144,1789629766.3122747,client_A,WRITE_THEN_READ,normal,partition,,144,141,local,1,False,0.39,True,True,
145,1789629766.312915,client_A,WRITE_THEN_READ,normal,partition,,145,141,local,1,False,0.64,True,True,
146,1789629766.3132918,client_A,WRITE_THEN_READ,normal,partition,,146,145,local,1,False,0.37,True,True,
147,1789629766.3136976,client_A,WRITE_THEN_READ,normal,partition,,147,145,local,1,False,0.4,True,True,
148,1789629766.31423,client_A,WRITE_THEN_READ,normal,partition,,148,147,local,1,False,0.53,True,True,
149,1789629766.3146741,client_A,WRITE_THEN_READ,normal,partition,,149,148,local,1,False,0.44,True,True,
150,1789629766.315174,client_A,WRITE_THEN_READ,normal,partition,,150,148,local,1,False,0.5,True,True,
151,1789629766.315663,client_A,WRITE_THEN_READ,normal,partition,,151,150,local,1,False,0.49,True,True,
152,1789629766.3161094,client_A,WRITE_THEN_READ,normal,partition,,152,151,local,1,False,0.44,True,True,
153,1789629766.3166,client_A,WRITE_THEN_READ,normal,partition,,153,153,local,1,False,0.49,True,False,
154,1789629766.3170538,client_A,WRITE_THEN_READ,normal,partition,,154,152,local,1,False,0.45,True,True,
155,1789629766.3175385,client_A,WRITE_THEN_READ,normal,partition,,155,152,local,1,False,0.48,True,True,
156,1789629766.3179305,client_A,WRITE_THEN_READ,normal,partition,,156,155,local,1,False,0.39,True,True,
157,1789629766.3184395,client_A,WRITE_THEN_READ,normal,partition,,157,156,local,1,False,0.51,True,True,
158,1789629766.318886,client_A,WRITE_THEN_READ,normal,partition,,158,157,local,1,False,0.44,True,True,
159,1789629766.3194728,client_A,WRITE_THEN_READ,normal,partition,,159,159,local,1,False,0.58,True,False,
160,1789629766.3199854,client_A,WRITE_THEN_READ,normal,partition,,160,159,local,1,False,0.51,True,True,
161,1789629766.320476,client_A,WRITE_THEN_READ,normal,partition,,161,160,local,1,False,0.49,True,True,
162,1789629766.321092,client_A,WRITE_THEN_READ,normal,partition,,162,161,local,1,False,0.61,True,True,
163,1789629766.3215158,client_A,WRITE_THEN_READ,normal,partition,,163,162,local,1,False,0.42,True,True,
164,1789629766.3221354,client_A,WRITE_THEN_READ,normal,partition,,164,163,local,1,False,0.62,True,True,
165,1789629766.3225746,client_A,WRITE_THEN_READ,normal,partition,,165,164,local,1,False,0.44,True,True,
166,1789629766.3231614,client_A,WRITE_THEN_READ,normal,partition,,166,165,local,1,False,0.59,True,True,
167,1789629766.3238592,client_A,WRITE_THEN_READ,normal,partition,,167,167,local,1,False,0.7,True,False,
168,1789629766.3243155,client_A,WRITE_THEN_READ,normal,partition,,168,167,local,1,False,0.45,True,True,
169,1789629766.3247485,client_A,WRITE_THEN_READ,normal,partition,,169,168,local,1,False,0.43,True,True,
170,1789629766.3253555,client_A,WRITE_THEN_READ,normal,partition,,170,169,local,1,False,0.6,True,True,
171,1789629766.3256862,client_A,WRITE_THEN_READ,normal,partition,,171,170,local,1,False,0.33,True,True,
172,1789629766.326158,client_A,WRITE_THEN_READ,normal,partition,,172,171,local,1,False,0.47,True,True,
173,1789629766.3268878,client_A,WRITE_THEN_READ,normal,partition,,173,173,local,1,False,0.73,True,False,
174,1789629766.327387,client_A,WRITE_THEN_READ,normal,partition,,174,173,local,1,False,0.5,True,True,
175,1789629766.3277793,client_A,WRITE_THEN_READ,normal,partition,,175,174,local,1,False,0.39,True,True,
176,1789629766.3282254,client_A,WRITE_THEN_READ,normal,partition,,176,174,local,1,False,0.44,True,True,
177,1789629766.328696,client_A,WRITE_THEN_READ,normal,partition,,177,176,local,1,False,0.47,True,True,
178,1789629766.3293545,client_A,WRITE_THEN_READ,normal,partition,,178,178,local,1,False,0.66,True,False,
179,1789629766.329956,client_A,WRITE_THEN_READ,normal,partition,,179,179,local,1,False,0.6,True,False,
180,1789629766.3303742,client_A,WRITE_THEN_READ,normal,partition,,180,179,local,1,False,0.42,True,True,
181,1789629766.3308833,client_A,WRITE_THEN_READ,normal,partition,,181,180,local,1,False,0.51,True,True,
182,1789629766.3313136,client_A,WRITE_THEN_READ,normal,partition,,182,181,local,1,False,0.43,True,True,
183,1789629766.3317206,client_A,WRITE_THEN_READ,normal,partition,,183,181,local,1,False,0.41,True,True,
184,1789629766.3323174,client_A,WRITE_THEN_READ,normal,partition,,184,184,local,1,False,0.59,True,False,
185,1789629766.332689,client_A,WRITE_THEN_READ,normal,partition,,185,184,local,1,False,0.37,True,True,
186,1789629766.3330984,client_A,WRITE_THEN_READ,normal,partition,,186,185,local,1,False,0.41,True,True,
187,1789629766.3336854,client_A,WRITE_THEN_READ,normal,partition,,187,185,local,1,False,0.59,True,True,
188,1789629766.3341062,client_A,WRITE_THEN_READ,normal,partition,,188,186,local,1,False,0.42,True,True,
189,1789629766.334471,client_A,WRITE_THEN_READ,normal,partition,,189,187,local,1,False,0.36,True,True,
190,1789629766.334959,client_A,WRITE_THEN_READ,normal,partition,,190,189,local,1,False,0.49,True,True,
191,1789629766.3353715,client_A,WRITE_THEN_READ,normal,partition,,191,190,local,1,False,0.41,True,True,
192,1789629766.3357754,client_A,WRITE_THEN_READ,normal,partition,,192,190,local,1,False,0.4,True,True,
193,1789629766.3361378,client_A,WRITE_THEN_READ,normal,partition,,193,191,local,1,False,0.36,True,True,
194,1789629766.3364959,client_A,WRITE_THEN_READ,normal,partition,,194,192,local,1,False,0.36,True,True,
195,1789629766.3369334,client_A,WRITE_THEN_READ,normal,partition,,195,192,local,1,False,0.44,True,True,
196,1789629766.337346,client_A,WRITE_THEN_READ,normal,partition,,196,193,local,1,False,0.41,True,True,
197,1789629766.3379083,client_A,WRITE_THEN_READ,normal,partition,,197,194,local,1,False,0.56,True,True,
198,1789629766.3387654,client_A,WRITE_THEN_READ,normal,partition,,198,198,local,1,False,0.86,True,False,
199,1789629766.3391027,client_A,WRITE_THEN_READ,normal,partition,,199,197,local,1,False,0.34,True,True,
200,1789629776.545613,client_A,WRITE_THEN_READ,partition,partition,mongo2,200,199,local,1,False,10042.33,True,True,
201,1789629776.547092,client_A,WRITE_THEN_READ,partition,partition,mongo2,201,199,local,1,False,1.43,True,True,
202,1789629776.5481188,client_A,WRITE_THEN_READ,partition,partition,mongo2,202,199,local,1,False,1.02,True,True,
203,1789629776.5491066,client_A,WRITE_THEN_READ,partition,partition,mongo2,203,199,local,1,False,0.98,True,True,
204,1789629776.550221,client_A,WRITE_THEN_READ,partition,partition,mongo2,204,199,local,1,False,1.11,True,True,
205,1789629776.551221,client_A,WRITE_THEN_READ,partition,partition,mongo2,205,199,local,1,False,1.0,True,True,
206,1789629776.5522223,client_A,WRITE_THEN_READ,partition,partition,mongo2,206,199,local,1,False,1.0,True,True,
207,1789629776.5537634,client_A,WRITE_THEN_READ,partition,partition,mongo2,207,199,local,1,False,1.54,True,True,
208,1789629776.5553722,client_A,WRITE_THEN_READ,partition,partition,mongo2,208,199,local,1,False,1.6,True,True,
209,1789629776.5566318,client_A,WRITE_THEN_READ,partition,partition,mongo2,209,199,local,1,False,1.25,True,True,
210,1789629776.5577865,client_A,WRITE_THEN_READ,partition,partition,mongo2,210,199,local,1,False,1.15,True,True,
211,1789629776.5590193,client_A,WRITE_THEN_READ,partition,partition,mongo2,211,199,local,1,False,1.23,True,True,
212,1789629776.5601962,client_A,WRITE_THEN_READ,partition,partition,mongo2,212,199,local,1,False,1.17,True,True,
213,1789629776.5613158,client_A,WRITE_THEN_READ,partition,partition,mongo2,213,199,local,1,False,1.12,True,True,
214,1789629776.5626245,client_A,WRITE_THEN_READ,partition,partition,mongo2,214,199,local,1,False,1.3,True,True,
215,1789629776.5636594,client_A,WRITE_THEN_READ,partition,partition,mongo2,215,199,local,1,False,1.03,True,True,
216,1789629776.5647645,client_A,WRITE_THEN_READ,partition,partition,mongo2,216,199,local,1,False,1.1,True,True,
217,1789629776.565882,client_A,WRITE_THEN_READ,partition,partition,mongo2,217,199,local,1,False,1.11,True,True,
218,1789629776.5668356,client_A,WRITE_THEN_READ,partition,partition,mongo2,218,199,local,1,False,0.95,True,True,
219,1789629776.5677624,client_A,WRITE_THEN_READ,partition,partition,mongo2,219,199,local,1,False,0.92,True,True,
220,1789629776.5686986,client_A,WRITE_THEN_READ,partition,partition,mongo2,220,199,local,1,False,0.93,True,True,
221,1789629776.5696375,client_A,WRITE_THEN_READ,partition,partition,mongo2,221,199,local,1,False,0.93,True,True,
222,1789629776.5707705,client_A,WRITE_THEN_READ,partition,partition,mongo2,222,199,local,1,False,1.13,True,True,
223,1789629776.571729,client_A,WRITE_THEN_READ,partition,partition,mongo2,223,199,local,1,False,0.95,True,True,
224,1789629776.5726292,client_A,WRITE_THEN_READ,partition,partition,mongo2,224,199,local,1,False,0.9,True,True,
225,1789629776.5734217,client_A,WRITE_THEN_READ,partition,partition,mongo2,225,199,local,1,False,0.79,True,True,
226,1789629776.5743098,client_A,WRITE_THEN_READ,partition,partition,mongo2,226,199,local,1,False,0.89,True,True,
227,1789629776.5751014,client_A,WRITE_THEN_READ,partition,partition,mongo2,227,199,local,1,False,0.79,True,True,
228,1789629776.5758927,client_A,WRITE_THEN_READ,partition,partition,mongo2,228,199,local,1,False,0.79,True,True,
229,1789629776.5767343,client_A,WRITE_THEN_READ,partition,partition,mongo2,229,199,local,1,False,0.84,True,True,
230,1789629776.5775442,client_A,WRITE_THEN_READ,partition,partition,mongo2,230,199,local,1,False,0.81,True,True,
231,1789629776.578408,client_A,WRITE_THEN_READ,partition,partition,mongo2,231,199,local,1,False,0.86,True,True,
232,1789629776.5791855,client_A,WRITE_THEN_READ,partition,partition,mongo2,232,199,local,1,False,0.78,True,True,
233,1789629776.5799332,client_A,WRITE_THEN_READ,partition,partition,mongo2,233,199,local,1,False,0.75,True,True,
234,1789629776.580719,client_A,WRITE_THEN_READ,partition,partition,mongo2,234,199,local,1,False,0.78,True,True,
235,1789629776.5814114,client_A,WRITE_THEN_READ,partition,partition,mongo2,235,199,local,1,False,0.69,True,True,
236,1789629776.5821755,client_A,WRITE_THEN_READ,partition,partition,mongo2,236,199,local,1,False,0.76,True,True,
237,1789629776.5828269,client_A,WRITE_THEN_READ,partition,partition,mongo2,237,199,local,1,False,0.65,True,True,
238,1789629776.5834951,client_A,WRITE_THEN_READ,partition,partition,mongo2,238,199,local,1,False,0.67,True,True,
239,1789629776.5841696,client_A,WRITE_THEN_READ,partition,partition,mongo2,239,199,local,1,False,0.67,True,True,
240,1789629776.5848072,client_A,WRITE_THEN_READ,partition,partition,mongo2,240,199,local,1,False,0.64,True,True,
241,1789629776.585523,client_A,WRITE_THEN_READ,partition,partition,mongo2,241,199,local,1,False,0.71,True,True,
242,1789629776.5862968,client_A,WRITE_THEN_READ,partition,partition,mongo2,242,199,local,1,False,0.77,True,True,
243,1789629776.5869944,client_A,WRITE_THEN_READ,partition,partition,mongo2,243,199,local,1,False,0.69,True,True,
244,1789629776.587665,client_A,WRITE_THEN_READ,partition,partition,mongo2,244,199,local,1,False,0.67,True,True,
245,1789629776.5884068,client_A,WRITE_THEN_READ,partition,partition,mongo2,245,199,local,1,False,0.74,True,True,
246,1789629776.5890641,client_A,WRITE_THEN_READ,partition,partition,mongo2,246,199,local,1,False,0.66,True,True,
247,1789629776.5897336,client_A,WRITE_THEN_READ,partition,partition,mongo2,247,199,local,1,False,0.67,True,True,
248,1789629776.5904567,client_A,WRITE_THEN_READ,partition,partition,mongo2,248,199,local,1,False,0.72,True,True,
249,1789629776.591169,client_A,WRITE_THEN_READ,partition,partition,mongo2,249,199,local,1,False,0.71,True,True,
250,1789629776.5918431,client_A,WRITE_THEN_READ,partition,partition,mongo2,250,199,local,1,False,0.67,True,True,
251,1789629776.5924976,client_A,WRITE_THEN_READ,partition,partition,mongo2,251,199,local,1,False,0.65,True,True,
252,1789629776.593069,client_A,WRITE_THEN_READ,partition,partition,mongo2,252,199,local,1,False,0.57,True,True,
253,1789629776.5936522,client_A,WRITE_THEN_READ,partition,partition,mongo2,253,199,local,1,False,0.58,True,True,
254,1789629776.5942729,client_A,WRITE_THEN_READ,partition,partition,mongo2,254,199,local,1,False,0.62,True,True,
255,1789629776.5948184,client_A,WRITE_THEN_READ,partition,partition,mongo2,255,199,local,1,False,0.54,True,True,
256,1789629776.595401,client_A,WRITE_THEN_READ,partition,partition,mongo2,256,199,local,1,False,0.58,True,True,
257,1789629776.5959854,client_A,WRITE_THEN_READ,partition,partition,mongo2,257,199,local,1,False,0.58,True,True,
258,1789629776.5965674,client_A,WRITE_THEN_READ,partition,partition,mongo2,258,199,local,1,False,0.58,True,True,
