iteration,timestamp,client_id,operation,target,phase,failed_node,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
25,1789628072.2183373,client_mr,READ_PRIMARY,primary,normal,,25,25,24,local,1,False,failure,0.26,True,False,
25,1789628072.2187843,client_mr,READ_SECONDARY,localhost:27017,normal,,25,25,25,local,1,False,failure,0.44,True,False,
26,1789628072.2192469,client_mr,READ_PRIMARY,primary,normal,,26,26,25,local,1,False,failure,0.2,True,False,
26,1789628072.219814,client_mr,READ_SECONDARY,localhost:27019,normal,,26,26,26,local,1,False,failure,0.56,True,False,
27,1789628072.220224,client_mr,READ_PRIMARY,primary,normal,,27,27,26,local,1,False,failure,0.18,True,False,
27,1789628072.22061,client_mr,READ_SECONDARY,localhost:27017,normal,,27,27,27,local,1,False,failure,0.38,True,False,
28,1789628072.2210567,client_mr,READ_PRIMARY,primary,normal,,28,28,27,local,1,False,failure,0.17,True,False,
28,1789628072.22167,client_mr,READ_SECONDARY,localhost:27019,normal,,28,28,28,local,1,False,failure,0.61,True,False,
29,1789628072.2221193,client_mr,READ_PRIMARY,primary,normal,,29,29,28,local,1,False,failure,0.19,True,False,
29,1789628072.2226043,client_mr,READ_SECONDARY,localhost:27017,normal,,29,28,29,local,1,False,failure,0.48,True,True,
30,1789628072.2231765,client_mr,READ_PRIMARY,primary,normal,,30,30,29,local,1,False,failure,0.27,True,False,
30,1789628072.2235596,client_mr,READ_SECONDARY,localhost:27019,normal,,30,30,30,local,1,False,failure,0.38,True,False,
31,1789628072.2239468,client_mr,READ_PRIMARY,primary,normal,,31,31,30,local,1,False,failure,0.16,True,False,
31,1789628072.2243645,client_mr,READ_SECONDARY,localhost:27017,normal,,31,30,31,local,1,False,failure,0.42,True,True,
32,1789628072.2247946,client_mr,READ_PRIMARY,primary,normal,,32,32,31,local,1,False,failure,0.18,True,False,
32,1789628072.2252314,client_mr,READ_SECONDARY,localhost:27019,normal,,32,32,32,local,1,False,failure,0.43,True,False,
33,1789628072.2257175,client_mr,READ_PRIMARY,primary,normal,,33,33,32,local,1,False,failure,0.23,True,False,
33,1789628072.2259998,client_mr,READ_SECONDARY,localhost:27017,normal,,33,32,33,local,1,False,failure,0.28,True,True,
34,1789628072.2265673,client_mr,READ_PRIMARY,primary,normal,,34,34,33,local,1,False,failure,0.19,True,False,
34,1789628072.227197,client_mr,READ_SECONDARY,localhost:27019,normal,,34,34,34,local,1,False,failure,0.63,True,False,
35,1789628072.2276924,client_mr,READ_PRIMARY,primary,normal,,35,35,34,local,1,False,failure,0.22,True,False,
35,1789628072.228075,client_mr,READ_SECONDARY,localhost:27017,normal,,35,35,35,local,1,False,failure,0.38,True,False,
36,1789628072.228457,client_mr,READ_PRIMARY,primary,normal,,36,36,35,local,1,False,failure,0.16,True,False,
36,1789628072.2290397,client_mr,READ_SECONDARY,localhost:27019,normal,,36,36,36,local,1,False,failure,0.58,True,False,
37,1789628072.2294006,client_mr,READ_PRIMARY,primary,normal,,37,37,36,local,1,False,failure,0.16,True,False,
37,1789628072.2298555,client_mr,READ_SECONDARY,localhost:27017,normal,,37,37,37,local,1,False,failure,0.45,True,False,
38,1789628072.2303653,client_mr,READ_PRIMARY,primary,normal,,38,38,37,local,1,False,failure,0.24,True,False,
38,1789628072.2309258,client_mr,READ_SECONDARY,localhost:27019,normal,,38,38,38,local,1,False,failure,0.56,True,False,
39,1789628072.23131,client_mr,READ_PRIMARY,primary,normal,,39,39,38,local,1,False,failure,0.16,True,False,
39,1789628072.2316196,client_mr,READ_SECONDARY,localhost:27017,normal,,39,38,39,local,1,False,failure,0.31,True,True,
40,1789628072.2319891,client_mr,READ_PRIMARY,primary,normal,,40,40,39,local,1,False,failure,0.15,True,False,
40,1789628072.2324908,client_mr,READ_SECONDARY,localhost:27019,normal,,40,40,40,local,1,False,failure,0.5,True,False,
41,1789628072.2328885,client_mr,READ_PRIMARY,primary,normal,,41,41,40,local,1,False,failure,0.17,True,False,
41,1789628072.2332218,client_mr,READ_SECONDARY,localhost:27017,normal,,41,41,41,local,1,False,failure,0.33,True,False,
42,1789628072.2336202,client_mr,READ_PRIMARY,primary,normal,,42,42,41,local,1,False,failure,0.16,True,False,
42,1789628072.2340167,client_mr,READ_SECONDARY,localhost:27019,normal,,42,42,42,local,1,False,failure,0.39,True,False,
43,1789628072.234486,client_mr,READ_PRIMARY,primary,normal,,43,43,42,local,1,False,failure,0.26,True,False,
43,1789628072.2349474,client_mr,READ_SECONDARY,localhost:27017,normal,,43,42,43,local,1,False,failure,0.46,True,True,
44,1789628072.2353241,client_mr,READ_PRIMARY,primary,normal,,44,44,43,local,1,False,failure,0.15,True,False,
44,1789628072.2360725,client_mr,READ_SECONDARY,localhost:27019,normal,,44,44,44,local,1,False,failure,0.75,True,False,
45,1789628072.2364345,client_mr,READ_PRIMARY,primary,normal,,45,45,44,local,1,False,failure,0.15,True,False,
45,1789628072.2367854,client_mr,READ_SECONDARY,localhost:27017,normal,,45,45,45,local,1,False,failure,0.35,True,False,
46,1789628072.2371714,client_mr,READ_PRIMARY,primary,normal,,46,46,45,local,1,False,failure,0.19,True,False,
46,1789628072.2377114,client_mr,READ_SECONDARY,localhost:27019,normal,,46,46,46,local,1,False,failure,0.54,True,False,
47,1789628072.238076,client_mr,READ_PRIMARY,primary,normal,,47,47,46,local,1,False,failure,0.15,True,False,
47,1789628072.238473,client_mr,READ_SECONDARY,localhost:27017,normal,,47,46,47,local,1,False,failure,0.39,True,True,
48,1789628072.2388656,client_mr,READ_PRIMARY,primary,normal,,48,48,47,local,1,False,failure,0.15,True,False,
48,1789628072.2393703,client_mr,READ_SECONDARY,localhost:27019,normal,,48,48,48,local,1,False,failure,0.5,True,False,
49,1789628072.2396967,client_mr,READ_PRIMARY,primary,normal,,49,49,48,local,1,False,failure,0.14,True,False,
49,1789628072.239991,client_mr,READ_SECONDARY,localhost:27017,normal,,49,49,49,local,1,False,failure,0.29,True,False,
50,1789628072.240342,client_mr,READ_PRIMARY,primary,normal,,50,50,49,local,1,False,failure,0.15,True,False,
50,1789628072.2409146,client_mr,READ_SECONDARY,localhost:27019,normal,,50,50,50,local,1,False,failure,0.57,True,False,
51,1789628072.241263,client_mr,READ_PRIMARY,primary,normal,,51,51,50,local,1,False,failure,0.17,True,False,
51,1789628072.241659,client_mr,READ_SECONDARY,localhost:27017,normal,,51,51,51,local,1,False,failure,0.39,True,False,
52,1789628072.242097,client_mr,READ_PRIMARY,primary,normal,,52,52,51,local,1,False,failure,0.19,True,False,
52,1789628072.2424662,client_mr,READ_SECONDARY,localhost:27019,normal,,52,52,52,local,1,False,failure,0.37,True,False,
53,1789628072.242803,client_mr,READ_PRIMARY,primary,normal,,53,53,52,local,1,False,failure,0.15,True,False,
53,1789628072.2430918,client_mr,READ_SECONDARY,localhost:27017,normal,,53,53,53,local,1,False,failure,0.29,True,False,
54,1789628072.2434638,client_mr,READ_PRIMARY,primary,normal,,54,54,53,local,1,False,failure,0.14,True,False,
54,1789628072.2437732,client_mr,READ_SECONDARY,localhost:27019,normal,,54,54,54,local,1,False,failure,0.31,True,False,
55,1789628072.244095,client_mr,READ_PRIMARY,primary,normal,,55,55,54,local,1,False,failure,0.14,True,False,
55,1789628072.244379,client_mr,READ_SECONDARY,localhost:27017,normal,,55,54,55,local,1,False,failure,0.28,True,True,
56,1789628072.2446764,client_mr,READ_PRIMARY,primary,normal,,56,56,55,local,1,False,failure,0.13,True,False,
56,1789628072.2450047,client_mr,READ_SECONDARY,localhost:27019,normal,,56,56,56,local,1,False,failure,0.33,True,False,
57,1789628072.2453215,client_mr,READ_PRIMARY,primary,normal,,57,57,56,local,1,False,failure,0.12,True,False,
57,1789628072.2456434,client_mr,READ_SECONDARY,localhost:27017,normal,,57,57,57,local,1,False,failure,0.32,True,False,
58,1789628072.2459567,client_mr,READ_PRIMARY,primary,normal,,58,58,57,local,1,False,failure,0.14,True,False,
58,1789628072.2462153,client_mr,READ_SECONDARY,localhost:27019,normal,,58,58,58,local,1,False,failure,0.26,True,False,
59,1789628072.2467916,client_mr,READ_PRIMARY,primary,normal,,59,59,58,local,1,False,failure,0.26,True,False,
59,1789628072.2470448,client_mr,READ_SECONDARY,localhost:27017,normal,,59,59,59,local,1,False,failure,0.25,True,False,
60,1789628072.2474506,client_mr,READ_PRIMARY,primary,normal,,60,60,59,local,1,False,failure,0.17,True,False,
60,1789628072.247687,client_mr,READ_SECONDARY,localhost:27019,normal,,60,60,60,local,1,False,failure,0.23,True,False,
61,1789628072.2481284,client_mr,READ_PRIMARY,primary,normal,,61,61,60,local,1,False,failure,0.23,True,False,
61,1789628072.2483046,client_mr,READ_SECONDARY,localhost:27017,normal,,61,61,61,local,1,False,failure,0.17,True,False,
62,1789628072.248673,client_mr,READ_PRIMARY,primary,normal,,62,62,61,local,1,False,failure,0.17,True,False,
62,1789628072.2488937,client_mr,READ_SECONDARY,localhost:27019,normal,,62,62,62,local,1,False,failure,0.22,True,False,
63,1789628072.249272,client_mr,READ_PRIMARY,primary,normal,,63,63,62,local,1,False,failure,0.19,True,False,
63,1789628072.24949,client_mr,READ_SECONDARY,localhost:27017,normal,,63,63,63,local,1,False,failure,0.22,True,False,
64,1789628072.2499225,client_mr,READ_PRIMARY,primary,normal,,64,64,63,local,1,False,failure,0.23,True,False,
64,1789628072.2501779,client_mr,READ_SECONDARY,localhost:27019,normal,,64,64,64,local,1,False,failure,0.25,True,False,
65,1789628072.2507262,client_mr,READ_PRIMARY,primary,normal,,65,65,64,local,1,False,failure,0.29,True,False,
65,1789628072.2509892,client_mr,READ_SECONDARY,localhost:27017,normal,,65,64,65,local,1,False,failure,0.26,True,True,
66,1789628072.251438,client_mr,READ_PRIMARY,primary,normal,,66,66,65,local,1,False,failure,0.21,True,False,
66,1789628072.251683,client_mr,READ_SECONDARY,localhost:27019,normal,,66,65,66,local,1,False,failure,0.24,True,True,
67,1789628072.2521229,client_mr,READ_PRIMARY,primary,normal,,67,67,66,local,1,False,failure,0.2,True,False,
67,1789628072.252324,client_mr,READ_SECONDARY,localhost:27017,normal,,67,67,67,local,1,False,failure,0.2,True,False,
68,1789628072.252851,client_mr,READ_PRIMARY,primary,normal,,68,68,67,local,1,False,failure,0.29,True,False,
68,1789628072.2531178,client_mr,READ_SECONDARY,localhost:27019,normal,,68,68,68,local,1,False,failure,0.26,True,False,
69,1789628072.2536023,client_mr,READ_PRIMARY,primary,normal,,69,69,68,local,1,False,failure,0.25,True,False,
69,1789628072.2539032,client_mr,READ_SECONDARY,localhost:27017,normal,,69,69,69,local,1,False,failure,0.3,True,False,
70,1789628072.2545252,client_mr,READ_PRIMARY,primary,normal,,70,70,69,local,1,False,failure,0.34,True,False,
70,1789628072.254741,client_mr,READ_SECONDARY,localhost:27019,normal,,70,70,70,local,1,False,failure,0.21,True,False,
71,1789628072.2551894,client_mr,READ_PRIMARY,primary,normal,,71,71,70,local,1,False,failure,0.26,True,False,
71,1789628072.2553887,client_mr,READ_SECONDARY,localhost:27017,normal,,71,71,71,local,1,False,failure,0.2,True,False,
72,1789628072.2558582,client_mr,READ_PRIMARY,primary,normal,,72,72,71,local,1,False,failure,0.29,True,False,
72,1789628072.2560446,client_mr,READ_SECONDARY,localhost:27019,normal,,72,72,72,local,1,False,failure,0.18,True,False,
73,1789628072.2566235,client_mr,READ_PRIMARY,primary,normal,,73,73,72,local,1,False,failure,0.33,True,False,
73,1789628072.2568154,client_mr,READ_SECONDARY,localhost:27017,normal,,73,73,73,local,1,False,failure,0.19,True,False,
74,1789628072.2574692,client_mr,READ_PRIMARY,primary,normal,,74,74,73,local,1,False,failure,0.4,True,False,
74,1789628072.2577598,client_mr,READ_SECONDARY,localhost:27019,normal,,74,74,74,local,1,False,failure,0.29,True,False,
75,1789628072.2585585,client_mr,READ_PRIMARY,primary,normal,,75,75,74,local,1,False,failure,0.36,True,False,
75,1789628072.2588465,client_mr,READ_SECONDARY,localhost:27017,normal,,75,75,75,local,1,False,failure,0.29,True,False,
76,1789628072.259456,client_mr,READ_PRIMARY,primary,normal,,76,76,75,local,1,False,failure,0.33,True,False,
76,1789628072.2596824,client_mr,READ_SECONDARY,localhost:27019,normal,,76,75,76,local,1,False,failure,0.22,True,True,
77,1789628072.2601886,client_mr,READ_PRIMARY,primary,normal,,77,77,76,local,1,False,failure,0.25,True,False,
77,1789628072.2605038,client_mr,READ_SECONDARY,localhost:27017,normal,,77,77,77,local,1,False,failure,0.31,True,False,
78,1789628072.2608767,client_mr,READ_PRIMARY,primary,normal,,78,78,77,local,1,False,failure,0.18,True,False,
78,1789628072.261035,client_mr,READ_SECONDARY,localhost:27019,normal,,78,77,78,local,1,False,failure,0.16,True,True,
79,1789628072.261516,client_mr,READ_PRIMARY,primary,normal,,79,79,78,local,1,False,failure,0.28,True,False,
79,1789628072.2617056,client_mr,READ_SECONDARY,localhost:27017,normal,,79,79,79,local,1,False,failure,0.19,True,False,
80,1789628072.2622852,client_mr,READ_PRIMARY,primary,normal,,80,80,79,local,1,False,failure,0.34,True,False,
80,1789628072.262591,client_mr,READ_SECONDARY,localhost:27019,normal,,80,79,80,local,1,False,failure,0.3,True,True,
81,1789628072.2629333,client_mr,READ_PRIMARY,primary,normal,,81,81,80,local,1,False,failure,0.13,True,False,
81,1789628072.2632847,client_mr,READ_SECONDARY,localhost:27017,normal,,81,81,81,local,1,False,failure,0.35,True,False,
82,1789628072.263572,client_mr,READ_PRIMARY,primary,normal,,82,82,81,local,1,False,failure,0.12,True,False,
82,1789628072.263984,client_mr,READ_SECONDARY,localhost:27019,normal,,82,81,82,local,1,False,failure,0.41,True,True,
83,1789628072.2642689,client_mr,READ_PRIMARY,primary,normal,,83,83,82,local,1,False,failure,0.12,True,False,
83,1789628072.264628,client_mr,READ_SECONDARY,localhost:27017,normal,,83,83,83,local,1,False,failure,0.36,True,False,
84,1789628072.264911,client_mr,READ_PRIMARY,primary,normal,,84,84,83,local,1,False,failure,0.12,True,False,
84,1789628072.2651775,client_mr,READ_SECONDARY,localhost:27019,normal,,84,83,84,local,1,False,failure,0.27,True,True,
85,1789628072.265508,client_mr,READ_PRIMARY,primary,normal,,85,85,84,local,1,False,failure,0.14,True,False,
85,1789628072.2657607,client_mr,READ_SECONDARY,localhost:27017,normal,,85,85,85,local,1,False,failure,0.25,True,False,
86,1789628072.2663884,client_mr,READ_PRIMARY,primary,normal,,86,86,85,local,1,False,failure,0.32,True,False,
86,1789628072.2666657,client_mr,READ_SECONDARY,localhost:27019,normal,,86,86,86,local,1,False,failure,0.28,True,False,
87,1789628072.267158,client_mr,READ_PRIMARY,primary,normal,,87,87,86,local,1,False,failure,0.29,True,False,
87,1789628072.2674265,client_mr,READ_SECONDARY,localhost:27017,normal,,87,87,87,local,1,False,failure,0.27,True,False,
88,1789628072.2680535,client_mr,READ_PRIMARY,primary,normal,,88,88,87,local,1,False,failure,0.21,True,False,
88,1789628072.2682805,client_mr,READ_SECONDARY,localhost:27019,normal,,88,88,88,local,1,False,failure,0.23,True,False,
89,1789628072.2687862,client_mr,READ_PRIMARY,primary,normal,,89,89,88,local,1,False,failure,0.3,True,False,
89,1789628072.2690165,client_mr,READ_SECONDARY,localhost:27017,normal,,89,89,89,local,1,False,failure,0.23,True,False,
90,1789628072.2694356,client_mr,READ_PRIMARY,primary,normal,,90,90,89,local,1,False,failure,0.2,True,False,
90,1789628072.2696953,client_mr,READ_SECONDARY,localhost:27019,normal,,90,89,90,local,1,False,failure,0.26,True,True,
91,1789628072.2701724,client_mr,READ_PRIMARY,primary,normal,,91,91,90,local,1,False,failure,0.27,True,False,
91,1789628072.2704573,client_mr,READ_SECONDARY,localhost:27017,normal,,91,91,91,local,1,False,failure,0.28,True,False,
92,1789628072.2707882,client_mr,READ_PRIMARY,primary,normal,,92,92,91,local,1,False,failure,0.15,True,False,
92,1789628072.2710645,client_mr,READ_SECONDARY,localhost:27019,normal,,92,91,92,local,1,False,failure,0.27,True,True,
93,1789628072.2713568,client_mr,READ_PRIMARY,primary,normal,,93,93,92,local,1,False,failure,0.13,True,False,
93,1789628072.2716887,client_mr,READ_SECONDARY,localhost:27017,normal,,93,93,93,local,1,False,failure,0.33,True,False,
94,1789628072.271976,client_mr,READ_PRIMARY,primary,normal,,94,94,93,local,1,False,failure,0.13,True,False,
94,1789628072.2722573,client_mr,READ_SECONDARY,localhost:27019,normal,,94,94,94,local,1,False,failure,0.28,True,False,
95,1789628072.2725165,client_mr,READ_PRIMARY,primary,normal,,95,95,94,local,1,False,failure,0.11,True,False,
95,1789628072.2729096,client_mr,READ_SECONDARY,localhost:27017,normal,,95,95,95,local,1,False,failure,0.39,True,False,
96,1789628072.2732058,client_mr,READ_PRIMARY,primary,normal,,96,96,95,local,1,False,failure,0.12,True,False,
96,1789628072.2733953,client_mr,READ_SECONDARY,localhost:27019,normal,,96,95,96,local,1,False,failure,0.19,True,True,
97,1789628072.2738,client_mr,READ_PRIMARY,primary,normal,,97,97,96,local,1,False,failure,0.19,True,False,
97,1789628072.274324,client_mr,READ_SECONDARY,localhost:27017,normal,,97,97,97,local,1,False,failure,0.52,True,False,
98,1789628072.2747967,client_mr,READ_PRIMARY,primary,normal,,98,98,97,local,1,False,failure,0.25,True,False,
98,1789628072.2750168,client_mr,READ_SECONDARY,localhost:27019,normal,,98,97,98,local,1,False,failure,0.22,True,True,
99,1789628072.275533,client_mr,READ_PRIMARY,primary,normal,,99,99,98,local,1,False,failure,0.26,True,False,
99,1789628072.2757776,client_mr,READ_SECONDARY,localhost:27017,normal,,99,99,99,local,1,False,failure,0.24,True,False,
100,1789628072.276236,client_mr,READ_PRIMARY,primary,normal,,100,100,99,local,1,False,failure,0.23,True,False,
100,1789628072.2764425,client_mr,READ_SECONDARY,localhost:27019,normal,,100,99,100,local,1,False,failure,0.2,True,True,
101,1789628072.2770307,client_mr,READ_PRIMARY,primary,normal,,101,101,100,local,1,False,failure,0.25,True,False,
101,1789628072.2772272,client_mr,READ_SECONDARY,localhost:27017,normal,,101,101,101,local,1,False,failure,0.19,True,False,
102,1789628072.2775266,client_mr,READ_PRIMARY,primary,normal,,102,102,101,local,1,False,failure,0.14,True,False,
102,1789628072.2778773,client_mr,READ_SECONDARY,localhost:27019,normal,,102,101,102,local,1,False,failure,0.35,True,True,
103,1789628072.2781897,client_mr,READ_PRIMARY,primary,normal,,103,103,102,local,1,False,failure,0.15,True,False,
103,1789628072.2785246,client_mr,READ_SECONDARY,localhost:27017,normal,,103,103,103,local,1,False,failure,0.33,True,False,
104,1789628072.278818,client_mr,READ_PRIMARY,primary,normal,,104,104,103,local,1,False,failure,0.12,True,False,
104,1789628072.2791,client_mr,READ_SECONDARY,localhost:27019,normal,,104,103,104,local,1,False,failure,0.28,True,True,
105,1789628072.279473,client_mr,READ_PRIMARY,primary,normal,,105,105,104,local,1,False,failure,0.2,True,False,
105,1789628072.279666,client_mr,READ_SECONDARY,localhost:27017,normal,,105,105,105,local,1,False,failure,0.19,True,False,
106,1789628072.2800565,client_mr,READ_PRIMARY,primary,normal,,106,106,105,local,1,False,failure,0.17,True,False,
106,1789628072.2802465,client_mr,READ_SECONDARY,localhost:27019,normal,,106,105,106,local,1,False,failure,0.19,True,True,
107,1789628072.2806444,client_mr,READ_PRIMARY,primary,normal,,107,107,106,local,1,False,failure,0.18,True,False,
107,1789628072.281044,client_mr,READ_SECONDARY,localhost:27017,normal,,107,107,107,local,1,False,failure,0.4,True,False,
108,1789628072.2814548,client_mr,READ_PRIMARY,primary,normal,,108,108,107,local,1,False,failure,0.17,True,False,
108,1789628072.2817,client_mr,READ_SECONDARY,localhost:27019,normal,,108,107,108,local,1,False,failure,0.24,True,True,
109,1789628072.2821314,client_mr,READ_PRIMARY,primary,normal,,109,109,108,local,1,False,failure,0.25,True,False,
109,1789628072.282365,client_mr,READ_SECONDARY,localhost:27017,normal,,109,109,109,local,1,False,failure,0.23,True,False,
110,1789628072.2827966,client_mr,READ_PRIMARY,primary,normal,,110,110,109,local,1,False,failure,0.23,True,False,
110,1789628072.2830107,client_mr,READ_SECONDARY,localhost:27019,normal,,110,109,110,local,1,False,failure,0.21,True,True,
111,1789628072.2834404,client_mr,READ_PRIMARY,primary,normal,,111,111,110,local,1,False,failure,0.23,True,False,
111,1789628072.2836194,client_mr,READ_SECONDARY,localhost:27017,normal,,111,111,111,local,1,False,failure,0.18,True,False,
112,1789628072.284009,client_mr,READ_PRIMARY,primary,normal,,112,112,111,local,1,False,failure,0.21,True,False,
112,1789628072.2842133,client_mr,READ_SECONDARY,localhost:27019,normal,,112,112,112,local,1,False,failure,0.2,True,False,
113,1789628072.2846084,client_mr,READ_PRIMARY,primary,normal,,113,113,112,local,1,False,failure,0.19,True,False,
113,1789628072.284871,client_mr,READ_SECONDARY,localhost:27017,normal,,113,113,113,local,1,False,failure,0.26,True,False,
114,1789628072.2852445,client_mr,READ_PRIMARY,primary,normal,,114,114,113,local,1,False,failure,0.14,True,False,
114,1789628072.285558,client_mr,READ_SECONDARY,localhost:27019,normal,,114,113,114,local,1,False,failure,0.31,True,True,
115,1789628072.2858596,client_mr,READ_PRIMARY,primary,normal,,115,115,114,local,1,False,failure,0.13,True,False,
115,1789628072.2862072,client_mr,READ_SECONDARY,localhost:27017,normal,,115,115,115,local,1,False,failure,0.35,True,False,
116,1789628072.2865589,client_mr,READ_PRIMARY,primary,normal,,116,116,115,local,1,False,failure,0.13,True,False,
116,1789628072.2867873,client_mr,READ_SECONDARY,localhost:27019,normal,,116,115,116,local,1,False,failure,0.23,True,True,
117,1789628072.2871878,client_mr,READ_PRIMARY,primary,normal,,117,117,116,local,1,False,failure,0.22,True,False,
117,1789628072.287407,client_mr,READ_SECONDARY,localhost:27017,normal,,117,117,117,local,1,False,failure,0.22,True,False,
118,1789628072.2878838,client_mr,READ_PRIMARY,primary,normal,,118,118,117,local,1,False,failure,0.26,True,False,
