iteration,timestamp,client_id,operation,target,phase,failed_node,first_seq,second_seq,max_visible_seq,missing_before_max,missing_count,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
14,1789628470.4117136,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,27,28,16,,0,local,1,False,failure,1.35,True,False,
15,1789628470.4131477,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,29,30,28,,0,local,1,False,failure,1.43,True,False,
16,1789628470.4144883,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,31,32,20,,0,local,1,False,failure,1.33,True,False,
17,1789628470.4155853,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,33,34,32,,0,local,1,False,failure,1.09,True,False,
18,1789628470.4166074,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,35,36,20,,0,local,1,False,failure,1.02,True,False,
19,1789628470.4176893,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,37,38,36,,0,local,1,False,failure,1.08,True,False,
20,1789628470.418796,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,39,40,22,,0,local,1,False,failure,1.1,True,False,
21,1789628470.4199839,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,41,42,40,,0,local,1,False,failure,1.18,True,False,
22,1789628470.421044,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,43,44,24,,0,local,1,False,failure,1.06,True,False,
23,1789628470.4226027,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,45,46,44,,0,local,1,False,failure,1.55,True,False,
24,1789628470.4236221,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,47,48,42,,0,local,1,False,failure,1.01,True,False,
25,1789628470.4245303,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,49,50,46,,0,local,1,False,failure,0.9,True,False,
26,1789628470.4255989,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,51,52,47,,0,local,1,False,failure,1.06,True,False,
27,1789628470.4270349,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,53,54,52,,0,local,1,False,failure,1.43,True,False,
28,1789628470.428143,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,55,56,50,,0,local,1,False,failure,1.1,True,False,
29,1789628470.4290526,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,57,58,56,,0,local,1,False,failure,0.9,True,False,
30,1789628470.4305613,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,59,60,51,,0,local,1,False,failure,1.5,True,False,
31,1789628470.4316998,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,61,62,59,,0,local,1,False,failure,1.13,True,False,
32,1789628470.4325922,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,63,64,53,,0,local,1,False,failure,0.89,True,False,
33,1789628470.4335325,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,65,66,61,,0,local,1,False,failure,0.94,True,False,
34,1789628470.4346054,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,67,68,58,,0,local,1,False,failure,1.07,True,False,
35,1789628470.4357514,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,69,70,61,,0,local,1,False,failure,1.14,True,False,
36,1789628470.4366233,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,71,72,60,,0,local,1,False,failure,0.87,True,False,
37,1789628470.4376123,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,73,74,67,,0,local,1,False,failure,0.98,True,False,
38,1789628470.4386232,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,75,76,62,,0,local,1,False,failure,1.01,True,False,
39,1789628470.439658,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,77,78,70,,0,local,1,False,failure,1.03,True,False,
40,1789628470.4405067,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,79,80,67,,0,local,1,False,failure,0.84,True,False,
41,1789628470.4413743,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,81,82,70,,0,local,1,False,failure,0.86,True,False,
42,1789628470.4421937,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,83,84,74,,0,local,1,False,failure,0.82,True,False,
43,1789628470.4430618,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,85,86,75,,0,local,1,False,failure,0.86,True,False,
44,1789628470.4438684,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,87,88,80,,0,local,1,False,failure,0.8,True,False,
45,1789628470.4447262,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,89,90,80,,0,local,1,False,failure,0.85,True,False,
46,1789628470.4454901,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,91,92,82,,0,local,1,False,failure,0.76,True,False,
47,1789628470.44646,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,93,94,82,,0,local,1,False,failure,0.97,True,False,
48,1789628470.4475155,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,95,96,86,,0,local,1,False,failure,1.05,True,False,
49,1789628470.4483385,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,97,98,90,,0,local,1,False,failure,0.82,True,False,
50,1789628470.4492202,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,99,100,88,,0,local,1,False,failure,0.88,True,False,
51,1789628470.4502227,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,101,102,91,,0,local,1,False,failure,1.0,True,False,
52,1789628470.451266,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,103,104,93,,0,local,1,False,failure,1.04,True,False,
53,1789628470.4520273,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,105,106,94,,0,local,1,False,failure,0.76,True,False,
54,1789628470.4528193,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,107,108,100,,0,local,1,False,failure,0.79,True,False,
55,1789628470.4536018,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,109,110,94,,0,local,1,False,failure,0.78,True,False,
56,1789628470.4546864,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,111,112,104,,0,local,1,False,failure,1.08,True,False,
57,1789628470.455963,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,113,114,112,,0,local,1,False,failure,1.27,True,False,
58,1789628470.4570851,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,115,116,114,,0,local,1,False,failure,1.12,True,False,
59,1789628470.4579973,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,117,118,116,,0,local,1,False,failure,0.91,True,False,
60,1789628470.4589255,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,119,120,120,,0,local,1,False,failure,0.92,True,False,
61,1789628470.4597826,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,121,122,120,,0,local,1,False,failure,0.85,True,False,
62,1789628470.4607794,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,123,124,122,,0,local,1,False,failure,0.99,True,False,
63,1789628470.461926,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,125,126,125,,0,local,1,False,failure,1.14,True,False,
64,1789628470.4628668,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,127,128,126,,0,local,1,False,failure,0.94,True,False,
65,1789628470.4639575,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,129,130,130,,0,local,1,False,failure,1.09,True,False,
66,1789628470.464881,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,131,132,127,,0,local,1,False,failure,0.92,True,False,
67,1789628470.4662402,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,133,134,134,,0,local,1,False,failure,1.36,True,False,
68,1789628470.4671826,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,135,136,136,,0,local,1,False,failure,0.94,True,False,
69,1789628470.4682689,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,137,138,138,,0,local,1,False,failure,1.08,True,False,
70,1789628470.4694023,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,139,140,139,,0,local,1,False,failure,1.13,True,False,
71,1789628470.4705896,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,141,142,141,,0,local,1,False,failure,1.18,True,False,
72,1789628470.4715593,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,143,144,143,,0,local,1,False,failure,0.97,True,False,
73,1789628470.4726024,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,145,146,146,,0,local,1,False,failure,1.04,True,False,
74,1789628470.4736052,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,147,148,147,,0,local,1,False,failure,1.0,True,False,
75,1789628470.4748034,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,149,150,149,,0,local,1,False,failure,1.2,True,False,
76,1789628470.475737,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,151,152,150,,0,local,1,False,failure,0.93,True,False,
77,1789628470.4767256,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,153,154,154,,0,local,1,False,failure,0.98,True,False,
78,1789628470.4775784,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,155,156,155,,0,local,1,False,failure,0.85,True,False,
79,1789628470.478505,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,157,158,157,,0,local,1,False,failure,0.92,True,False,
80,1789628470.4794877,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,159,160,158,,0,local,1,False,failure,0.98,True,False,
81,1789628470.4805899,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,161,162,161,,0,local,1,False,failure,1.1,True,False,
82,1789628470.4814448,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,163,164,163,,0,local,1,False,failure,0.85,True,False,
83,1789628470.482792,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,165,166,164,,0,local,1,False,failure,1.34,True,False,
84,1789628470.4838357,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,167,168,166,,0,local,1,False,failure,1.04,True,False,
85,1789628470.484794,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,169,170,168,,0,local,1,False,failure,0.95,True,False,
86,1789628470.4857068,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,171,172,171,,0,local,1,False,failure,0.91,True,False,
87,1789628470.4868927,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,173,174,174,,0,local,1,False,failure,1.18,True,False,
88,1789628470.4879045,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,175,176,174,,0,local,1,False,failure,1.01,True,False,
89,1789628470.488824,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,177,178,176,,0,local,1,False,failure,0.92,True,False,
90,1789628470.4897995,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,179,180,179,,0,local,1,False,failure,0.97,True,False,
91,1789628470.4909384,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,181,182,181,,0,local,1,False,failure,1.14,True,False,
92,1789628470.4918761,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,183,184,182,,0,local,1,False,failure,0.93,True,False,
93,1789628470.4927762,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,185,186,184,,0,local,1,False,failure,0.9,True,False,
94,1789628470.4937122,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,187,188,186,,0,local,1,False,failure,0.93,True,False,
95,1789628470.4949548,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,189,190,190,,0,local,1,False,failure,1.24,True,False,
96,1789628470.4957936,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,191,192,190,,0,local,1,False,failure,0.84,True,False,
97,1789628470.4968631,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,193,194,193,,0,local,1,False,failure,1.07,True,False,
98,1789628470.4977698,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,195,196,195,,0,local,1,False,failure,0.9,True,False,
99,1789628470.498926,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,197,198,198,,0,local,1,False,failure,1.15,True,False,
100,1789628470.4998443,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,199,200,199,,0,local,1,False,failure,0.92,True,False,
101,1789628470.5007234,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,201,202,200,,0,local,1,False,failure,0.87,True,False,
102,1789628470.501771,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,203,204,203,,0,local,1,False,failure,1.04,True,False,
103,1789628470.5027618,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,205,206,203,,0,local,1,False,failure,0.99,True,False,
104,1789628470.5037646,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,207,208,207,,0,local,1,False,failure,1.0,True,False,
105,1789628470.5047352,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,209,210,209,,0,local,1,False,failure,0.97,True,False,
106,1789628470.505573,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,211,212,210,,0,local,1,False,failure,0.83,True,False,
107,1789628470.5067015,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,213,214,211,,0,local,1,False,failure,1.13,True,False,
108,1789628470.5075588,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,215,216,216,,0,local,1,False,failure,0.85,True,False,
109,1789628470.5086055,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,217,218,217,,0,local,1,False,failure,1.04,True,False,
110,1789628470.5095065,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,219,220,220,,0,local,1,False,failure,0.9,True,False,
111,1789628470.5106754,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,221,222,222,,0,local,1,False,failure,1.17,True,False,
112,1789628470.5115364,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,223,224,222,,0,local,1,False,failure,0.86,True,False,
113,1789628470.5124238,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,225,226,223,,0,local,1,False,failure,0.88,True,False,
114,1789628470.5135472,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,227,228,228,,0,local,1,False,failure,1.12,True,False,
115,1789628470.515013,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,229,230,230,,0,local,1,False,failure,1.46,True,False,
116,1789628470.515873,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,231,232,230,,0,local,1,False,failure,0.86,True,False,
117,1789628470.516977,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,233,234,233,,0,local,1,False,failure,1.1,True,False,
118,1789628470.5178888,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,235,236,236,,0,local,1,False,failure,0.91,True,False,
119,1789628470.51873,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,237,238,236,,0,local,1,False,failure,0.84,True,False,
120,1789628470.5198781,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,239,240,239,,0,local,1,False,failure,1.14,True,False,
121,1789628470.521091,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,241,242,242,,0,local,1,False,failure,1.21,True,False,
122,1789628470.521987,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,243,244,244,,0,local,1,False,failure,0.89,True,False,
123,1789628470.5229943,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,245,246,244,,0,local,1,False,failure,1.0,True,False,
124,1789628470.5238643,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,247,248,248,,0,local,1,False,failure,0.86,True,False,
125,1789628470.524927,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,249,250,250,,0,local,1,False,failure,1.06,True,False,
126,1789628470.525762,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,251,252,252,,0,local,1,False,failure,0.83,True,False,
127,1789628470.526932,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,253,254,253,,0,local,1,False,failure,1.17,True,False,
128,1789628470.5279284,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,255,256,255,,0,local,1,False,failure,0.99,True,False,
129,1789628470.5291336,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,257,258,258,,0,local,1,False,failure,1.2,True,False,
130,1789628470.5304112,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,259,260,260,,0,local,1,False,failure,1.27,True,False,
131,1789628470.5316527,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,261,262,262,,0,local,1,False,failure,1.24,True,False,
132,1789628470.5326233,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,263,264,263,,0,local,1,False,failure,0.97,True,False,
133,1789628470.5335383,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,265,266,264,,0,local,1,False,failure,0.91,True,False,
134,1789628470.534476,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,267,268,268,,0,local,1,False,failure,0.93,True,False,
135,1789628470.5354621,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,269,270,269,,0,local,1,False,failure,0.98,True,False,
136,1789628470.5362964,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,271,272,272,,0,local,1,False,failure,0.83,True,False,
137,1789628470.5374756,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,273,274,273,,0,local,1,False,failure,1.18,True,False,
138,1789628470.5383916,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,275,276,276,,0,local,1,False,failure,0.91,True,False,
139,1789628470.5396843,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,277,278,278,,0,local,1,False,failure,1.29,True,False,
140,1789628470.5404272,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,279,280,278,,0,local,1,False,failure,0.74,True,False,
141,1789628470.5415547,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,281,282,281,,0,local,1,False,failure,1.12,True,False,
142,1789628470.542574,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,283,284,282,,0,local,1,False,failure,1.02,True,False,
143,1789628470.543781,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,285,286,286,,0,local,1,False,failure,1.2,True,False,
144,1789628470.5447922,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,287,288,288,,0,local,1,False,failure,1.01,True,False,
145,1789628470.5461001,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,289,290,289,,0,local,1,False,failure,1.3,True,False,
146,1789628470.547197,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,291,292,292,,0,local,1,False,failure,1.09,True,False,
147,1789628470.5484762,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,293,294,293,,0,local,1,False,failure,1.28,True,False,
148,1789628470.5494454,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,295,296,295,,0,local,1,False,failure,0.97,True,False,
149,1789628470.5508218,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,297,298,298,,0,local,1,False,failure,1.37,True,False,
150,1789628470.551868,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,299,300,300,,0,local,1,False,failure,1.04,True,False,
151,1789628470.553139,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,301,302,302,,0,local,1,False,failure,1.27,True,False,
152,1789628470.5540748,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,303,304,304,,0,local,1,False,failure,0.93,True,False,
153,1789628470.555397,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,305,306,306,,0,local,1,False,failure,1.32,True,False,
154,1789628470.5563216,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,307,308,307,,0,local,1,False,failure,0.92,True,False,
155,1789628470.5574787,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,309,310,309,,0,local,1,False,failure,1.15,True,False,
156,1789628470.5585053,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,311,312,312,,0,local,1,False,failure,1.02,True,False,
157,1789628470.559429,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,313,314,312,,0,local,1,False,failure,0.92,True,False,
158,1789628470.5604193,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,315,316,315,,0,local,1,False,failure,0.99,True,False,
159,1789628470.5615916,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,317,318,316,,0,local,1,False,failure,1.17,True,False,
160,1789628470.5624626,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,319,320,320,,0,local,1,False,failure,0.87,True,False,
161,1789628470.5638168,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,321,322,322,,0,local,1,False,failure,1.35,True,False,
162,1789628470.564685,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,323,324,323,,0,local,1,False,failure,0.87,True,False,
163,1789628470.565761,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,325,326,325,,0,local,1,False,failure,1.07,True,False,
164,1789628470.5670054,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,327,328,328,,0,local,1,False,failure,1.24,True,False,
165,1789628470.5681877,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,329,330,328,,0,local,1,False,failure,1.18,True,False,
166,1789628470.5691917,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,331,332,331,,0,local,1,False,failure,1.0,True,False,
167,1789628470.5700908,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,333,334,331,,0,local,1,False,failure,0.9,True,False,
168,1789628470.5712082,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,335,336,336,,0,local,1,False,failure,1.11,True,False,
169,1789628470.572441,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,337,338,335,,0,local,1,False,failure,1.23,True,False,
170,1789628470.5733929,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,339,340,339,,0,local,1,False,failure,0.95,True,False,
171,1789628470.5747414,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,341,342,339,,0,local,1,False,failure,1.34,True,False,
172,1789628470.5757308,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,343,344,343,,0,local,1,False,failure,0.99,True,False,
173,1789628470.576839,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,345,346,346,,0,local,1,False,failure,1.11,True,False,
174,1789628470.5778127,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,347,348,347,,0,local,1,False,failure,0.97,True,False,
175,1789628470.579082,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,349,350,349,,0,local,1,False,failure,1.27,True,False,
176,1789628470.5802147,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,351,352,352,,0,local,1,False,failure,1.13,True,False,
177,1789628470.5816016,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,,353,354,354,,0,local,1,False,failure,1.38,True,False,
