iteration,timestamp,client_id,operation,phase,scenario,failed_node,requested_version,observed_version,read_concern,write_concern,causal_session,latency_ms,success,violation,error
43,1789626960.2458444,client_A,WRITE_THEN_READ,normal,failure,,43,43,majority,majority,True,1.05,True,False,
44,1789626960.2468362,client_A,WRITE_THEN_READ,normal,failure,,44,44,majority,majority,True,0.99,True,False,
45,1789626960.2477455,client_A,WRITE_THEN_READ,normal,failure,,45,45,majority,majority,True,0.91,True,False,
46,1789626960.2486513,client_A,WRITE_THEN_READ,normal,failure,,46,46,majority,majority,True,0.9,True,False,
47,1789626960.2496498,client_A,WRITE_THEN_READ,normal,failure,,47,47,majority,majority,True,1.0,True,False,
48,1789626960.2506938,client_A,WRITE_THEN_READ,normal,failure,,48,48,majority,majority,True,1.04,True,False,
49,1789626960.2515895,client_A,WRITE_THEN_READ,normal,failure,,49,49,majority,majority,True,0.89,True,False,
50,1789626960.2525945,client_A,WRITE_THEN_READ,normal,failure,,50,50,majority,majority,True,1.0,True,False,
51,1789626960.2535717,client_A,WRITE_THEN_READ,normal,failure,,51,51,majority,majority,True,0.98,True,False,
52,1789626960.2544894,client_A,WRITE_THEN_READ,normal,failure,,52,52,majority,majority,True,0.92,True,False,
53,1789626960.2557917,client_A,WRITE_THEN_READ,normal,failure,,53,53,majority,majority,True,1.3,True,False,
54,1789626960.2566938,client_A,WRITE_THEN_READ,normal,failure,,54,54,majority,majority,True,0.9,True,False,
55,1789626960.2576275,client_A,WRITE_THEN_READ,normal,failure,,55,55,majority,majority,True,0.93,True,False,
56,1789626960.2585833,client_A,WRITE_THEN_READ,normal,failure,,56,56,majority,majority,True,0.95,True,False,
57,1789626960.2595768,client_A,WRITE_THEN_READ,normal,failure,,57,57,majority,majority,True,0.99,True,False,
58,1789626960.2608542,client_A,WRITE_THEN_READ,normal,failure,,58,58,majority,majority,True,1.28,True,False,
59,1789626960.2617948,client_A,WRITE_THEN_READ,normal,failure,,59,59,majority,majority,True,0.94,True,False,
60,1789626960.2627192,client_A,WRITE_THEN_READ,normal,failure,,60,60,majority,majority,True,0.92,True,False,
61,1789626960.2637174,client_A,WRITE_THEN_READ,normal,failure,,61,61,majority,majority,True,1.0,True,False,
62,1789626960.2646499,client_A,WRITE_THEN_READ,normal,failure,,62,62,majority,majority,True,0.93,True,False,
63,1789626960.2655432,client_A,WRITE_THEN_READ,normal,failure,,63,63,majority,majority,True,0.89,True,False,
64,1789626960.2665591,client_A,WRITE_THEN_READ,normal,failure,,64,64,majority,majority,True,1.01,True,False,
65,1789626960.2676935,client_A,WRITE_THEN_READ,normal,failure,,65,65,majority,majority,True,1.13,True,False,
66,1789626960.2689567,client_A,WRITE_THEN_READ,normal,failure,,66,66,majority,majority,True,1.26,True,False,
67,1789626960.2699156,client_A,WRITE_THEN_READ,normal,failure,,67,67,majority,majority,True,0.96,True,False,
68,1789626960.270846,client_A,WRITE_THEN_READ,normal,failure,,68,68,majority,majority,True,0.93,True,False,
69,1789626960.2720187,client_A,WRITE_THEN_READ,normal,failure,,69,69,majority,majority,True,1.17,True,False,
70,1789626960.2729821,client_A,WRITE_THEN_READ,normal,failure,,70,70,majority,majority,True,0.96,True,False,
71,1789626960.2739882,client_A,WRITE_THEN_READ,normal,failure,,71,71,majority,majority,True,1.0,True,False,
72,1789626960.2750409,client_A,WRITE_THEN_READ,normal,failure,,72,72,majority,majority,True,1.05,True,False,
73,1789626960.2760189,client_A,WRITE_THEN_READ,normal,failure,,73,73,majority,majority,True,0.98,True,False,
74,1789626960.2773106,client_A,WRITE_THEN_READ,normal,failure,,74,74,majority,majority,True,1.29,True,False,
75,1789626960.2783651,client_A,WRITE_THEN_READ,normal,failure,,75,75,majority,majority,True,1.05,True,False,
76,1789626960.2793689,client_A,WRITE_THEN_READ,normal,failure,,76,76,majority,majority,True,1.0,True,False,
77,1789626960.280361,client_A,WRITE_THEN_READ,normal,failure,,77,77,majority,majority,True,0.99,True,False,
78,1789626960.281267,client_A,WRITE_THEN_READ,normal,failure,,78,78,majority,majority,True,0.9,True,False,
79,1789626960.282152,client_A,WRITE_THEN_READ,normal,failure,,79,79,majority,majority,True,0.88,True,False,
80,1789626960.2831833,client_A,WRITE_THEN_READ,normal,failure,,80,80,majority,majority,True,1.03,True,False,
81,1789626960.2843263,client_A,WRITE_THEN_READ,normal,failure,,81,81,majority,majority,True,1.14,True,False,
82,1789626960.2854605,client_A,WRITE_THEN_READ,normal,failure,,82,82,majority,majority,True,1.13,True,False,
83,1789626960.286275,client_A,WRITE_THEN_READ,normal,failure,,83,83,majority,majority,True,0.81,True,False,
84,1789626960.2871828,client_A,WRITE_THEN_READ,normal,failure,,84,84,majority,majority,True,0.91,True,False,
85,1789626960.2882044,client_A,WRITE_THEN_READ,normal,failure,,85,85,majority,majority,True,1.02,True,False,
86,1789626960.289137,client_A,WRITE_THEN_READ,normal,failure,,86,86,majority,majority,True,0.93,True,False,
87,1789626960.290109,client_A,WRITE_THEN_READ,normal,failure,,87,87,majority,majority,True,0.97,True,False,
88,1789626960.2910924,client_A,WRITE_THEN_READ,normal,failure,,88,88,majority,majority,True,0.98,True,False,
89,1789626960.2920763,client_A,WRITE_THEN_READ,normal,failure,,89,89,majority,majority,True,0.98,True,False,
90,1789626960.2935178,client_A,WRITE_THEN_READ,normal,failure,,90,90,majority,majority,True,1.44,True,False,
91,1789626960.2944393,client_A,WRITE_THEN_READ,normal,failure,,91,91,majority,majority,True,0.92,True,False,
92,1789626960.29537,client_A,WRITE_THEN_READ,normal,failure,,92,92,majority,majority,True,0.93,True,False,
93,1789626960.2964919,client_A,WRITE_THEN_READ,normal,failure,,93,93,majority,majority,True,1.12,True,False,
94,1789626960.297464,client_A,WRITE_THEN_READ,normal,failure,,94,94,majority,majority,True,0.97,True,False,
95,1789626960.2984428,client_A,WRITE_THEN_READ,normal,failure,,95,95,majority,majority,True,0.98,True,False,
96,1789626960.2993715,client_A,WRITE_THEN_READ,normal,failure,,96,96,majority,majority,True,0.93,True,False,
97,1789626960.3003416,client_A,WRITE_THEN_READ,normal,failure,,97,97,majority,majority,True,0.97,True,False,
98,1789626960.3013368,client_A,WRITE_THEN_READ,normal,failure,,98,98,majority,majority,True,0.99,True,False,
99,1789626960.3022597,client_A,WRITE_THEN_READ,normal,failure,,99,99,majority,majority,True,0.92,True,False,
100,1789626960.3032286,client_A,WRITE_THEN_READ,normal,failure,,100,100,majority,majority,True,0.97,True,False,
101,1789626960.3043296,client_A,WRITE_THEN_READ,normal,failure,,101,101,majority,majority,True,1.08,True,False,
102,1789626960.30521,client_A,WRITE_THEN_READ,normal,failure,,102,102,majority,majority,True,0.88,True,False,
103,1789626960.3062165,client_A,WRITE_THEN_READ,normal,failure,,103,103,majority,majority,True,1.0,True,False,
104,1789626960.307248,client_A,WRITE_THEN_READ,normal,failure,,104,104,majority,majority,True,1.03,True,False,
105,1789626960.308155,client_A,WRITE_THEN_READ,normal,failure,,105,105,majority,majority,True,0.9,True,False,
106,1789626960.309362,client_A,WRITE_THEN_READ,normal,failure,,106,106,majority,majority,True,1.2,True,False,
107,1789626960.310237,client_A,WRITE_THEN_READ,normal,failure,,107,107,majority,majority,True,0.87,True,False,
108,1789626960.311126,client_A,WRITE_THEN_READ,normal,failure,,108,108,majority,majority,True,0.89,True,False,
109,1789626960.3119197,client_A,WRITE_THEN_READ,normal,failure,,109,109,majority,majority,True,0.79,True,False,
110,1789626960.3127666,client_A,WRITE_THEN_READ,normal,failure,,110,110,majority,majority,True,0.84,True,False,
111,1789626960.3137321,client_A,WRITE_THEN_READ,normal,failure,,111,111,majority,majority,True,0.96,True,False,
112,1789626960.3147311,client_A,WRITE_THEN_READ,normal,failure,,112,112,majority,majority,True,1.0,True,False,
113,1789626960.315588,client_A,WRITE_THEN_READ,normal,failure,,113,113,majority,majority,True,0.85,True,False,
114,1789626960.3166118,client_A,WRITE_THEN_READ,normal,failure,,114,114,majority,majority,True,1.02,True,False,
115,1789626960.317641,client_A,WRITE_THEN_READ,normal,failure,,115,115,majority,majority,True,1.03,True,False,
116,1789626960.3185346,client_A,WRITE_THEN_READ,normal,failure,,116,116,majority,majority,True,0.89,True,False,
117,1789626960.3196037,client_A,WRITE_THEN_READ,normal,failure,,117,117,majority,majority,True,1.07,True,False,
118,1789626960.3205688,client_A,WRITE_THEN_READ,normal,failure,,118,118,majority,majority,True,0.96,True,False,
119,1789626960.3215325,client_A,WRITE_THEN_READ,normal,failure,,119,119,majority,majority,True,0.96,True,False,
120,1789626960.3225079,client_A,WRITE_THEN_READ,normal,failure,,120,120,majority,majority,True,0.97,True,False,
121,1789626960.323376,client_A,WRITE_THEN_READ,normal,failure,,121,121,majority,majority,True,0.87,True,False,
122,1789626960.3254411,client_A,WRITE_THEN_READ,normal,failure,,122,122,majority,majority,True,2.06,True,False,
123,1789626960.326421,client_A,WRITE_THEN_READ,normal,failure,,123,123,majority,majority,True,0.98,True,False,
124,1789626960.327317,client_A,WRITE_THEN_READ,normal,failure,,124,124,majority,majority,True,0.89,True,False,
125,1789626960.3282588,client_A,WRITE_THEN_READ,normal,failure,,125,125,majority,majority,True,0.94,True,False,
126,1789626960.3292572,client_A,WRITE_THEN_READ,normal,failure,,126,126,majority,majority,True,1.0,True,False,
127,1789626960.330203,client_A,WRITE_THEN_READ,normal,failure,,127,127,majority,majority,True,0.94,True,False,
128,1789626960.3313017,client_A,WRITE_THEN_READ,normal,failure,,128,128,majority,majority,True,1.1,True,False,
129,1789626960.332289,client_A,WRITE_THEN_READ,normal,failure,,129,129,majority,majority,True,0.99,True,False,
130,1789626960.333461,client_A,WRITE_THEN_READ,normal,failure,,130,130,majority,majority,True,1.17,True,False,
131,1789626960.3345115,client_A,WRITE_THEN_READ,normal,failure,,131,131,majority,majority,True,1.05,True,False,
132,1789626960.3354206,client_A,WRITE_THEN_READ,normal,failure,,132,132,majority,majority,True,0.91,True,False,
133,1789626960.336484,client_A,WRITE_THEN_READ,normal,failure,,133,133,majority,majority,True,1.06,True,False,
134,1789626960.3374445,client_A,WRITE_THEN_READ,normal,failure,,134,134,majority,majority,True,0.96,True,False,
135,1789626960.338392,client_A,WRITE_THEN_READ,normal,failure,,135,135,majority,majority,True,0.95,True,False,
136,1789626960.339395,client_A,WRITE_THEN_READ,normal,failure,,136,136,majority,majority,True,1.0,True,False,
137,1789626960.3403578,client_A,WRITE_THEN_READ,normal,failure,,137,137,majority,majority,True,0.96,True,False,
138,1789626960.3416846,client_A,WRITE_THEN_READ,normal,failure,,138,138,majority,majority,True,1.32,True,False,
139,1789626960.3428595,client_A,WRITE_THEN_READ,normal,failure,,139,139,majority,majority,True,1.17,True,False,
140,1789626960.3437629,client_A,WRITE_THEN_READ,normal,failure,,140,140,majority,majority,True,0.9,True,False,
141,1789626960.3446774,client_A,WRITE_THEN_READ,normal,failure,,141,141,majority,majority,True,0.91,True,False,
142,1789626960.3456218,client_A,WRITE_THEN_READ,normal,failure,,142,142,majority,majority,True,0.94,True,False,
143,1789626960.346625,client_A,WRITE_THEN_READ,normal,failure,,143,143,majority,majority,True,1.0,True,False,
144,1789626960.3477938,client_A,WRITE_THEN_READ,normal,failure,,144,144,majority,majority,True,1.17,True,False,
145,1789626960.3487606,client_A,WRITE_THEN_READ,normal,failure,,145,145,majority,majority,True,0.96,True,False,
146,1789626960.349883,client_A,WRITE_THEN_READ,normal,failure,,146,146,majority,majority,True,1.12,True,False,
147,1789626960.3508935,client_A,WRITE_THEN_READ,normal,failure,,147,147,majority,majority,True,1.01,True,False,
148,1789626960.3518205,client_A,WRITE_THEN_READ,normal,failure,,148,148,majority,majority,True,0.92,True,False,
149,1789626960.3529131,client_A,WRITE_THEN_READ,normal,failure,,149,149,majority,majority,True,1.09,True,False,
150,1789626960.3538692,client_A,WRITE_THEN_READ,normal,failure,,150,150,majority,majority,True,0.95,True,False,
151,1789626960.3549316,client_A,WRITE_THEN_READ,normal,failure,,151,151,majority,majority,True,1.06,True,False,
152,1789626960.3558755,client_A,WRITE_THEN_READ,normal,failure,,152,152,majority,majority,True,0.94,True,False,
153,1789626960.3568802,client_A,WRITE_THEN_READ,normal,failure,,153,153,majority,majority,True,1.0,True,False,
154,1789626960.3584092,client_A,WRITE_THEN_READ,normal,failure,,154,154,majority,majority,True,1.53,True,False,
155,1789626960.3594568,client_A,WRITE_THEN_READ,normal,failure,,155,155,majority,majority,True,1.05,True,False,
156,1789626960.3604264,client_A,WRITE_THEN_READ,normal,failure,,156,156,majority,majority,True,0.97,True,False,
157,1789626960.3613982,client_A,WRITE_THEN_READ,normal,failure,,157,157,majority,majority,True,0.97,True,False,
158,1789626960.3624578,client_A,WRITE_THEN_READ,normal,failure,,158,158,majority,majority,True,1.06,True,False,
159,1789626960.3633978,client_A,WRITE_THEN_READ,normal,failure,,159,159,majority,majority,True,0.94,True,False,
160,1789626960.364375,client_A,WRITE_THEN_READ,normal,failure,,160,160,majority,majority,True,0.98,True,False,
161,1789626960.365389,client_A,WRITE_THEN_READ,normal,failure,,161,161,majority,majority,True,1.01,True,False,
162,1789626960.3665838,client_A,WRITE_THEN_READ,normal,failure,,162,162,majority,majority,True,1.19,True,False,
163,1789626960.3675513,client_A,WRITE_THEN_READ,normal,failure,,163,163,majority,majority,True,0.97,True,False,
164,1789626960.3685176,client_A,WRITE_THEN_READ,normal,failure,,164,164,majority,majority,True,0.96,True,False,
165,1789626960.369727,client_A,WRITE_THEN_READ,normal,failure,,165,165,majority,majority,True,1.21,True,False,
166,1789626960.370789,client_A,WRITE_THEN_READ,normal,failure,,166,166,majority,majority,True,1.06,True,False,
167,1789626960.371714,client_A,WRITE_THEN_READ,normal,failure,,167,167,majority,majority,True,0.92,True,False,
168,1789626960.372667,client_A,WRITE_THEN_READ,normal,failure,,168,168,majority,majority,True,0.95,True,False,
169,1789626960.3736148,client_A,WRITE_THEN_READ,normal,failure,,169,169,majority,majority,True,0.95,True,False,
170,1789626960.3749173,client_A,WRITE_THEN_READ,normal,failure,,170,170,majority,majority,True,1.3,True,False,
171,1789626960.3760893,client_A,WRITE_THEN_READ,normal,failure,,171,171,majority,majority,True,1.17,True,False,
172,1789626960.3771167,client_A,WRITE_THEN_READ,normal,failure,,172,172,majority,majority,True,1.02,True,False,
173,1789626960.378192,client_A,WRITE_THEN_READ,normal,failure,,173,173,majority,majority,True,1.07,True,False,
174,1789626960.3793411,client_A,WRITE_THEN_READ,normal,failure,,174,174,majority,majority,True,1.15,True,False,
175,1789626960.3805342,client_A,WRITE_THEN_READ,normal,failure,,175,175,majority,majority,True,1.19,True,False,
176,1789626960.3818984,client_A,WRITE_THEN_READ,normal,failure,,176,176,majority,majority,True,1.36,True,False,
177,1789626960.383132,client_A,WRITE_THEN_READ,normal,failure,,177,177,majority,majority,True,1.23,True,False,
178,1789626960.384271,client_A,WRITE_THEN_READ,normal,failure,,178,178,majority,majority,True,1.14,True,False,
179,1789626960.3854692,client_A,WRITE_THEN_READ,normal,failure,,179,179,majority,majority,True,1.2,True,False,
180,1789626960.3866317,client_A,WRITE_THEN_READ,normal,failure,,180,180,majority,majority,True,1.16,True,False,
181,1789626960.3878796,client_A,WRITE_THEN_READ,normal,failure,,181,181,majority,majority,True,1.25,True,False,
182,1789626960.3888555,client_A,WRITE_THEN_READ,normal,failure,,182,182,majority,majority,True,0.97,True,False,
183,1789626960.3898323,client_A,WRITE_THEN_READ,normal,failure,,183,183,majority,majority,True,0.97,True,False,
184,1789626960.3909304,client_A,WRITE_THEN_READ,normal,failure,,184,184,majority,majority,True,1.1,True,False,
185,1789626960.3918471,client_A,WRITE_THEN_READ,normal,failure,,185,185,majority,majority,True,0.91,True,False,
186,1789626960.3931062,client_A,WRITE_THEN_READ,normal,failure,,186,186,majority,majority,True,1.26,True,False,
187,1789626960.394034,client_A,WRITE_THEN_READ,normal,failure,,187,187,majority,majority,True,0.93,True,False,
188,1789626960.3949692,client_A,WRITE_THEN_READ,normal,failure,,188,188,majority,majority,True,0.93,True,False,
189,1789626960.3960009,client_A,WRITE_THEN_READ,normal,failure,,189,189,majority,majority,True,1.03,True,False,
190,1789626960.3969593,client_A,WRITE_THEN_READ,normal,failure,,190,190,majority,majority,True,0.96,True,False,
191,1789626960.39796,client_A,WRITE_THEN_READ,normal,failure,,191,191,majority,majority,True,1.0,True,False,
192,1789626960.399151,client_A,WRITE_THEN_READ,normal,failure,,192,192,majority,majority,True,1.19,True,False,
193,1789626960.4001052,client_A,WRITE_THEN_READ,normal,failure,,193,193,majority,majority,True,0.95,True,False,
194,1789626960.4013288,client_A,WRITE_THEN_READ,normal,failure,,194,194,majority,majority,True,1.22,True,False,
195,1789626960.4023783,client_A,WRITE_THEN_READ,normal,failure,,195,195,majority,majority,True,1.05,True,False,
196,1789626960.403312,client_A,WRITE_THEN_READ,normal,failure,,196,196,majority,majority,True,0.93,True,False,
197,1789626960.4044466,client_A,WRITE_THEN_READ,normal,failure,,197,197,majority,majority,True,1.13,True,False,
198,1789626960.405386,client_A,WRITE_THEN_READ,normal,failure,,198,198,majority,majority,True,0.94,True,False,
199,1789626960.4064572,client_A,WRITE_THEN_READ,normal,failure,,199,199,majority,majority,True,1.07,True,False,
200,1789626970.9639835,client_A,WRITE_THEN_READ,failure,failure,mongo1,200,200,majority,majority,True,336.06,True,False,
201,1789626970.968358,client_A,WRITE_THEN_READ,failure,failure,mongo1,201,201,majority,majority,True,4.25,True,False,
202,1789626970.971751,client_A,WRITE_THEN_READ,failure,failure,mongo1,202,202,majority,majority,True,3.38,True,False,
203,1789626970.9746213,client_A,WRITE_THEN_READ,failure,failure,mongo1,203,203,majority,majority,True,2.86,True,False,
204,1789626970.9768608,client_A,WRITE_THEN_READ,failure,failure,mongo1,204,204,majority,majority,True,2.23,True,False,
205,1789626970.9792993,client_A,WRITE_THEN_READ,failure,failure,mongo1,205,205,majority,majority,True,2.43,True,False,
206,1789626970.981551,client_A,WRITE_THEN_READ,failure,failure,mongo1,206,206,majority,majority,True,2.24,True,False,
207,1789626970.984491,client_A,WRITE_THEN_READ,failure,failure,mongo1,207,207,majority,majority,True,2.93,True,False,
208,1789626970.9873886,client_A,WRITE_THEN_READ,failure,failure,mongo1,208,208,majority,majority,True,2.88,True,False,
209,1789626970.9901328,client_A,WRITE_THEN_READ,failure,failure,mongo1,209,209,majority,majority,True,2.74,True,False,
210,1789626970.9944746,client_A,WRITE_THEN_READ,failure,failure,mongo1,210,210,majority,majority,True,4.34,True,False,
211,1789626970.9965842,client_A,WRITE_THEN_READ,failure,failure,mongo1,211,211,majority,majority,True,2.1,True,False,
212,1789626970.9989731,client_A,WRITE_THEN_READ,failure,failure,mongo1,212,212,majority,majority,True,2.38,True,False,
213,1789626971.0007553,client_A,WRITE_THEN_READ,failure,failure,mongo1,213,213,majority,majority,True,1.78,True,False,
214,1789626971.0036013,client_A,WRITE_THEN_READ,failure,failure,mongo1,214,214,majority,majority,True,2.84,True,False,
215,1789626971.0051877,client_A,WRITE_THEN_READ,failure,failure,mongo1,215,215,majority,majority,True,1.58,True,False,
216,1789626971.006679,client_A,WRITE_THEN_READ,failure,failure,mongo1,216,216,majority,majority,True,1.49,True,False,
217,1789626971.0082564,client_A,WRITE_THEN_READ,failure,failure,mongo1,217,217,majority,majority,True,1.57,True,False,
218,1789626971.0104792,client_A,WRITE_THEN_READ,failure,failure,mongo1,218,218,majority,majority,True,2.22,True,False,
219,1789626971.0121963,client_A,WRITE_THEN_READ,failure,failure,mongo1,219,219,majority,majority,True,1.71,True,False,
220,1789626971.0146897,client_A,WRITE_THEN_READ,failure,failure,mongo1,220,220,majority,majority,True,2.49,True,False,
221,1789626971.0162852,client_A,WRITE_THEN_READ,failure,failure,mongo1,221,221,majority,majority,True,1.59,True,False,
222,1789626971.01799,client_A,WRITE_THEN_READ,failure,failure,mongo1,222,222,majority,majority,True,1.7,True,False,
223,1789626971.0194857,client_A,WRITE_THEN_READ,failure,failure,mongo1,223,223,majority,majority,True,1.49,True,False,
224,1789626971.0207994,client_A,WRITE_THEN_READ,failure,failure,mongo1,224,224,majority,majority,True,1.31,True,False,
225,1789626971.0224547,client_A,WRITE_THEN_READ,failure,failure,mongo1,225,225,majority,majority,True,1.65,True,False,
226,1789626971.023946,client_A,WRITE_THEN_READ,failure,failure,mongo1,226,226,majority,majority,True,1.49,True,False,
227,1789626971.0253315,client_A,WRITE_THEN_READ,failure,failure,mongo1,227,227,majority,majority,True,1.38,True,False,
228,1789626971.026788,client_A,WRITE_THEN_READ,failure,failure,mongo1,228,228,majority,majority,True,1.45,True,False,
229,1789626971.028107,client_A,WRITE_THEN_READ,failure,failure,mongo1,229,229,majority,majority,True,1.32,True,False,
230,1789626971.0293105,client_A,WRITE_THEN_READ,failure,failure,mongo1,230,230,majority,majority,True,1.2,True,False,
231,1789626971.031259,client_A,WRITE_THEN_READ,failure,failure,mongo1,231,231,majority,majority,True,1.95,True,False,
232,1789626971.032851,client_A,WRITE_THEN_READ,failure,failure,mongo1,232,232,majority,majority,True,1.59,True,False,
233,1789626971.0342903,client_A,WRITE_THEN_READ,failure,failure,mongo1,233,233,majority,majority,True,1.44,True,False,
234,1789626971.035863,client_A,WRITE_THEN_READ,failure,failure,mongo1,234,234,majority,majority,True,1.57,True,False,
235,1789626971.0372088,client_A,WRITE_THEN_READ,failure,failure,mongo1,235,235,majority,majority,True,1.34,True,False,
236,1789626971.0385587,client_A,WRITE_THEN_READ,failure,failure,mongo1,236,236,majority,majority,True,1.35,True,False,
237,1789626971.039622,client_A,WRITE_THEN_READ,failure,failure,mongo1,237,237,majority,majority,True,1.06,True,False,
238,1789626971.0406973,client_A,WRITE_THEN_READ,failure,failure,mongo1,238,238,majority,majority,True,1.07,True,False,
239,1789626971.041836,client_A,WRITE_THEN_READ,failure,failure,mongo1,239,239,majority,majority,True,1.14,True,False,
240,1789626971.0430186,client_A,WRITE_THEN_READ,failure,failure,mongo1,240,240,majority,majority,True,1.18,True,False,
241,1789626971.0441356,client_A,WRITE_THEN_READ,failure,failure,mongo1,241,241,majority,majority,True,1.12,True,False,
242,1789626971.0464432,client_A,WRITE_THEN_READ,failure,failure,mongo1,242,242,majority,majority,True,2.31,True,False,
243,1789626971.047349,client_A,WRITE_THEN_READ,failure,failure,mongo1,243,243,majority,majority,True,0.9,True,False,
244,1789626971.0482464,client_A,WRITE_THEN_READ,failure,failure,mongo1,244,244,majority,majority,True,0.9,True,False,
245,1789626971.0490108,client_A,WRITE_THEN_READ,failure,failure,mongo1,245,245,majority,majority,True,0.76,True,False,
246,1789626971.0497682,client_A,WRITE_THEN_READ,failure,failure,mongo1,246,246,majority,majority,True,0.76,True,False,
247,1789626971.0506716,client_A,WRITE_THEN_READ,failure,failure,mongo1,247,247,majority,majority,True,0.9,True,False,
248,1789626971.0514195,client_A,WRITE_THEN_READ,failure,failure,mongo1,248,248,majority,majority,True,0.75,True,False,
249,1789626971.0522325,client_A,WRITE_THEN_READ,failure,failure,mongo1,249,249,majority,majority,True,0.81,True,False,
