timestamp,client_id,operation,phase,requested_version,observed_version,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
1789718944.975766,client_A,WRITE_THEN_READ,normal_codexrun,51,-1,local,1,False,normal_codexrun,0.28,True,True,
1789718944.976043,client_A,WRITE_THEN_READ,normal_codexrun,52,-1,local,1,False,normal_codexrun,0.28,True,True,
1789718944.976317,client_A,WRITE_THEN_READ,normal_codexrun,53,-1,local,1,False,normal_codexrun,0.27,True,True,
1789718944.976581,client_A,WRITE_THEN_READ,normal_codexrun,54,-1,local,1,False,normal_codexrun,0.26,True,True,
1789718944.97684,client_A,WRITE_THEN_READ,normal_codexrun,55,-1,local,1,False,normal_codexrun,0.26,True,True,
1789718944.9770958,client_A,WRITE_THEN_READ,normal_codexrun,56,-1,local,1,False,normal_codexrun,0.25,True,True,
1789718944.9773571,client_A,WRITE_THEN_READ,normal_codexrun,57,-1,local,1,False,normal_codexrun,0.26,True,True,
1789718944.977615,client_A,WRITE_THEN_READ,normal_codexrun,58,-1,local,1,False,normal_codexrun,0.26,True,True,
1789718944.9778671,client_A,WRITE_THEN_READ,normal_codexrun,59,-1,local,1,False,normal_codexrun,0.25,True,True,
1789718944.978126,client_A,WRITE_THEN_READ,normal_codexrun,60,-1,local,1,False,normal_codexrun,0.26,True,True,
1789718944.978464,client_A,WRITE_THEN_READ,normal_codexrun,61,-1,local,1,False,normal_codexrun,0.34,True,True,
1789718944.9788501,client_A,WRITE_THEN_READ,normal_codexrun,62,1,local,1,False,normal_codexrun,0.39,True,True,
1789718944.979193,client_A,WRITE_THEN_READ,normal_codexrun,63,2,local,1,False,normal_codexrun,0.34,True,True,
1789718944.97968,client_A,WRITE_THEN_READ,normal_codexrun,64,2,local,1,False,normal_codexrun,0.49,True,True,
1789718944.980011,client_A,WRITE_THEN_READ,normal_codexrun,65,-1,local,1,False,normal_codexrun,0.33,True,True,
1789718944.980309,client_A,WRITE_THEN_READ,normal_codexrun,66,-1,local,1,False,normal_codexrun,0.3,True,True,
1789718944.9806552,client_A,WRITE_THEN_READ,normal_codexrun,67,64,local,1,False,normal_codexrun,0.34,True,True,
1789718944.98105,client_A,WRITE_THEN_READ,normal_codexrun,68,67,local,1,False,normal_codexrun,0.39,True,True,
1789718944.981369,client_A,WRITE_THEN_READ,normal_codexrun,69,68,local,1,False,normal_codexrun,0.32,True,True,
1789718944.981782,client_A,WRITE_THEN_READ,normal_codexrun,70,69,local,1,False,normal_codexrun,0.41,True,True,
1789718944.9821818,client_A,WRITE_THEN_READ,normal_codexrun,71,-1,local,1,False,normal_codexrun,0.4,True,True,
1789718944.9826372,client_A,WRITE_THEN_READ,normal_codexrun,72,71,local,1,False,normal_codexrun,0.45,True,True,
1789718944.982999,client_A,WRITE_THEN_READ,normal_codexrun,73,72,local,1,False,normal_codexrun,0.36,True,True,
1789718944.983329,client_A,WRITE_THEN_READ,normal_codexrun,74,73,local,1,False,normal_codexrun,0.33,True,True,
1789718944.9836311,client_A,WRITE_THEN_READ,normal_codexrun,75,74,local,1,False,normal_codexrun,0.3,True,True,
1789718944.983944,client_A,WRITE_THEN_READ,normal_codexrun,76,71,local,1,False,normal_codexrun,0.31,True,True,
1789718944.984267,client_A,WRITE_THEN_READ,normal_codexrun,77,73,local,1,False,normal_codexrun,0.32,True,True,
1789718944.984599,client_A,WRITE_THEN_READ,normal_codexrun,78,76,local,1,False,normal_codexrun,0.33,True,True,
1789718944.9848928,client_A,WRITE_THEN_READ,normal_codexrun,79,78,local,1,False,normal_codexrun,0.29,True,True,
1789718944.985179,client_A,WRITE_THEN_READ,normal_codexrun,80,79,local,1,False,normal_codexrun,0.29,True,True,
1789718944.985585,client_A,WRITE_THEN_READ,normal_codexrun,81,80,local,1,False,normal_codexrun,0.41,True,True,
1789718944.9860349,client_A,WRITE_THEN_READ,normal_codexrun,82,81,local,1,False,normal_codexrun,0.45,True,True,
1789718944.98645,client_A,WRITE_THEN_READ,normal_codexrun,83,82,local,1,False,normal_codexrun,0.41,True,True,
1789718944.9868858,client_A,WRITE_THEN_READ,normal_codexrun,84,83,local,1,False,normal_codexrun,0.43,True,True,
1789718944.9872901,client_A,WRITE_THEN_READ,normal_codexrun,85,84,local,1,False,normal_codexrun,0.4,True,True,
1789718944.987674,client_A,WRITE_THEN_READ,normal_codexrun,86,85,local,1,False,normal_codexrun,0.38,True,True,
1789718944.988064,client_A,WRITE_THEN_READ,normal_codexrun,87,86,local,1,False,normal_codexrun,0.39,True,True,
1789718944.988468,client_A,WRITE_THEN_READ,normal_codexrun,88,87,local,1,False,normal_codexrun,0.4,True,True,
1789718944.988889,client_A,WRITE_THEN_READ,normal_codexrun,89,88,local,1,False,normal_codexrun,0.42,True,True,
1789718944.989229,client_A,WRITE_THEN_READ,normal_codexrun,90,89,local,1,False,normal_codexrun,0.34,True,True,
1789718944.9895198,client_A,WRITE_THEN_READ,normal_codexrun,91,90,local,1,False,normal_codexrun,0.29,True,True,
1789718944.989818,client_A,WRITE_THEN_READ,normal_codexrun,92,91,local,1,False,normal_codexrun,0.3,True,True,
1789718944.99015,client_A,WRITE_THEN_READ,normal_codexrun,93,92,local,1,False,normal_codexrun,0.33,True,True,
1789718944.9904482,client_A,WRITE_THEN_READ,normal_codexrun,94,93,local,1,False,normal_codexrun,0.3,True,True,
1789718944.990777,client_A,WRITE_THEN_READ,normal_codexrun,95,94,local,1,False,normal_codexrun,0.33,True,True,
1789718944.9910989,client_A,WRITE_THEN_READ,normal_codexrun,96,95,local,1,False,normal_codexrun,0.32,True,True,
1789718944.991423,client_A,WRITE_THEN_READ,normal_codexrun,97,96,local,1,False,normal_codexrun,0.32,True,True,
1789718944.99174,client_A,WRITE_THEN_READ,normal_codexrun,98,97,local,1,False,normal_codexrun,0.32,True,True,
1789718944.992051,client_A,WRITE_THEN_READ,normal_codexrun,99,98,local,1,False,normal_codexrun,0.31,True,True,
1789718944.992385,client_A,WRITE_THEN_READ,normal_codexrun,100,99,local,1,False,normal_codexrun,0.33,True,True,
1789718944.992737,client_A,WRITE_THEN_READ,normal_codexrun,101,100,local,1,False,normal_codexrun,0.35,True,True,
1789718944.993104,client_A,WRITE_THEN_READ,normal_codexrun,102,101,local,1,False,normal_codexrun,0.37,True,True,
1789718944.9933991,client_A,WRITE_THEN_READ,normal_codexrun,103,102,local,1,False,normal_codexrun,0.29,True,True,
1789718944.993682,client_A,WRITE_THEN_READ,normal_codexrun,104,103,local,1,False,normal_codexrun,0.28,True,True,
1789718944.9940548,client_A,WRITE_THEN_READ,normal_codexrun,105,104,local,1,False,normal_codexrun,0.37,True,True,
1789718944.99438,client_A,WRITE_THEN_READ,normal_codexrun,106,105,local,1,False,normal_codexrun,0.32,True,True,
1789718944.9947278,client_A,WRITE_THEN_READ,normal_codexrun,107,106,local,1,False,normal_codexrun,0.35,True,True,
1789718944.99503,client_A,WRITE_THEN_READ,normal_codexrun,108,107,local,1,False,normal_codexrun,0.3,True,True,
1789718944.9954,client_A,WRITE_THEN_READ,normal_codexrun,109,109,local,1,False,normal_codexrun,0.37,True,False,
1789718944.995719,client_A,WRITE_THEN_READ,normal_codexrun,110,109,local,1,False,normal_codexrun,0.32,True,True,
1789718944.9960692,client_A,WRITE_THEN_READ,normal_codexrun,111,110,local,1,False,normal_codexrun,0.35,True,True,
1789718944.9964218,client_A,WRITE_THEN_READ,normal_codexrun,112,111,local,1,False,normal_codexrun,0.35,True,True,
1789718944.9967098,client_A,WRITE_THEN_READ,normal_codexrun,113,112,local,1,False,normal_codexrun,0.29,True,True,
1789718944.997036,client_A,WRITE_THEN_READ,normal_codexrun,114,113,local,1,False,normal_codexrun,0.32,True,True,
1789718944.997302,client_A,WRITE_THEN_READ,normal_codexrun,115,114,local,1,False,normal_codexrun,0.26,True,True,
1789718944.997616,client_A,WRITE_THEN_READ,normal_codexrun,116,115,local,1,False,normal_codexrun,0.31,True,True,
1789718944.9978938,client_A,WRITE_THEN_READ,normal_codexrun,117,116,local,1,False,normal_codexrun,0.28,True,True,
1789718944.998196,client_A,WRITE_THEN_READ,normal_codexrun,118,117,local,1,False,normal_codexrun,0.3,True,True,
1789718944.998464,client_A,WRITE_THEN_READ,normal_codexrun,119,118,local,1,False,normal_codexrun,0.27,True,True,
1789718944.9987168,client_A,WRITE_THEN_READ,normal_codexrun,120,119,local,1,False,normal_codexrun,0.25,True,True,
1789718944.9990568,client_A,WRITE_THEN_READ,normal_codexrun,121,120,local,1,False,normal_codexrun,0.34,True,True,
1789718944.9993558,client_A,WRITE_THEN_READ,normal_codexrun,122,121,local,1,False,normal_codexrun,0.3,True,True,
1789718944.999635,client_A,WRITE_THEN_READ,normal_codexrun,123,122,local,1,False,normal_codexrun,0.28,True,True,
1789718944.999996,client_A,WRITE_THEN_READ,normal_codexrun,124,123,local,1,False,normal_codexrun,0.36,True,True,
1789718945.0003,client_A,WRITE_THEN_READ,normal_codexrun,125,124,local,1,False,normal_codexrun,0.3,True,True,
1789718945.000633,client_A,WRITE_THEN_READ,normal_codexrun,126,125,local,1,False,normal_codexrun,0.33,True,True,
1789718945.000928,client_A,WRITE_THEN_READ,normal_codexrun,127,126,local,1,False,normal_codexrun,0.29,True,True,
1789718945.00119,client_A,WRITE_THEN_READ,normal_codexrun,128,127,local,1,False,normal_codexrun,0.26,True,True,
1789718945.001438,client_A,WRITE_THEN_READ,normal_codexrun,129,128,local,1,False,normal_codexrun,0.25,True,True,
1789718945.001782,client_A,WRITE_THEN_READ,normal_codexrun,130,129,local,1,False,normal_codexrun,0.34,True,True,
1789718945.0020769,client_A,WRITE_THEN_READ,normal_codexrun,131,130,local,1,False,normal_codexrun,0.29,True,True,
1789718945.002487,client_A,WRITE_THEN_READ,normal_codexrun,132,131,local,1,False,normal_codexrun,0.41,True,True,
1789718945.00281,client_A,WRITE_THEN_READ,normal_codexrun,133,132,local,1,False,normal_codexrun,0.32,True,True,
1789718945.003114,client_A,WRITE_THEN_READ,normal_codexrun,134,133,local,1,False,normal_codexrun,0.3,True,True,
1789718945.003409,client_A,WRITE_THEN_READ,normal_codexrun,135,134,local,1,False,normal_codexrun,0.29,True,True,
1789718945.0037088,client_A,WRITE_THEN_READ,normal_codexrun,136,135,local,1,False,normal_codexrun,0.3,True,True,
1789718945.004066,client_A,WRITE_THEN_READ,normal_codexrun,137,136,local,1,False,normal_codexrun,0.36,True,True,
1789718945.004417,client_A,WRITE_THEN_READ,normal_codexrun,138,137,local,1,False,normal_codexrun,0.35,True,True,
1789718945.004695,client_A,WRITE_THEN_READ,normal_codexrun,139,138,local,1,False,normal_codexrun,0.28,True,True,
1789718945.0050051,client_A,WRITE_THEN_READ,normal_codexrun,140,139,local,1,False,normal_codexrun,0.31,True,True,
1789718945.0052989,client_A,WRITE_THEN_READ,normal_codexrun,141,140,local,1,False,normal_codexrun,0.29,True,True,
1789718945.005558,client_A,WRITE_THEN_READ,normal_codexrun,142,141,local,1,False,normal_codexrun,0.26,True,True,
1789718945.0058172,client_A,WRITE_THEN_READ,normal_codexrun,143,142,local,1,False,normal_codexrun,0.26,True,True,
1789718945.0060642,client_A,WRITE_THEN_READ,normal_codexrun,144,143,local,1,False,normal_codexrun,0.25,True,True,
1789718945.006405,client_A,WRITE_THEN_READ,normal_codexrun,145,144,local,1,False,normal_codexrun,0.34,True,True,
1789718945.006727,client_A,WRITE_THEN_READ,normal_codexrun,146,145,local,1,False,normal_codexrun,0.32,True,True,
1789718945.006987,client_A,WRITE_THEN_READ,normal_codexrun,147,146,local,1,False,normal_codexrun,0.26,True,True,
1789718945.007273,client_A,WRITE_THEN_READ,normal_codexrun,148,147,local,1,False,normal_codexrun,0.28,True,True,
1789718945.00755,client_A,WRITE_THEN_READ,normal_codexrun,149,148,local,1,False,normal_codexrun,0.28,True,True,
1789718945.007901,client_A,WRITE_THEN_READ,normal_codexrun,150,149,local,1,False,normal_codexrun,0.35,True,True,
1789718945.0082712,client_A,WRITE_THEN_READ,normal_codexrun,151,150,local,1,False,normal_codexrun,0.37,True,True,
1789718945.008628,client_A,WRITE_THEN_READ,normal_codexrun,152,151,local,1,False,normal_codexrun,0.36,True,True,
1789718945.0089338,client_A,WRITE_THEN_READ,normal_codexrun,153,152,local,1,False,normal_codexrun,0.3,True,True,
1789718945.009225,client_A,WRITE_THEN_READ,normal_codexrun,154,153,local,1,False,normal_codexrun,0.29,True,True,
1789718945.0095549,client_A,WRITE_THEN_READ,normal_codexrun,155,154,local,1,False,normal_codexrun,0.33,True,True,
1789718945.009814,client_A,WRITE_THEN_READ,normal_codexrun,156,155,local,1,False,normal_codexrun,0.26,True,True,
1789718945.010091,client_A,WRITE_THEN_READ,normal_codexrun,157,156,local,1,False,normal_codexrun,0.27,True,True,
1789718945.010386,client_A,WRITE_THEN_READ,normal_codexrun,158,157,local,1,False,normal_codexrun,0.29,True,True,
1789718945.0106869,client_A,WRITE_THEN_READ,normal_codexrun,159,158,local,1,False,normal_codexrun,0.3,True,True,
1789718945.010974,client_A,WRITE_THEN_READ,normal_codexrun,160,159,local,1,False,normal_codexrun,0.29,True,True,
1789718945.011244,client_A,WRITE_THEN_READ,normal_codexrun,161,160,local,1,False,normal_codexrun,0.27,True,True,
1789718945.011499,client_A,WRITE_THEN_READ,normal_codexrun,162,161,local,1,False,normal_codexrun,0.25,True,True,
1789718945.0117881,client_A,WRITE_THEN_READ,normal_codexrun,163,162,local,1,False,normal_codexrun,0.29,True,True,
1789718945.012148,client_A,WRITE_THEN_READ,normal_codexrun,164,163,local,1,False,normal_codexrun,0.36,True,True,
1789718945.0124102,client_A,WRITE_THEN_READ,normal_codexrun,165,164,local,1,False,normal_codexrun,0.26,True,True,
1789718945.012684,client_A,WRITE_THEN_READ,normal_codexrun,166,165,local,1,False,normal_codexrun,0.27,True,True,
1789718945.012933,client_A,WRITE_THEN_READ,normal_codexrun,167,166,local,1,False,normal_codexrun,0.25,True,True,
1789718945.013231,client_A,WRITE_THEN_READ,normal_codexrun,168,167,local,1,False,normal_codexrun,0.3,True,True,
1789718945.013531,client_A,WRITE_THEN_READ,normal_codexrun,169,168,local,1,False,normal_codexrun,0.3,True,True,
1789718945.013864,client_A,WRITE_THEN_READ,normal_codexrun,170,169,local,1,False,normal_codexrun,0.33,True,True,
1789718945.0141451,client_A,WRITE_THEN_READ,normal_codexrun,171,170,local,1,False,normal_codexrun,0.28,True,True,
1789718945.0144918,client_A,WRITE_THEN_READ,normal_codexrun,172,171,local,1,False,normal_codexrun,0.35,True,True,
1789718945.014835,client_A,WRITE_THEN_READ,normal_codexrun,173,172,local,1,False,normal_codexrun,0.34,True,True,
1789718945.01525,client_A,WRITE_THEN_READ,normal_codexrun,174,173,local,1,False,normal_codexrun,0.41,True,True,
1789718945.015562,client_A,WRITE_THEN_READ,normal_codexrun,175,174,local,1,False,normal_codexrun,0.31,True,True,
1789718945.015878,client_A,WRITE_THEN_READ,normal_codexrun,176,175,local,1,False,normal_codexrun,0.31,True,True,
1789718945.016255,client_A,WRITE_THEN_READ,normal_codexrun,177,176,local,1,False,normal_codexrun,0.38,True,True,
1789718945.016646,client_A,WRITE_THEN_READ,normal_codexrun,178,176,local,1,False,normal_codexrun,0.39,True,True,
1789718945.016924,client_A,WRITE_THEN_READ,normal_codexrun,179,176,local,1,False,normal_codexrun,0.28,True,True,
1789718945.0171561,client_A,WRITE_THEN_READ,normal_codexrun,180,176,local,1,False,normal_codexrun,0.23,True,True,
1789718945.0174332,client_A,WRITE_THEN_READ,normal_codexrun,181,176,local,1,False,normal_codexrun,0.28,True,True,
1789718945.017705,client_A,WRITE_THEN_READ,normal_codexrun,182,180,local,1,False,normal_codexrun,0.27,True,True,
1789718945.017973,client_A,WRITE_THEN_READ,normal_codexrun,183,180,local,1,False,normal_codexrun,0.27,True,True,
1789718945.018257,client_A,WRITE_THEN_READ,normal_codexrun,184,180,local,1,False,normal_codexrun,0.28,True,True,
1789718945.018542,client_A,WRITE_THEN_READ,normal_codexrun,185,180,local,1,False,normal_codexrun,0.28,True,True,
1789718945.018804,client_A,WRITE_THEN_READ,normal_codexrun,186,185,local,1,False,normal_codexrun,0.26,True,True,
1789718945.019101,client_A,WRITE_THEN_READ,normal_codexrun,187,186,local,1,False,normal_codexrun,0.3,True,True,
1789718945.019352,client_A,WRITE_THEN_READ,normal_codexrun,188,187,local,1,False,normal_codexrun,0.25,True,True,
1789718945.019613,client_A,WRITE_THEN_READ,normal_codexrun,189,188,local,1,False,normal_codexrun,0.26,True,True,
1789718945.020038,client_A,WRITE_THEN_READ,normal_codexrun,190,189,local,1,False,normal_codexrun,0.42,True,True,
1789718945.020434,client_A,WRITE_THEN_READ,normal_codexrun,191,190,local,1,False,normal_codexrun,0.39,True,True,
1789718945.020742,client_A,WRITE_THEN_READ,normal_codexrun,192,191,local,1,False,normal_codexrun,0.31,True,True,
1789718945.02103,client_A,WRITE_THEN_READ,normal_codexrun,193,192,local,1,False,normal_codexrun,0.29,True,True,
1789718945.021302,client_A,WRITE_THEN_READ,normal_codexrun,194,193,local,1,False,normal_codexrun,0.27,True,True,
1789718945.0215669,client_A,WRITE_THEN_READ,normal_codexrun,195,194,local,1,False,normal_codexrun,0.26,True,True,
1789718945.021857,client_A,WRITE_THEN_READ,normal_codexrun,196,195,local,1,False,normal_codexrun,0.29,True,True,
1789718945.022184,client_A,WRITE_THEN_READ,normal_codexrun,197,196,local,1,False,normal_codexrun,0.33,True,True,
1789718945.022442,client_A,WRITE_THEN_READ,normal_codexrun,198,197,local,1,False,normal_codexrun,0.26,True,True,
1789718945.022771,client_A,WRITE_THEN_READ,normal_codexrun,199,198,local,1,False,normal_codexrun,0.33,True,True,
1789718945.023037,client_A,WRITE_THEN_READ,normal_codexrun,200,199,local,1,False,normal_codexrun,0.26,True,True,
1789718945.023284,client_A,WRITE_THEN_READ,normal_codexrun,201,200,local,1,False,normal_codexrun,0.25,True,True,
1789718945.023625,client_A,WRITE_THEN_READ,normal_codexrun,202,201,local,1,False,normal_codexrun,0.34,True,True,
1789718945.02394,client_A,WRITE_THEN_READ,normal_codexrun,203,202,local,1,False,normal_codexrun,0.31,True,True,
1789718945.024278,client_A,WRITE_THEN_READ,normal_codexrun,204,203,local,1,False,normal_codexrun,0.34,True,True,
1789718945.02454,client_A,WRITE_THEN_READ,normal_codexrun,205,204,local,1,False,normal_codexrun,0.26,True,True,
1789718945.024807,client_A,WRITE_THEN_READ,normal_codexrun,206,205,local,1,False,normal_codexrun,0.27,True,True,
1789718945.025126,client_A,WRITE_THEN_READ,normal_codexrun,207,206,local,1,False,normal_codexrun,0.32,True,True,
1789718945.025422,client_A,WRITE_THEN_READ,normal_codexrun,208,207,local,1,False,normal_codexrun,0.3,True,True,
1789718945.025734,client_A,WRITE_THEN_READ,normal_codexrun,209,208,local,1,False,normal_codexrun,0.31,True,True,
1789718945.0260322,client_A,WRITE_THEN_READ,normal_codexrun,210,209,local,1,False,normal_codexrun,0.3,True,True,
1789718945.026295,client_A,WRITE_THEN_READ,normal_codexrun,211,210,local,1,False,normal_codexrun,0.26,True,True,
1789718945.026556,client_A,WRITE_THEN_READ,normal_codexrun,212,211,local,1,False,normal_codexrun,0.26,True,True,
1789718945.026818,client_A,WRITE_THEN_READ,normal_codexrun,213,212,local,1,False,normal_codexrun,0.26,True,True,
1789718945.027134,client_A,WRITE_THEN_READ,normal_codexrun,214,213,local,1,False,normal_codexrun,0.31,True,True,
1789718945.027433,client_A,WRITE_THEN_READ,normal_codexrun,215,214,local,1,False,normal_codexrun,0.3,True,True,
1789718945.027692,client_A,WRITE_THEN_READ,normal_codexrun,216,215,local,1,False,normal_codexrun,0.26,True,True,
1789718945.028,client_A,WRITE_THEN_READ,normal_codexrun,217,216,local,1,False,normal_codexrun,0.31,True,True,
1789718945.0283031,client_A,WRITE_THEN_READ,normal_codexrun,218,217,local,1,False,normal_codexrun,0.3,True,True,
1789718945.02862,client_A,WRITE_THEN_READ,normal_codexrun,219,218,local,1,False,normal_codexrun,0.32,True,True,
1789718945.0289128,client_A,WRITE_THEN_READ,normal_codexrun,220,219,local,1,False,normal_codexrun,0.29,True,True,
1789718945.0291798,client_A,WRITE_THEN_READ,normal_codexrun,221,220,local,1,False,normal_codexrun,0.27,True,True,
1789718945.029463,client_A,WRITE_THEN_READ,normal_codexrun,222,221,local,1,False,normal_codexrun,0.28,True,True,
1789718945.029742,client_A,WRITE_THEN_READ,normal_codexrun,223,222,local,1,False,normal_codexrun,0.28,True,True,
1789718945.029991,client_A,WRITE_THEN_READ,normal_codexrun,224,223,local,1,False,normal_codexrun,0.25,True,True,
1789718945.030308,client_A,WRITE_THEN_READ,normal_codexrun,225,224,local,1,False,normal_codexrun,0.32,True,True,
1789718945.0305989,client_A,WRITE_THEN_READ,normal_codexrun,226,225,local,1,False,normal_codexrun,0.29,True,True,
1789718945.03088,client_A,WRITE_THEN_READ,normal_codexrun,227,226,local,1,False,normal_codexrun,0.28,True,True,
1789718945.031153,client_A,WRITE_THEN_READ,normal_codexrun,228,227,local,1,False,normal_codexrun,0.27,True,True,
1789718945.0314271,client_A,WRITE_THEN_READ,normal_codexrun,229,228,local,1,False,normal_codexrun,0.27,True,True,
1789718945.0316951,client_A,WRITE_THEN_READ,normal_codexrun,230,229,local,1,False,normal_codexrun,0.27,True,True,
1789718945.032042,client_A,WRITE_THEN_READ,normal_codexrun,231,230,local,1,False,normal_codexrun,0.35,True,True,
1789718945.0323148,client_A,WRITE_THEN_READ,normal_codexrun,232,231,local,1,False,normal_codexrun,0.27,True,True,
1789718945.032564,client_A,WRITE_THEN_READ,normal_codexrun,233,232,local,1,False,normal_codexrun,0.25,True,True,
