timestamp,iteration,client_id,operation,target,phase,first_seq,second_seq,max_visible_seq,missing_before_max,missing_count,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789631941.963604,51,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,101,102,102,,0,majority,majority,True,partition,,,,2.62,True,False,
1789631941.9660168,52,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,103,104,104,,0,majority,majority,True,partition,,,,2.41,True,False,
1789631941.9679558,53,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,105,106,106,,0,majority,majority,True,partition,,,,1.94,True,False,
1789631941.9699228,54,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,107,108,108,,0,majority,majority,True,partition,,,,1.96,True,False,
1789631941.972289,55,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,109,110,110,,0,majority,majority,True,partition,,,,2.36,True,False,
1789631941.974115,56,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,111,112,112,,0,majority,majority,True,partition,,,,1.82,True,False,
1789631941.9760242,57,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,113,114,114,,0,majority,majority,True,partition,,,,1.91,True,False,
1789631941.9782984,58,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,115,116,116,,0,majority,majority,True,partition,,,,2.27,True,False,
1789631941.980384,59,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,117,118,118,,0,majority,majority,True,partition,,,,2.08,True,False,
1789631941.9823396,60,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,119,120,120,,0,majority,majority,True,partition,,,,1.95,True,False,
1789631941.984452,61,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,121,122,122,,0,majority,majority,True,partition,,,,2.11,True,False,
1789631941.9863918,62,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,123,124,124,,0,majority,majority,True,partition,,,,1.94,True,False,
1789631941.9884918,63,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,125,126,126,,0,majority,majority,True,partition,,,,2.1,True,False,
1789631941.9905639,64,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,127,128,128,,0,majority,majority,True,partition,,,,2.07,True,False,
1789631941.9925513,65,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,129,130,130,,0,majority,majority,True,partition,,,,1.98,True,False,
1789631941.9946167,66,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,131,132,132,,0,majority,majority,True,partition,,,,2.06,True,False,
1789631941.9970639,67,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,133,134,134,,0,majority,majority,True,partition,,,,2.44,True,False,
1789631941.9995246,68,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,135,136,136,,0,majority,majority,True,partition,,,,2.46,True,False,
1789631942.0039701,69,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,137,138,138,,0,majority,majority,True,partition,,,,4.44,True,False,
1789631942.0063107,70,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,139,140,140,,0,majority,majority,True,partition,,,,2.34,True,False,
1789631942.0089002,71,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,141,142,142,,0,majority,majority,True,partition,,,,2.59,True,False,
1789631942.0108194,72,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,143,144,144,,0,majority,majority,True,partition,,,,1.92,True,False,
1789631942.0125673,73,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,145,146,146,,0,majority,majority,True,partition,,,,1.74,True,False,
1789631942.0148978,74,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,147,148,148,,0,majority,majority,True,partition,,,,2.33,True,False,
1789631942.0173638,75,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,149,150,150,,0,majority,majority,True,partition,,,,2.46,True,False,
1789631942.01914,76,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,151,152,152,,0,majority,majority,True,partition,,,,1.77,True,False,
1789631942.0216925,77,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,153,154,154,,0,majority,majority,True,partition,,,,2.55,True,False,
1789631942.023917,78,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,155,156,156,,0,majority,majority,True,partition,,,,2.22,True,False,
1789631942.0266244,79,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,157,158,158,,0,majority,majority,True,partition,,,,2.7,True,False,
1789631942.0288272,80,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,159,160,160,,0,majority,majority,True,partition,,,,2.2,True,False,
1789631942.03115,81,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,161,162,162,,0,majority,majority,True,partition,,,,2.32,True,False,
1789631942.03332,82,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,163,164,164,,0,majority,majority,True,partition,,,,2.17,True,False,
1789631942.0359912,83,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,165,166,166,,0,majority,majority,True,partition,,,,2.67,True,False,
1789631942.0383008,84,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,167,168,168,,0,majority,majority,True,partition,,,,2.31,True,False,
1789631942.0403986,85,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,169,170,170,,0,majority,majority,True,partition,,,,2.09,True,False,
1789631942.0425897,86,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,171,172,172,,0,majority,majority,True,partition,,,,2.19,True,False,
1789631942.0450854,87,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,173,174,174,,0,majority,majority,True,partition,,,,2.49,True,False,
1789631942.0470428,88,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,175,176,176,,0,majority,majority,True,partition,,,,1.95,True,False,
1789631942.0490153,89,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,177,178,178,,0,majority,majority,True,partition,,,,1.97,True,False,
1789631942.0511844,90,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,179,180,180,,0,majority,majority,True,partition,,,,2.17,True,False,
1789631942.0534096,91,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,181,182,182,,0,majority,majority,True,partition,,,,2.22,True,False,
1789631942.0554733,92,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,183,184,184,,0,majority,majority,True,partition,,,,2.06,True,False,
1789631942.0575967,93,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,185,186,186,,0,majority,majority,True,partition,,,,2.12,True,False,
1789631942.0592022,94,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,187,188,188,,0,majority,majority,True,partition,,,,1.6,True,False,
1789631942.061465,95,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,189,190,190,,0,majority,majority,True,partition,,,,2.26,True,False,
1789631942.063175,96,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,191,192,192,,0,majority,majority,True,partition,,,,1.71,True,False,
1789631942.065154,97,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,193,194,194,,0,majority,majority,True,partition,,,,1.98,True,False,
1789631942.0669413,98,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,195,196,196,,0,majority,majority,True,partition,,,,1.78,True,False,
1789631942.0692163,99,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,197,198,198,,0,majority,majority,True,partition,,,,2.27,True,False,
1789631942.0713177,100,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,199,200,200,,0,majority,majority,True,partition,,,,2.1,True,False,
1789631942.072864,101,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,201,202,202,,0,majority,majority,True,partition,,,,1.54,True,False,
1789631942.0746505,102,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,203,204,203,,0,majority,majority,True,partition,,,,1.78,True,False,
1789631942.0772805,103,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,205,206,206,,0,majority,majority,True,partition,,,,2.63,True,False,
1789631942.0789466,104,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,207,208,207,,0,majority,majority,True,partition,,,,1.66,True,False,
1789631942.0808976,105,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,209,210,210,,0,majority,majority,True,partition,,,,1.95,True,False,
1789631942.0833488,106,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,211,212,212,,0,majority,majority,True,partition,,,,2.45,True,False,
1789631942.0856876,107,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,213,214,214,,0,majority,majority,True,partition,,,,2.34,True,False,
1789631942.087695,108,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,215,216,216,,0,majority,majority,True,partition,,,,2.0,True,False,
1789631942.0896528,109,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,217,218,218,,0,majority,majority,True,partition,,,,1.95,True,False,
1789631942.0912988,110,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,219,220,220,,0,majority,majority,True,partition,,,,1.64,True,False,
1789631942.0935574,111,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,221,222,222,,0,majority,majority,True,partition,,,,2.26,True,False,
1789631942.0953667,112,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,223,224,224,,0,majority,majority,True,partition,,,,1.81,True,False,
1789631942.0973213,113,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,225,226,226,,0,majority,majority,True,partition,,,,1.95,True,False,
1789631942.099259,114,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,227,228,228,,0,majority,majority,True,partition,,,,1.93,True,False,
1789631942.1016076,115,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,229,230,230,,0,majority,majority,True,partition,,,,2.35,True,False,
1789631942.103609,116,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,231,232,232,,0,majority,majority,True,partition,,,,2.0,True,False,
1789631942.1055477,117,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,233,234,234,,0,majority,majority,True,partition,,,,1.94,True,False,
1789631942.1073287,118,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,235,236,236,,0,majority,majority,True,partition,,,,1.78,True,False,
1789631942.109776,119,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,237,238,238,,0,majority,majority,True,partition,,,,2.44,True,False,
1789631942.1117315,120,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,239,240,240,,0,majority,majority,True,partition,,,,1.95,True,False,
1789631942.1138403,121,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,241,242,242,,0,majority,majority,True,partition,,,,2.11,True,False,
1789631942.116056,122,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,243,244,244,,0,majority,majority,True,partition,,,,2.21,True,False,
1789631942.1185327,123,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,245,246,246,,0,majority,majority,True,partition,,,,2.47,True,False,
1789631942.1203911,124,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,247,248,248,,0,majority,majority,True,partition,,,,1.86,True,False,
1789631942.1225305,125,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,249,250,250,,0,majority,majority,True,partition,,,,2.14,True,False,
1789631942.1243932,126,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,251,252,252,,0,majority,majority,True,partition,,,,1.86,True,False,
1789631942.126806,127,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,253,254,254,,0,majority,majority,True,partition,,,,2.41,True,False,
1789631942.1285856,128,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,255,256,256,,0,majority,majority,True,partition,,,,1.78,True,False,
1789631942.1307354,129,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,257,258,258,,0,majority,majority,True,partition,,,,2.15,True,False,
1789631942.1327524,130,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,259,260,259,,0,majority,majority,True,partition,,,,2.01,True,False,
1789631942.135263,131,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,261,262,262,,0,majority,majority,True,partition,,,,2.51,True,False,
1789631942.1375666,132,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,263,264,264,,0,majority,majority,True,partition,,,,2.3,True,False,
1789631942.1393185,133,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,265,266,266,,0,majority,majority,True,partition,,,,1.75,True,False,
1789631942.1411564,134,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,267,268,268,,0,majority,majority,True,partition,,,,1.83,True,False,
1789631942.1437097,135,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,269,270,270,,0,majority,majority,True,partition,,,,2.55,True,False,
1789631942.1454961,136,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,271,272,271,,0,majority,majority,True,partition,,,,1.78,True,False,
1789631942.1474812,137,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,273,274,274,,0,majority,majority,True,partition,,,,1.98,True,False,
1789631942.149656,138,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,275,276,276,,0,majority,majority,True,partition,,,,2.17,True,False,
1789631942.1518385,139,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,277,278,278,,0,majority,majority,True,partition,,,,2.18,True,False,
1789631942.153684,140,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,279,280,280,,0,majority,majority,True,partition,,,,1.84,True,False,
1789631942.1557305,141,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,281,282,282,,0,majority,majority,True,partition,,,,2.04,True,False,
1789631942.1578999,142,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,283,284,284,,0,majority,majority,True,partition,,,,2.17,True,False,
1789631942.1601477,143,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,285,286,286,,0,majority,majority,True,partition,,,,2.24,True,False,
1789631942.1620488,144,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,287,288,288,,0,majority,majority,True,partition,,,,1.9,True,False,
1789631942.1644266,145,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,289,290,290,,0,majority,majority,True,partition,,,,2.37,True,False,
1789631942.1664228,146,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,291,292,292,,0,majority,majority,True,partition,,,,1.99,True,False,
1789631942.1689794,147,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,293,294,294,,0,majority,majority,True,partition,,,,2.55,True,False,
1789631942.1710815,148,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,295,296,296,,0,majority,majority,True,partition,,,,2.1,True,False,
1789631942.1728778,149,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,297,298,298,,0,majority,majority,True,partition,,,,1.79,True,False,
1789631942.1747308,150,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,299,300,300,,0,majority,majority,True,partition,,,,1.85,True,False,
1789631942.177137,151,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,301,302,302,,0,majority,majority,True,partition,,,,2.4,True,False,
1789631942.1790047,152,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,303,304,304,,0,majority,majority,True,partition,,,,1.86,True,False,
1789631942.1809292,153,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,305,306,306,,0,majority,majority,True,partition,,,,1.92,True,False,
1789631942.1837144,154,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,307,308,308,,0,majority,majority,True,partition,,,,2.78,True,False,
1789631942.1865335,155,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,309,310,310,,0,majority,majority,True,partition,,,,2.82,True,False,
1789631942.1887732,156,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,311,312,312,,0,majority,majority,True,partition,,,,2.24,True,False,
1789631942.1913557,157,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,313,314,314,,0,majority,majority,True,partition,,,,2.58,True,False,
1789631942.1933188,158,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,315,316,316,,0,majority,majority,True,partition,,,,1.96,True,False,
1789631942.1960108,159,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,317,318,318,,0,majority,majority,True,partition,,,,2.69,True,False,
1789631942.1982856,160,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,319,320,320,,0,majority,majority,True,partition,,,,2.27,True,False,
1789631942.2006042,161,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,321,322,322,,0,majority,majority,True,partition,,,,2.32,True,False,
1789631942.2027094,162,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,323,324,324,,0,majority,majority,True,partition,,,,2.1,True,False,
1789631942.204943,163,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,325,326,326,,0,majority,majority,True,partition,,,,2.23,True,False,
1789631942.2070105,164,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,327,328,328,,0,majority,majority,True,partition,,,,2.06,True,False,
1789631942.209071,165,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,329,330,330,,0,majority,majority,True,partition,,,,2.06,True,False,
1789631942.2109523,166,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,331,332,331,,0,majority,majority,True,partition,,,,1.88,True,False,
1789631942.2133625,167,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27017,normal,333,334,334,,0,majority,majority,True,partition,,,,2.41,True,False,
1789631942.2154484,168,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,335,336,336,,0,majority,majority,True,partition,,,,2.08,True,False,
