timestamp,client_id,operation,target,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation
1789719014.691745,client_mr,READ_PRIMARY,primary,13,13,12,local,1,False,normal_codexrun,0.2,True,False
1789719014.691963,client_mr,READ_SECONDARY,127.0.0.1:27117,13,13,13,local,1,False,normal_codexrun,0.22,True,False
1789719014.692408,client_mr,READ_PRIMARY,primary,14,14,13,local,1,False,normal_codexrun,0.2,True,False
1789719014.692632,client_mr,READ_SECONDARY,127.0.0.1:27119,14,14,14,local,1,False,normal_codexrun,0.22,True,False
1789719014.6930938,client_mr,READ_PRIMARY,primary,15,15,14,local,1,False,normal_codexrun,0.21,True,False
1789719014.69332,client_mr,READ_SECONDARY,127.0.0.1:27117,15,15,15,local,1,False,normal_codexrun,0.22,True,False
1789719014.693745,client_mr,READ_PRIMARY,primary,16,16,15,local,1,False,normal_codexrun,0.19,True,False
1789719014.693969,client_mr,READ_SECONDARY,127.0.0.1:27119,16,16,16,local,1,False,normal_codexrun,0.22,True,False
1789719014.6943848,client_mr,READ_PRIMARY,primary,17,17,16,local,1,False,normal_codexrun,0.19,True,False
1789719014.694627,client_mr,READ_SECONDARY,127.0.0.1:27117,17,17,17,local,1,False,normal_codexrun,0.24,True,False
1789719014.695056,client_mr,READ_PRIMARY,primary,18,18,17,local,1,False,normal_codexrun,0.17,True,False
1789719014.6952598,client_mr,READ_SECONDARY,127.0.0.1:27119,18,17,18,local,1,False,normal_codexrun,0.2,True,True
1789719014.695748,client_mr,READ_PRIMARY,primary,19,19,18,local,1,False,normal_codexrun,0.24,True,False
1789719014.696055,client_mr,READ_SECONDARY,127.0.0.1:27117,19,19,19,local,1,False,normal_codexrun,0.3,True,False
1789719014.6966588,client_mr,READ_PRIMARY,primary,20,20,19,local,1,False,normal_codexrun,0.29,True,False
1789719014.696955,client_mr,READ_SECONDARY,127.0.0.1:27119,20,20,20,local,1,False,normal_codexrun,0.29,True,False
1789719014.697439,client_mr,READ_PRIMARY,primary,21,21,20,local,1,False,normal_codexrun,0.2,True,False
1789719014.697672,client_mr,READ_SECONDARY,127.0.0.1:27117,21,21,21,local,1,False,normal_codexrun,0.23,True,False
1789719014.698101,client_mr,READ_PRIMARY,primary,22,22,21,local,1,False,normal_codexrun,0.19,True,False
1789719014.6983008,client_mr,READ_SECONDARY,127.0.0.1:27119,22,22,22,local,1,False,normal_codexrun,0.2,True,False
1789719014.698692,client_mr,READ_PRIMARY,primary,23,23,22,local,1,False,normal_codexrun,0.18,True,False
1789719014.698879,client_mr,READ_SECONDARY,127.0.0.1:27117,23,23,23,local,1,False,normal_codexrun,0.19,True,False
1789719014.6992881,client_mr,READ_PRIMARY,primary,24,24,23,local,1,False,normal_codexrun,0.18,True,False
1789719014.699481,client_mr,READ_SECONDARY,127.0.0.1:27119,24,24,24,local,1,False,normal_codexrun,0.19,True,False
1789719014.699936,client_mr,READ_PRIMARY,primary,25,25,24,local,1,False,normal_codexrun,0.19,True,False
1789719014.7001321,client_mr,READ_SECONDARY,127.0.0.1:27117,25,25,25,local,1,False,normal_codexrun,0.2,True,False
1789719014.700564,client_mr,READ_PRIMARY,primary,26,26,25,local,1,False,normal_codexrun,0.21,True,False
1789719014.700811,client_mr,READ_SECONDARY,127.0.0.1:27119,26,26,26,local,1,False,normal_codexrun,0.24,True,False
1789719014.7012212,client_mr,READ_PRIMARY,primary,27,27,26,local,1,False,normal_codexrun,0.19,True,False
1789719014.701438,client_mr,READ_SECONDARY,127.0.0.1:27117,27,27,27,local,1,False,normal_codexrun,0.21,True,False
1789719014.701827,client_mr,READ_PRIMARY,primary,28,28,27,local,1,False,normal_codexrun,0.17,True,False
1789719014.702008,client_mr,READ_SECONDARY,127.0.0.1:27119,28,28,28,local,1,False,normal_codexrun,0.18,True,False
1789719014.7023768,client_mr,READ_PRIMARY,primary,29,29,28,local,1,False,normal_codexrun,0.16,True,False
1789719014.702594,client_mr,READ_SECONDARY,127.0.0.1:27117,29,29,29,local,1,False,normal_codexrun,0.22,True,False
1789719014.70299,client_mr,READ_PRIMARY,primary,30,30,29,local,1,False,normal_codexrun,0.19,True,False
1789719014.703205,client_mr,READ_SECONDARY,127.0.0.1:27119,30,30,30,local,1,False,normal_codexrun,0.21,True,False
1789719014.703614,client_mr,READ_PRIMARY,primary,31,31,30,local,1,False,normal_codexrun,0.18,True,False
1789719014.703794,client_mr,READ_SECONDARY,127.0.0.1:27117,31,31,31,local,1,False,normal_codexrun,0.18,True,False
1789719014.704193,client_mr,READ_PRIMARY,primary,32,32,31,local,1,False,normal_codexrun,0.18,True,False
1789719014.704382,client_mr,READ_SECONDARY,127.0.0.1:27119,32,32,32,local,1,False,normal_codexrun,0.19,True,False
1789719014.7047832,client_mr,READ_PRIMARY,primary,33,33,32,local,1,False,normal_codexrun,0.19,True,False
1789719014.70499,client_mr,READ_SECONDARY,127.0.0.1:27117,33,33,33,local,1,False,normal_codexrun,0.2,True,False
1789719014.705378,client_mr,READ_PRIMARY,primary,34,34,33,local,1,False,normal_codexrun,0.18,True,False
1789719014.7055948,client_mr,READ_SECONDARY,127.0.0.1:27119,34,34,34,local,1,False,normal_codexrun,0.21,True,False
1789719014.706047,client_mr,READ_PRIMARY,primary,35,35,34,local,1,False,normal_codexrun,0.18,True,False
1789719014.7062778,client_mr,READ_SECONDARY,127.0.0.1:27117,35,35,35,local,1,False,normal_codexrun,0.23,True,False
1789719014.706659,client_mr,READ_PRIMARY,primary,36,36,35,local,1,False,normal_codexrun,0.17,True,False
1789719014.706889,client_mr,READ_SECONDARY,127.0.0.1:27119,36,36,36,local,1,False,normal_codexrun,0.23,True,False
1789719014.707264,client_mr,READ_PRIMARY,primary,37,37,36,local,1,False,normal_codexrun,0.16,True,False
1789719014.7074728,client_mr,READ_SECONDARY,127.0.0.1:27117,37,37,37,local,1,False,normal_codexrun,0.21,True,False
1789719014.707825,client_mr,READ_PRIMARY,primary,38,38,37,local,1,False,normal_codexrun,0.16,True,False
1789719014.708008,client_mr,READ_SECONDARY,127.0.0.1:27119,38,38,38,local,1,False,normal_codexrun,0.18,True,False
1789719014.708363,client_mr,READ_PRIMARY,primary,39,39,38,local,1,False,normal_codexrun,0.16,True,False
1789719014.708544,client_mr,READ_SECONDARY,127.0.0.1:27117,39,39,39,local,1,False,normal_codexrun,0.18,True,False
1789719014.708929,client_mr,READ_PRIMARY,primary,40,40,39,local,1,False,normal_codexrun,0.16,True,False
1789719014.7091122,client_mr,READ_SECONDARY,127.0.0.1:27119,40,40,40,local,1,False,normal_codexrun,0.18,True,False
1789719014.7094898,client_mr,READ_PRIMARY,primary,41,41,40,local,1,False,normal_codexrun,0.16,True,False
1789719014.709675,client_mr,READ_SECONDARY,127.0.0.1:27117,41,41,41,local,1,False,normal_codexrun,0.18,True,False
1789719014.710026,client_mr,READ_PRIMARY,primary,42,42,41,local,1,False,normal_codexrun,0.15,True,False
1789719014.710203,client_mr,READ_SECONDARY,127.0.0.1:27119,42,42,42,local,1,False,normal_codexrun,0.18,True,False
1789719014.710551,client_mr,READ_PRIMARY,primary,43,43,42,local,1,False,normal_codexrun,0.15,True,False
1789719014.710737,client_mr,READ_SECONDARY,127.0.0.1:27117,43,43,43,local,1,False,normal_codexrun,0.19,True,False
1789719014.7110772,client_mr,READ_PRIMARY,primary,44,44,43,local,1,False,normal_codexrun,0.15,True,False
1789719014.711236,client_mr,READ_SECONDARY,127.0.0.1:27119,44,44,44,local,1,False,normal_codexrun,0.16,True,False
1789719014.711566,client_mr,READ_PRIMARY,primary,45,45,44,local,1,False,normal_codexrun,0.15,True,False
1789719014.711733,client_mr,READ_SECONDARY,127.0.0.1:27117,45,45,45,local,1,False,normal_codexrun,0.16,True,False
1789719014.712064,client_mr,READ_PRIMARY,primary,46,46,45,local,1,False,normal_codexrun,0.16,True,False
1789719014.712231,client_mr,READ_SECONDARY,127.0.0.1:27119,46,46,46,local,1,False,normal_codexrun,0.16,True,False
1789719014.7125912,client_mr,READ_PRIMARY,primary,47,47,46,local,1,False,normal_codexrun,0.17,True,False
1789719014.712779,client_mr,READ_SECONDARY,127.0.0.1:27117,47,47,47,local,1,False,normal_codexrun,0.19,True,False
1789719014.713175,client_mr,READ_PRIMARY,primary,48,48,47,local,1,False,normal_codexrun,0.2,True,False
1789719014.7133482,client_mr,READ_SECONDARY,127.0.0.1:27119,48,48,48,local,1,False,normal_codexrun,0.17,True,False
1789719014.713752,client_mr,READ_PRIMARY,primary,49,49,48,local,1,False,normal_codexrun,0.19,True,False
1789719014.713954,client_mr,READ_SECONDARY,127.0.0.1:27117,49,49,49,local,1,False,normal_codexrun,0.2,True,False
1789719014.714302,client_mr,READ_PRIMARY,primary,50,50,49,local,1,False,normal_codexrun,0.15,True,False
1789719014.714488,client_mr,READ_SECONDARY,127.0.0.1:27119,50,50,50,local,1,False,normal_codexrun,0.18,True,False
1789719014.7148318,client_mr,READ_PRIMARY,primary,51,51,50,local,1,False,normal_codexrun,0.15,True,False
1789719014.7150002,client_mr,READ_SECONDARY,127.0.0.1:27117,51,51,51,local,1,False,normal_codexrun,0.17,True,False
1789719014.715347,client_mr,READ_PRIMARY,primary,52,52,51,local,1,False,normal_codexrun,0.17,True,False
1789719014.715518,client_mr,READ_SECONDARY,127.0.0.1:27119,52,52,52,local,1,False,normal_codexrun,0.17,True,False
1789719014.7158458,client_mr,READ_PRIMARY,primary,53,53,52,local,1,False,normal_codexrun,0.15,True,False
1789719014.71601,client_mr,READ_SECONDARY,127.0.0.1:27117,53,53,53,local,1,False,normal_codexrun,0.16,True,False
1789719014.71633,client_mr,READ_PRIMARY,primary,54,54,53,local,1,False,normal_codexrun,0.14,True,False
1789719014.716526,client_mr,READ_SECONDARY,127.0.0.1:27119,54,54,54,local,1,False,normal_codexrun,0.2,True,False
1789719014.716903,client_mr,READ_PRIMARY,primary,55,55,54,local,1,False,normal_codexrun,0.19,True,False
1789719014.717067,client_mr,READ_SECONDARY,127.0.0.1:27117,55,55,55,local,1,False,normal_codexrun,0.16,True,False
1789719014.71746,client_mr,READ_PRIMARY,primary,56,56,55,local,1,False,normal_codexrun,0.17,True,False
1789719014.7176378,client_mr,READ_SECONDARY,127.0.0.1:27119,56,56,56,local,1,False,normal_codexrun,0.18,True,False
1789719014.717956,client_mr,READ_PRIMARY,primary,57,57,56,local,1,False,normal_codexrun,0.14,True,False
1789719014.718129,client_mr,READ_SECONDARY,127.0.0.1:27117,57,57,57,local,1,False,normal_codexrun,0.17,True,False
1789719014.718484,client_mr,READ_PRIMARY,primary,58,58,57,local,1,False,normal_codexrun,0.18,True,False
1789719014.718658,client_mr,READ_SECONDARY,127.0.0.1:27119,58,58,58,local,1,False,normal_codexrun,0.17,True,False
1789719014.719077,client_mr,READ_PRIMARY,primary,59,59,58,local,1,False,normal_codexrun,0.21,True,False
1789719014.719311,client_mr,READ_SECONDARY,127.0.0.1:27117,59,59,59,local,1,False,normal_codexrun,0.23,True,False
1789719014.719688,client_mr,READ_PRIMARY,primary,60,60,59,local,1,False,normal_codexrun,0.17,True,False
1789719014.719841,client_mr,READ_SECONDARY,127.0.0.1:27119,60,60,60,local,1,False,normal_codexrun,0.15,True,False
1789719014.72013,client_mr,READ_PRIMARY,primary,61,61,60,local,1,False,normal_codexrun,0.13,True,False
1789719014.720278,client_mr,READ_SECONDARY,127.0.0.1:27117,61,61,61,local,1,False,normal_codexrun,0.15,True,False
1789719014.720649,client_mr,READ_PRIMARY,primary,62,62,61,local,1,False,normal_codexrun,0.16,True,False
1789719014.7208,client_mr,READ_SECONDARY,127.0.0.1:27119,62,62,62,local,1,False,normal_codexrun,0.15,True,False
1789719014.721069,client_mr,READ_PRIMARY,primary,63,63,62,local,1,False,normal_codexrun,0.12,True,False
1789719014.721246,client_mr,READ_SECONDARY,127.0.0.1:27117,63,63,63,local,1,False,normal_codexrun,0.17,True,False
1789719014.7215948,client_mr,READ_PRIMARY,primary,64,64,63,local,1,False,normal_codexrun,0.15,True,False
1789719014.7217438,client_mr,READ_SECONDARY,127.0.0.1:27119,64,64,64,local,1,False,normal_codexrun,0.15,True,False
1789719014.7220511,client_mr,READ_PRIMARY,primary,65,65,64,local,1,False,normal_codexrun,0.12,True,False
1789719014.722256,client_mr,READ_SECONDARY,127.0.0.1:27117,65,65,65,local,1,False,normal_codexrun,0.2,True,False
1789719014.722632,client_mr,READ_PRIMARY,primary,66,66,65,local,1,False,normal_codexrun,0.15,True,False
1789719014.722778,client_mr,READ_SECONDARY,127.0.0.1:27119,66,66,66,local,1,False,normal_codexrun,0.14,True,False
1789719014.723074,client_mr,READ_PRIMARY,primary,67,67,66,local,1,False,normal_codexrun,0.13,True,False
1789719014.72321,client_mr,READ_SECONDARY,127.0.0.1:27117,67,67,67,local,1,False,normal_codexrun,0.13,True,False
1789719014.723567,client_mr,READ_PRIMARY,primary,68,68,67,local,1,False,normal_codexrun,0.18,True,False
1789719014.7237172,client_mr,READ_SECONDARY,127.0.0.1:27119,68,68,68,local,1,False,normal_codexrun,0.15,True,False
1789719014.7240021,client_mr,READ_PRIMARY,primary,69,69,68,local,1,False,normal_codexrun,0.11,True,False
1789719014.724155,client_mr,READ_SECONDARY,127.0.0.1:27117,69,68,69,local,1,False,normal_codexrun,0.15,True,True
1789719014.724546,client_mr,READ_PRIMARY,primary,70,70,69,local,1,False,normal_codexrun,0.22,True,False
1789719014.724718,client_mr,READ_SECONDARY,127.0.0.1:27119,70,70,70,local,1,False,normal_codexrun,0.17,True,False
1789719014.725041,client_mr,READ_PRIMARY,primary,71,71,70,local,1,False,normal_codexrun,0.13,True,False
1789719014.725179,client_mr,READ_SECONDARY,127.0.0.1:27117,71,71,71,local,1,False,normal_codexrun,0.14,True,False
1789719014.725465,client_mr,READ_PRIMARY,primary,72,72,71,local,1,False,normal_codexrun,0.12,True,False
1789719014.7256,client_mr,READ_SECONDARY,127.0.0.1:27119,72,72,72,local,1,False,normal_codexrun,0.13,True,False
1789719014.725868,client_mr,READ_PRIMARY,primary,73,73,72,local,1,False,normal_codexrun,0.12,True,False
1789719014.726005,client_mr,READ_SECONDARY,127.0.0.1:27117,73,73,73,local,1,False,normal_codexrun,0.14,True,False
1789719014.7262561,client_mr,READ_PRIMARY,primary,74,74,73,local,1,False,normal_codexrun,0.11,True,False
1789719014.7264042,client_mr,READ_SECONDARY,127.0.0.1:27119,74,74,74,local,1,False,normal_codexrun,0.15,True,False
1789719014.7267148,client_mr,READ_PRIMARY,primary,75,75,74,local,1,False,normal_codexrun,0.14,True,False
1789719014.72689,client_mr,READ_SECONDARY,127.0.0.1:27117,75,75,75,local,1,False,normal_codexrun,0.17,True,False
1789719014.72718,client_mr,READ_PRIMARY,primary,76,76,75,local,1,False,normal_codexrun,0.12,True,False
1789719014.7273102,client_mr,READ_SECONDARY,127.0.0.1:27119,76,76,76,local,1,False,normal_codexrun,0.13,True,False
1789719014.727565,client_mr,READ_PRIMARY,primary,77,77,76,local,1,False,normal_codexrun,0.11,True,False
1789719014.727703,client_mr,READ_SECONDARY,127.0.0.1:27117,77,77,77,local,1,False,normal_codexrun,0.14,True,False
1789719014.72802,client_mr,READ_PRIMARY,primary,78,78,77,local,1,False,normal_codexrun,0.16,True,False
1789719014.7281642,client_mr,READ_SECONDARY,127.0.0.1:27119,78,78,78,local,1,False,normal_codexrun,0.14,True,False
1789719014.728418,client_mr,READ_PRIMARY,primary,79,79,78,local,1,False,normal_codexrun,0.11,True,False
1789719014.728647,client_mr,READ_SECONDARY,127.0.0.1:27117,79,79,79,local,1,False,normal_codexrun,0.23,True,False
1789719014.729105,client_mr,READ_PRIMARY,primary,80,80,79,local,1,False,normal_codexrun,0.15,True,False
1789719014.7292778,client_mr,READ_SECONDARY,127.0.0.1:27119,80,80,80,local,1,False,normal_codexrun,0.17,True,False
1789719014.729583,client_mr,READ_PRIMARY,primary,81,81,80,local,1,False,normal_codexrun,0.14,True,False
1789719014.7297258,client_mr,READ_SECONDARY,127.0.0.1:27117,81,81,81,local,1,False,normal_codexrun,0.14,True,False
1789719014.730007,client_mr,READ_PRIMARY,primary,82,82,81,local,1,False,normal_codexrun,0.14,True,False
1789719014.730174,client_mr,READ_SECONDARY,127.0.0.1:27119,82,82,82,local,1,False,normal_codexrun,0.16,True,False
1789719014.730465,client_mr,READ_PRIMARY,primary,83,83,82,local,1,False,normal_codexrun,0.12,True,False
1789719014.7305942,client_mr,READ_SECONDARY,127.0.0.1:27117,83,83,83,local,1,False,normal_codexrun,0.13,True,False
1789719014.730927,client_mr,READ_PRIMARY,primary,84,84,83,local,1,False,normal_codexrun,0.16,True,False
1789719014.7310789,client_mr,READ_SECONDARY,127.0.0.1:27119,84,84,84,local,1,False,normal_codexrun,0.15,True,False
1789719014.731432,client_mr,READ_PRIMARY,primary,85,85,84,local,1,False,normal_codexrun,0.13,True,False
1789719014.731564,client_mr,READ_SECONDARY,127.0.0.1:27117,85,85,85,local,1,False,normal_codexrun,0.13,True,False
1789719014.73182,client_mr,READ_PRIMARY,primary,86,86,85,local,1,False,normal_codexrun,0.11,True,False
1789719014.731953,client_mr,READ_SECONDARY,127.0.0.1:27119,86,86,86,local,1,False,normal_codexrun,0.13,True,False
1789719014.7322721,client_mr,READ_PRIMARY,primary,87,87,86,local,1,False,normal_codexrun,0.15,True,False
1789719014.7324128,client_mr,READ_SECONDARY,127.0.0.1:27117,87,87,87,local,1,False,normal_codexrun,0.14,True,False
1789719014.732786,client_mr,READ_PRIMARY,primary,88,88,87,local,1,False,normal_codexrun,0.18,True,False
1789719014.7329369,client_mr,READ_SECONDARY,127.0.0.1:27119,88,88,88,local,1,False,normal_codexrun,0.15,True,False
1789719014.733238,client_mr,READ_PRIMARY,primary,89,89,88,local,1,False,normal_codexrun,0.13,True,False
1789719014.7333708,client_mr,READ_SECONDARY,127.0.0.1:27117,89,89,89,local,1,False,normal_codexrun,0.13,True,False
1789719014.733623,client_mr,READ_PRIMARY,primary,90,90,89,local,1,False,normal_codexrun,0.11,True,False
1789719014.733763,client_mr,READ_SECONDARY,127.0.0.1:27119,90,90,90,local,1,False,normal_codexrun,0.14,True,False
1789719014.734019,client_mr,READ_PRIMARY,primary,91,91,90,local,1,False,normal_codexrun,0.11,True,False
1789719014.734145,client_mr,READ_SECONDARY,127.0.0.1:27117,91,91,91,local,1,False,normal_codexrun,0.12,True,False
1789719014.7344372,client_mr,READ_PRIMARY,primary,92,92,91,local,1,False,normal_codexrun,0.14,True,False
1789719014.734586,client_mr,READ_SECONDARY,127.0.0.1:27119,92,92,92,local,1,False,normal_codexrun,0.15,True,False
1789719014.734854,client_mr,READ_PRIMARY,primary,93,93,92,local,1,False,normal_codexrun,0.13,True,False
1789719014.735004,client_mr,READ_SECONDARY,127.0.0.1:27117,93,93,93,local,1,False,normal_codexrun,0.15,True,False
1789719014.7352939,client_mr,READ_PRIMARY,primary,94,94,93,local,1,False,normal_codexrun,0.12,True,False
1789719014.735436,client_mr,READ_SECONDARY,127.0.0.1:27119,94,94,94,local,1,False,normal_codexrun,0.14,True,False
1789719014.735681,client_mr,READ_PRIMARY,primary,95,95,94,local,1,False,normal_codexrun,0.11,True,False
1789719014.735837,client_mr,READ_SECONDARY,127.0.0.1:27117,95,94,95,local,1,False,normal_codexrun,0.15,True,True
1789719014.736106,client_mr,READ_PRIMARY,primary,96,96,95,local,1,False,normal_codexrun,0.11,True,False
1789719014.7362509,client_mr,READ_SECONDARY,127.0.0.1:27119,96,96,96,local,1,False,normal_codexrun,0.14,True,False
1789719014.7365608,client_mr,READ_PRIMARY,primary,97,97,96,local,1,False,normal_codexrun,0.18,True,False
1789719014.736748,client_mr,READ_SECONDARY,127.0.0.1:27117,97,97,97,local,1,False,normal_codexrun,0.19,True,False
1789719014.737064,client_mr,READ_PRIMARY,primary,98,98,97,local,1,False,normal_codexrun,0.13,True,False
1789719014.737201,client_mr,READ_SECONDARY,127.0.0.1:27119,98,98,98,local,1,False,normal_codexrun,0.14,True,False
1789719014.737469,client_mr,READ_PRIMARY,primary,99,99,98,local,1,False,normal_codexrun,0.11,True,False
1789719014.7376,client_mr,READ_SECONDARY,127.0.0.1:27117,99,99,99,local,1,False,normal_codexrun,0.13,True,False
1789719014.737851,client_mr,READ_PRIMARY,primary,100,100,99,local,1,False,normal_codexrun,0.11,True,False
1789719014.7380102,client_mr,READ_SECONDARY,127.0.0.1:27119,100,99,100,local,1,False,normal_codexrun,0.16,True,True
1789719014.738326,client_mr,READ_PRIMARY,primary,101,101,100,local,1,False,normal_codexrun,0.13,True,False
1789719014.738456,client_mr,READ_SECONDARY,127.0.0.1:27117,101,101,101,local,1,False,normal_codexrun,0.13,True,False
1789719014.738783,client_mr,READ_PRIMARY,primary,102,102,101,local,1,False,normal_codexrun,0.16,True,False
1789719014.738955,client_mr,READ_SECONDARY,127.0.0.1:27119,102,102,102,local,1,False,normal_codexrun,0.17,True,False
1789719014.739244,client_mr,READ_PRIMARY,primary,103,103,102,local,1,False,normal_codexrun,0.12,True,False
1789719014.73938,client_mr,READ_SECONDARY,127.0.0.1:27117,103,103,103,local,1,False,normal_codexrun,0.13,True,False
1789719014.7396731,client_mr,READ_PRIMARY,primary,104,104,103,local,1,False,normal_codexrun,0.13,True,False
1789719014.739816,client_mr,READ_SECONDARY,127.0.0.1:27119,104,104,104,local,1,False,normal_codexrun,0.14,True,False
1789719014.740078,client_mr,READ_PRIMARY,primary,105,105,104,local,1,False,normal_codexrun,0.11,True,False
1789719014.740213,client_mr,READ_SECONDARY,127.0.0.1:27117,105,105,105,local,1,False,normal_codexrun,0.13,True,False
1789719014.740494,client_mr,READ_PRIMARY,primary,106,106,105,local,1,False,normal_codexrun,0.14,True,False
1789719014.7406662,client_mr,READ_SECONDARY,127.0.0.1:27119,106,106,106,local,1,False,normal_codexrun,0.17,True,False
1789719014.740951,client_mr,READ_PRIMARY,primary,107,107,106,local,1,False,normal_codexrun,0.11,True,False
1789719014.741099,client_mr,READ_SECONDARY,127.0.0.1:27117,107,107,107,local,1,False,normal_codexrun,0.15,True,False
1789719014.7414012,client_mr,READ_PRIMARY,primary,108,108,107,local,1,False,normal_codexrun,0.13,True,False
1789719014.741546,client_mr,READ_SECONDARY,127.0.0.1:27119,108,108,108,local,1,False,normal_codexrun,0.14,True,False
1789719014.741833,client_mr,READ_PRIMARY,primary,109,109,108,local,1,False,normal_codexrun,0.13,True,False
1789719014.741961,client_mr,READ_SECONDARY,127.0.0.1:27117,109,109,109,local,1,False,normal_codexrun,0.13,True,False
1789719014.742209,client_mr,READ_PRIMARY,primary,110,110,109,local,1,False,normal_codexrun,0.11,True,False
1789719014.7423308,client_mr,READ_SECONDARY,127.0.0.1:27119,110,109,110,local,1,False,normal_codexrun,0.12,True,True
1789719014.7425852,client_mr,READ_PRIMARY,primary,111,111,110,local,1,False,normal_codexrun,0.11,True,False
1789719014.7427142,client_mr,READ_SECONDARY,127.0.0.1:27117,111,111,111,local,1,False,normal_codexrun,0.13,True,False
1789719014.742943,client_mr,READ_PRIMARY,primary,112,112,111,local,1,False,normal_codexrun,0.1,True,False
1789719014.7430809,client_mr,READ_SECONDARY,127.0.0.1:27119,112,111,112,local,1,False,normal_codexrun,0.14,True,True
1789719014.743341,client_mr,READ_PRIMARY,primary,113,113,112,local,1,False,normal_codexrun,0.11,True,False
1789719014.743458,client_mr,READ_SECONDARY,127.0.0.1:27117,113,113,113,local,1,False,normal_codexrun,0.12,True,False
1789719014.7437,client_mr,READ_PRIMARY,primary,114,114,113,local,1,False,normal_codexrun,0.11,True,False
1789719014.743828,client_mr,READ_SECONDARY,127.0.0.1:27119,114,114,114,local,1,False,normal_codexrun,0.13,True,False
1789719014.7440388,client_mr,READ_PRIMARY,primary,115,115,114,local,1,False,normal_codexrun,0.09,True,False
1789719014.744164,client_mr,READ_SECONDARY,127.0.0.1:27117,115,114,115,local,1,False,normal_codexrun,0.12,True,True
1789719014.74441,client_mr,READ_PRIMARY,primary,116,116,115,local,1,False,normal_codexrun,0.11,True,False
1789719014.7445939,client_mr,READ_SECONDARY,127.0.0.1:27119,116,116,116,local,1,False,normal_codexrun,0.18,True,False
1789719014.744898,client_mr,READ_PRIMARY,primary,117,117,116,local,1,False,normal_codexrun,0.14,True,False
1789719014.745035,client_mr,READ_SECONDARY,127.0.0.1:27117,117,117,117,local,1,False,normal_codexrun,0.13,True,False
1789719014.745257,client_mr,READ_PRIMARY,primary,118,118,117,local,1,False,normal_codexrun,0.1,True,False
1789719014.745378,client_mr,READ_SECONDARY,127.0.0.1:27119,118,118,118,local,1,False,normal_codexrun,0.12,True,False
1789719014.745603,client_mr,READ_PRIMARY,primary,119,119,118,local,1,False,normal_codexrun,0.1,True,False
1789719014.745721,client_mr,READ_SECONDARY,127.0.0.1:27117,119,119,119,local,1,False,normal_codexrun,0.12,True,False
